,Topic,Keywords,Docs,Children,Parent,Level
661,"(661,)","([('antigorite', 0.012952095828950405), ('001', 0.012952095828950405), ('atg', 0.010366847738623619), ('cpo', 0.007781598251312971), ('hydrated', 0.005196349695324898), ('cpos', 0.005196349695324898), ('splitting', 0.005196349695324898), ('girdle', 0.005196349695324898), ('crystal-preferred', 0.0026111011393368244), ('serpentinite', 0.0026111011393368244)],)","(5,)","([347],)","(96,)","(7,)"
662,"(662,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([962],)","(621,)","(7,)"
663,"(663,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
664,"(664,)","([('wave', 0.03529909625649452), ('ucsb', 0.018158720806241035), ('drifter', 0.01412568986415863), ('direct', 0.01412568986415863), ('field', 0.013117431662976742), ('measure', 0.011100917123258114), ('work', 0.010092658922076225), ('liquefaction', 0.010092658922076225), ('nees', 0.010092658922076225), ('numerical', 0.010092658922076225)],)","(17,)","([],)","(56,)","(8,)"
665,"(665,)","([('sst', 0.02944043092429638), ('atlantic', 0.02760155312716961), ('south', 0.02392379753291607), ('wrf', 0.01840716414153576), ('tropical', 0.01840716414153576), ('vapor', 0.014729409478604794), ('sundowner', 0.011051654815673828), ('anomaly', 0.009212777018547058), ('sad', 0.009212777018547058), ('extratropical', 0.009212777018547058)],)","(7,)","([],)","(61,)","(8,)"
666,"(666,)","([('coral', 0.028430968523025513), ('18o', 0.024168454110622406), ('salinity', 0.021326778456568718), ('dynamic', 0.01848510280251503), ('eruption', 0.01848510280251503), ('18osw', 0.01706426404416561), ('seawater', 0.01280175056308508), ('bleaching', 0.011380912736058235), ('isotopic', 0.011380912736058235), ('oscillation', 0.011380912736058235)],)","(6,)","([],)","(56,)","(8,)"
667,"(667,)","([('plastic', 0.024235764518380165), ('global', 0.020510051399469376), ('biomass', 0.016784338280558586), ('ghg', 0.011195767670869827), ('life-cycle', 0.011195767670869827), ('psd', 0.009332911111414433), ('particle', 0.009332911111414433), ('bio-optical', 0.009332911111414433), ('2050', 0.007470055017620325), ('pfts', 0.007470055017620325)],)","(8,)","([],)","(59,)","(8,)"
668,"(668,)","([('fishery', 0.03908973187208176), ('harvest', 0.02658601850271225), ('reform', 0.018771197646856308), ('profit', 0.01564526930451393), ('fishing', 0.01564526930451393), ('indiscriminate', 0.014082306064665318), ('stock', 0.01251934189349413), ('cambodia', 0.01095637772232294), ('management', 0.01095637772232294), ('fpas', 0.01095637772232294)],)","(15,)","([],)","(660,)","(8,)"
669,"(669,)","([('surface', 0.0206424780189991), ('case', 0.017204929143190384), ('transmission', 0.017204929143190384), ('absorptivity', 0.017204929143190384), ('correlated', 0.013767381198704243), ('exponentially', 0.013767381198704243), ('scattering', 0.01204860769212246), ('roughness', 0.01204860769212246), ('lhm', 0.01204860769212246), ('increasing', 0.010329833254218102)],)","(5,)","([],)","(589,)","(8,)"
670,"(670,)","([('litter', 0.05843266472220421), ('decomposition', 0.04017816483974457), ('exposure', 0.02740001119673252), ('radiation', 0.025574561208486557), ('photodegradation', 0.023749111220240593), ('microbial', 0.02192365936934948), ('lignin', 0.016447309404611588), ('arid', 0.010970957577228546), ('photopriming', 0.010970957577228546), ('alternating', 0.007320056669414043)],)","(5,)","([],)","(591,)","(8,)"
671,"(671,)","([('methane', 0.04363652691245079), ('emission', 0.03160301595926285), ('plume', 0.030098825693130493), ('bubble', 0.02107369154691696), ('seep', 0.012048555538058281), ('seeps', 0.0105443662032485), ('well', 0.0105443662032485), ('described', 0.00904017686843872), ('major', 0.00904017686843872), ('canyon', 0.00904017686843872)],)","(7,)","([],)","(60,)","(8,)"
672,"(672,)","([('community', 0.024204835295677185), ('phylogenetic', 0.020749468356370926), ('stability', 0.017294103279709816), ('diversity', 0.013838738203048706), ('algae', 0.013838738203048706), ('denitrification', 0.012111055664718151), ('biodiversity', 0.012111055664718151), ('evolutionary', 0.012111055664718151), ('relatedness', 0.012111055664718151), ('facilitation', 0.010383373126387596)],)","(8,)","([],)","(920,)","(8,)"
673,"(673,)","([('sam', 0.028770465403795242), ('precipitation', 0.02344457432627678), ('south', 0.022379394620656967), ('onset', 0.021314216777682304), ('monsoon', 0.02024903893470764), ('america', 0.01598832570016384), ('system', 0.014923147857189178), ('forecast', 0.013857969082891941), ('demise', 0.012792791239917278), ('saw', 0.010662434622645378)],)","(10,)","([],)","(56,)","(8,)"
674,"(674,)","([('nanoparticles', 0.02980945259332657), ('gold', 0.018458876758813858), ('layer', 0.011364765465259552), ('charge', 0.011364765465259552), ('growth', 0.009945943020284176), ('shell', 0.009945943020284176), ('nanowire', 0.009945943020284176), ('particle', 0.008527121506631374), ('material', 0.007108299061655998), ('metal', 0.007108299061655998)],)","(6,)","([],)","(56,)","(8,)"
675,"(675,)","([('toxicity', 0.01721332035958767), ('electron', 0.01456715352833271), ('microscopy', 0.013244069181382656), ('cell', 0.009274818003177643), ('bacteria', 0.009274818003177643), ('thermoelectric', 0.009274818003177643), ('fluorescence', 0.007951734587550163), ('material', 0.007951734587550163), ('exposure', 0.007951734587550163), ('heterostructured', 0.006628650240600109)],)","(9,)","([],)","(56,)","(8,)"
676,"(676,)","([('airborne', 0.01533906813710928), ('real-time', 0.01533906813710928), ('campaign', 0.01023455336689949), ('remote', 0.007682295050472021), ('ch4', 0.007682295050472021), ('nasa', 0.0051300376653671265), ('comex', 0.0051300376653671265), ('instrument', 0.0051300376653671265), ('signature', 0.0051300376653671265), ('coordinate', 0.0051300376653671265)],)","(3,)","([],)","(528,)","(8,)"
677,"(677,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([],)","(192,)","(8,)"
678,"(678,)","([('disease', 0.03109423816204071), ('tick', 0.03109423816204071), ('vector', 0.024433566257357597), ('risk', 0.023323453962802887), ('california', 0.021103229373693466), ('activity', 0.016662782058119774), ('transmission', 0.014442557469010353), ('human', 0.013332445174455643), ('wildfire', 0.013332445174455643), ('pacificus', 0.010002109222114086)],)","(13,)","([],)","(375,)","(8,)"
679,"(679,)","([('oil', 0.03186527267098427), ('marsh', 0.020625317469239235), ('oiled', 0.015005339868366718), ('gap', 0.015005339868366718), ('aviris', 0.013132013380527496), ('npv', 0.013132013380527496), ('shoreline', 0.009385362267494202), ('bay', 0.007512036710977554), ('treefall', 0.007512036710977554), ('detection', 0.007512036710977554)],)","(6,)","([],)","(81,)","(8,)"
680,"(680,)","([('interacting', 0.002920679049566388), ('change', 2.89176132355351e-05), ('water', 2.89176132355351e-05), ('specie', 2.89176132355351e-05), ('climate', 2.89176132355351e-05), ('using', 2.89176132355351e-05), ('soil', 2.89176132355351e-05), ('rate', 2.89176132355351e-05), ('system', 2.89176132355351e-05), ('surface', 2.89176132355351e-05)],)","(6,)","([726],)","(919,)","(7,)"
681,"(681,)","([('practice', 0.032909195870161057), ('company', 0.02244284749031067), ('health', 0.01945246011018753), ('safety', 0.01945246011018753), ('bioethanol', 0.013471689075231552), ('nanomaterials', 0.013471689075231552), ('environmental', 0.011976496316492558), ('reported', 0.011976496316492558), ('industry', 0.011976496316492558), ('liter', 0.010481302626430988)],)","(12,)","([946],)","(99,)","(7,)"
682,"(682,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
683,"(683,)","([('catalytic', 0.01255195215344429), ('single', 0.00837493035942316), ('atom', 0.00837493035942316), ('generated', 0.006286418531090021), ('binding', 0.006286418531090021), ('nanostructures', 0.006286418531090021), ('nanoparticles', 0.006286418531090021), ('affinity', 0.006286418531090021), ('raman', 0.006286418531090021), ('assay', 0.006286418531090021)],)","(11,)","([642, 490],)","(48,)","(7,)"
684,"(684,)","([('specie', 0.04127390310168266), ('tree', 0.03302324563264847), ('amazonian', 0.01858460158109665), ('wetland', 0.016521936282515526), ('forest', 0.012396609410643578), ('pool', 0.010333945974707603), ('list', 0.010333945974707603), ('determined', 0.006208617705851793), ('richness', 0.006208617705851793), ('flora', 0.006208617705851793)],)","(6,)","([771],)","(617,)","(7,)"
685,"(685,)","([('enms', 0.022403258830308914), ('enm', 0.02016517147421837), ('deb', 0.011212820187211037), ('chemical', 0.008974732831120491), ('nanotechnology', 0.008974732831120491), ('nanomaterials', 0.0067366440780460835), ('engineered', 0.0067366440780460835), ('hcs', 0.0067366440780460835), ('subcellular', 0.0067366440780460835), ('concentration', 0.0067366440780460835)],)","(4,)","([814],)","(294,)","(7,)"
686,"(686,)","([('restoration', 0.03674297407269478), ('habitat', 0.022752312943339348), ('coastal', 0.012259317561984062), ('acre', 0.012259317561984062), ('campus', 0.01051048468798399), ('space', 0.01051048468798399), ('north', 0.01051048468798399), ('process-based', 0.01051048468798399), ('open', 0.008761651813983917), ('barbara', 0.007012819405645132)],)","(20,)","([599],)","(914,)","(7,)"
687,"(687,)","([('enclosure', 0.010131124407052994), ('herbivore', 0.010131124407052994), ('grazer', 0.010131124407052994), ('grazing', 0.007604658603668213), ('kruger', 0.007604658603668213), ('south', 0.005078194197267294), ('herbaceous', 0.005078194197267294), ('cross-scale', 0.005078194197267294), ('konza', 0.005078194197267294), ('bison', 0.005078194197267294)],)","(7,)","([379],)","(487,)","(7,)"
688,"(688,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
689,"(689,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
690,"(690,)","([('land', 0.03044826164841652), ('right', 0.02664460614323616), ('property', 0.0228409506380558), ('inequality', 0.019037295132875443), ('economic', 0.015233639627695084), ('market', 0.015233639627695084), ('hypothesis', 0.00952815730124712), ('biosphere', 0.00952815730124712), ('asset', 0.00952815730124712), ('social-ecological', 0.0076263295486569405)],)","(22,)","([432],)","(411,)","(6,)"
691,"(691,)","([('community', 0.027144335210323334), ('disturbance', 0.02036249078810215), ('kelp', 0.02036249078810215), ('insurance', 0.018667029216885567), ('giant', 0.0152761060744524), ('connectivity', 0.0152761060744524), ('understory', 0.011885183863341808), ('metapopulations', 0.010189722292125225), ('foundation', 0.010189722292125225), ('fecundity', 0.008494261652231216)],)","(8,)","([602, 659],)","(43,)","(6,)"
692,"(692,)","([('cloud', 0.025033537298440933), ('mask', 0.01593870110809803), ('agpd', 0.00911757443100214), ('light', 0.00684386445209384), ('alloy', 0.00684386445209384), ('dehydrogenation', 0.00684386445209384), ('formic', 0.00684386445209384), ('nitride', 0.00684386445209384), ('nanocatalysts', 0.00684386445209384), ('visible', 0.00684386445209384)],)","(17,)","([930, 81],)","(44,)","(6,)"
693,"(693,)","([('leaf', 0.02483900636434555), ('site', 0.02483900636434555), ('year', 0.01899797096848488), ('defoliation', 0.01899797096848488), ('allocation', 0.016077453270554543), ('carinulata', 0.016077453270554543), ('glauca', 0.016077453270554543), ('saltcedar', 0.0146171934902668), ('tree', 0.0146171934902668), ('officinalis', 0.011696675792336464)],)","(15,)","([660],)","(43,)","(6,)"
694,"(694,)","([('exploding', 0.002920679049566388), ('change', 2.89176132355351e-05), ('water', 2.89176132355351e-05), ('specie', 2.89176132355351e-05), ('climate', 2.89176132355351e-05), ('using', 2.89176132355351e-05), ('soil', 2.89176132355351e-05), ('rate', 2.89176132355351e-05), ('system', 2.89176132355351e-05), ('surface', 2.89176132355351e-05)],)","(2,)","([298],)","(94,)","(6,)"
695,"(695,)","([('gene', 0.02578304521739483), ('expression', 0.015049055218696594), ('ammonia', 0.012902257032692432), ('marine', 0.01075545884668827), ('transcript', 0.01075545884668827), ('thaumarchaea', 0.00646186200901866), ('transcriptional', 0.00646186200901866), ('brevis', 0.00646186200901866), ('oxidation', 0.00646186200901866), ('culture', 0.00646186200901866)],)","(5,)","([163],)","(43,)","(6,)"
696,"(696,)","([('hotspot', 0.03695015236735344), ('rurutu', 0.02032674103975296), ('plate', 0.016632650047540665), ('pacific', 0.015709126368165016), ('motion', 0.013862080872058868), ('plume', 0.01293855719268322), ('louisville', 0.011091511696577072), ('seamount', 0.011091511696577072), ('student', 0.011091511696577072), ('age', 0.010167988948523998)],)","(3,)","([],)","(57,)","(8,)"
697,"(697,)","([('8503400', 0.0028306380845606327), ('climate-challenged', 0.0028306380845606327), ('decadesrapid', 0.0028306380845606327), ('experiencedwithin', 0.0028306380845606327), ('air-quality', 0.0028306380845606327), ('battering', 0.0028306380845606327), ('snap', 0.0028306380845606327), ('states-mexico', 0.0028306380845606327), ('summarizes', 0.0028306380845606327), ('utah', 0.0028306380845606327)],)","(2,)","([],)","(116,)","(8,)"
698,"(698,)","([('forest', 0.04039940610527992), ('agb', 0.025715388357639313), ('plot', 0.020208880305290222), ('rzea', 0.016537876799702644), ('lai', 0.01470237411558628), ('sar', 0.012866871431469917), ('multifrequency', 0.007360364776104689), ('ha1', 0.007360364776104689), ('old-growth', 0.007360364776104689), ('mosaic', 0.007360364776104689)],)","(5,)","([],)","(1017,)","(8,)"
699,"(699,)","([('rainfall', 0.04809006676077843), ('extreme', 0.02679607644677162), ('precipitation', 0.020613953471183777), ('trend', 0.017179438844323158), ('day', 0.015118730254471302), ('south', 0.014431827701628208), ('anomaly', 0.01305802259594202), ('event', 0.01305802259594202), ('index', 0.01305802259594202), ('andes', 0.01305802259594202)],)","(19,)","([],)","(56,)","(8,)"
700,"(700,)","([('ice', 0.047452569007873535), ('greenland', 0.026850873604416847), ('retreat', 0.026226578280329704), ('10be', 0.024977991357445717), ('exposure', 0.018110761418938637), ('age', 0.015613586641848087), ('sheet', 0.014989293180406094), ('moraine', 0.012492118403315544), ('holocene', 0.012492118403315544), ('glacier', 0.011243530549108982)],)","(19,)","([],)","(341,)","(8,)"
701,"(701,)","([('integrity', 0.01865304261445999), ('reference', 0.008009366691112518), ('shrublands', 0.008009366691112518), ('multiple-use', 0.008009366691112518), ('indicator', 0.005348447244614363), ('resource-', 0.005348447244614363), ('stressor-based', 0.005348447244614363), ('societally', 0.005348447244614363), ('vague', 0.0026875282637774944), ('desired', 0.0026875282637774944)],)","(3,)","([],)","(731,)","(8,)"
702,"(702,)","([('cooling', 0.019171394407749176), ('bhutan', 0.009597664698958397), ('rutile', 0.009597664698958397), ('diffusion', 0.009597664698958397), ('titanite', 0.009597664698958397), ('ghs', 0.007204231806099415), ('facies', 0.007204231806099415), ('yield', 0.007204231806099415), ('amphibolite', 0.00481079937890172), ('º650', 0.00481079937890172)],)","(1,)","([],)","(337,)","(8,)"
703,"(703,)","([('chemical', 0.01162925735116005), ('xenotime', 0.009308048523962498), ('electron', 0.006986838765442371), ('mineralization', 0.00466562993824482), ('mapped', 0.00466562993824482), ('phosphate', 0.00466562993824482), ('in-situ', 0.00466562993824482), ('bulk', 0.00466562993824482), ('evans', 0.00466562993824482), ('equipped', 0.00466562993824482)],)","(1,)","([],)","(851,)","(8,)"
704,"(704,)","([('czo', 0.025099672377109528), ('student', 0.007547453511506319), ('rhessys', 0.007547453511506319), ('dieback', 0.005039994139224291), ('gcm', 0.005039994139224291), ('phd', 0.005039994139224291), ('khongho', 0.005039994139224291), ('climate-forest', 0.0025325343012809753), ('drainage-position', 0.0025325343012809753), ('prep', 0.0025325343012809753)],)","(5,)","([100, 1092],)","(1120,)","(5,)"
705,"(705,)","([('dome', 0.02176986262202263), ('recycling', 0.019595051184296608), ('reuse', 0.015245428308844566), ('zeolite', 0.013070616871118546), ('cell', 0.010895805433392525), ('phone', 0.010895805433392525), ('crystalline', 0.006546182092279196), ('porous', 0.004371370654553175), ('economics', 0.004371370654553175), ('electronic', 0.004371370654553175)],)","(13,)","([1093],)","(39,)","(5,)"
706,"(706,)","([('bay', 0.04456116259098053), ('anomaly', 0.02043391950428486), ('texas', 0.01672203652560711), ('christi', 0.01486609410494566), ('corpus', 0.01486609410494566), ('holocene', 0.01115421112626791), ('trinity', 0.01115421112626791), ('event', 0.00929826870560646), ('2ka', 0.00929826870560646), ('correlation', 0.00929826870560646)],)","(6,)","([539],)","(32,)","(5,)"
707,"(707,)","([('stakeholder', 0.011212820187211037), ('vision', 0.011212820187211037), ('farmer', 0.008974732831120491), ('manokwari', 0.0067366440780460835), ('maker', 0.0067366440780460835), ('facing', 0.0067366440780460835), ('institutional', 0.0067366440780460835), ('coffee', 0.0044985562562942505), ('marketplace', 0.0044985562562942505), ('cybergis', 0.0044985562562942505)],)","(7,)","([878],)","(216,)","(5,)"
708,"(708,)","([('trend', 0.02543841488659382), ('cein', 0.023127932101488113), ('drying', 0.013886000961065292), ('nanotechnology', 0.013886000961065292), ('nanomaterials', 0.013886000961065292), ('primarily', 0.011575519107282162), ('partner', 0.006954552605748177), ('wetting', 0.006954552605748177), ('risk-ranking', 0.004644070286303759), ('toxicity', 0.004644070286303759)],)","(15,)","([335, 618],)","(34,)","(5,)"
709,"(709,)","([('survival', 0.03229276463389397), ('recovery', 0.021535681560635567), ('sierra', 0.017232848331332207), ('bighorn', 0.017232848331332207), ('female', 0.012930015102028847), ('age', 0.012930015102028847), ('male', 0.010778598487377167), ('sex', 0.010778598487377167), ('population', 0.010778598487377167), ('translocation', 0.008627181872725487)],)","(7,)","([225],)","(37,)","(5,)"
710,"(710,)","([('flowering', 0.014883237890899181), ('stalk', 0.0074540008790791035), ('chaparral', 0.0074540008790791035), ('leaf', 0.0074540008790791035), ('flower', 0.0074540008790791035), ('pomeridianum', 0.0074540008790791035), ('geophyte', 0.004977588541805744), ('burned', 0.004977588541805744), ('chlorogalum', 0.004977588541805744), ('bulb', 0.004977588541805744)],)","(4,)","([1091],)","(34,)","(5,)"
711,"(711,)","([('case', 0.01990811713039875), ('troposphere', 0.01791929453611374), ('east', 0.013941648416221142), ('lifting', 0.01195282582193613), ('transport', 0.00996400322765112), ('china', 0.00996400322765112), ('asia', 0.00996400322765112), ('frontal', 0.00996400322765112), ('2003', 0.007975179702043533), ('ppbv', 0.007975179702043533)],)","(6,)","([919],)","(310,)","(5,)"
712,"(712,)","([('nile', 0.01421442348510027), ('perch', 0.01421442348510027), ('mortality', 0.011849294416606426), ('haplochromine', 0.011849294416606426), ('investment', 0.009484166279435158), ('haplochromines', 0.009484166279435158), ('observation', 0.004753908608108759), ('victoria', 0.004753908608108759), ('predation', 0.004753908608108759), ('co-existence', 0.004753908608108759)],)","(12,)","([410],)","(24,)","(4,)"
713,"(713,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
714,"(714,)","([('todo', 0.010585782118141651), ('imagens', 0.007945936173200607), ('foram', 0.007945936173200607), ('partir', 0.0053060902282595634), ('seis', 0.0026662442833185196), ('perfil', 0.0026662442833185196), ('estat', 0.0026662442833185196), ('espacial', 0.0026662442833185196), ('indicaram', 0.0026662442833185196), ('agr', 0.0026662442833185196)],)","(2,)","([408],)","(28,)","(4,)"
715,"(715,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
716,"(716,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
717,"(717,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
718,"(718,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
719,"(719,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
720,"(720,)","([('rupture', 0.03608399257063866), ('earthquake', 0.024059640243649483), ('platform', 0.021873394027352333), ('simulation', 0.019687147811055183), ('validation', 0.01859402470290661), ('model', 0.017500901594758034), ('task', 0.01422153227031231), ('broadband', 0.01422153227031231), ('slip', 0.01422153227031231), ('synthetic', 0.01422153227031231)],)","(8,)","([],)","(1023,)","(8,)"
721,"(721,)","([('depth', 0.020579705014824867), ('migration', 0.011443320661783218), ('inversion', 0.011443320661783218), ('imaging', 0.011443320661783218), ('traveltime', 0.009159225039184093), ('limited', 0.009159225039184093), ('ultrashallow', 0.009159225039184093), ('spacing', 0.009159225039184093), ('profile', 0.006875128485262394), ('first-arrival', 0.006875128485262394)],)","(7,)","([],)","(1050,)","(8,)"
722,"(722,)","([('decision', 0.013121710158884525), ('disaster', 0.010502606630325317), ('evacuation', 0.010502606630325317), ('collective', 0.007883502170443535), ('behavioral', 0.005264398641884327), ('congestion', 0.0026452948804944754), ('individual-', 0.0026452948804944754), ('broadcast', 0.0026452948804944754), ('tension', 0.0026452948804944754), ('urgency', 0.0026452948804944754)],)","(1,)","([],)","(164,)","(8,)"
723,"(723,)","([('pantanal', 0.019829243421554565), ('wetland', 0.019829243421554565), ('floodplain', 0.007943583652377129), ('paraguay', 0.007943583652377129), ('flood', 0.007943583652377129), ('approximately', 0.007943583652377129), ('south', 0.007943583652377129), ('hemisphere', 0.007943583652377129), ('america', 0.005962639581412077), ('km2', 0.005962639581412077)],)","(2,)","([],)","(586,)","(8,)"
724,"(724,)","([('magma', 0.03970242664217949), ('mixing', 0.022691963240504265), ('zircon', 0.01702180691063404), ('composition', 0.01475374586880207), ('melt', 0.013619714416563511), ('compositional', 0.013619714416563511), ('element', 0.012485682964324951), ('phase', 0.011351652443408966), ('epma', 0.010217620991170406), ('trace', 0.009083589538931847)],)","(7,)","([],)","(60,)","(8,)"
725,"(725,)","([('space', 0.016121985390782356), ('association', 0.016121985390782356), ('intensity', 0.013822129927575588), ('bird', 0.01152227446436882), ('hawk', 0.009222419932484627), ('swainsons', 0.009222419932484627), ('breeding', 0.006922564003616571), ('sex', 0.006922564003616571), ('life', 0.006922564003616571), ('south-eastern', 0.004622709006071091)],)","(5,)","([],)","(502,)","(8,)"
726,"(726,)","([('fault', 0.05826856568455696), ('earthquake', 0.021326778456568718), ('columbia', 0.01280175056308508), ('forearc', 0.01280175056308508), ('structure', 0.01280175056308508), ('british', 0.01280175056308508), ('island', 0.011380912736058235), ('vancouver', 0.011380912736058235), ('leech', 0.009960074909031391), ('active', 0.009960074909031391)],)","(6,)","([],)","(680,)","(8,)"
727,"(727,)","([('sample', 0.019096670672297478), ('plume', 0.01697717420756817), ('motion', 0.01697717420756817), ('hotspot', 0.01485767588019371), ('chain', 0.010618682019412518), ('mantle', 0.008499184623360634), ('dredge', 0.008499184623360634), ('lau', 0.006379686761647463), ('relative', 0.006379686761647463), ('libs', 0.006379686761647463)],)","(7,)","([],)","(396,)","(8,)"
728,"(728,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
729,"(729,)","([('resilience', 0.01889641582965851), ('plot', 0.01889641582965851), ('resistance', 0.016799144446849823), ('disturbance', 0.014701873064041138), ('holcus', 0.014701873064041138), ('mound', 0.012604601681232452), ('establishment', 0.012604601681232452), ('bromus', 0.010507330298423767), ('invasion', 0.010507330298423767), ('festuca', 0.008410058915615082)],)","(8,)","([636],)","(451,)","(7,)"
730,"(730,)","([('property', 0.02353365533053875), ('thermoelectric', 0.02039792388677597), ('electrical', 0.01255859900265932), ('material', 0.010990734212100506), ('phase', 0.010990734212100506), ('thermal', 0.010990734212100506), ('plasma', 0.00942286942154169), ('preparation', 0.00942286942154169), ('sintering', 0.00942286942154169), ('amount', 0.00942286942154169)],)","(12,)","([752],)","(51,)","(7,)"
731,"(731,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(5,)","([428, 701],)","(226,)","(7,)"
