,Topic,Keywords,Docs,Children,Parent,Level
120,"(120,)","([('cambios', 0.00899768341332674), ('rainforest', 0.00899768341332674), ('hemisphere', 0.00899768341332674), ('bosques', 0.00899768341332674), ('bioma', 0.0072017391212284565), ('snow', 0.0072017391212284565), ('temperate', 0.0072017391212284565), ('southern', 0.0072017391212284565), ('fire', 0.0072017391212284565), ('hemisferio', 0.0072017391212284565)],)","(3,)","([278],)","(185,)","(4,)"
121,"(121,)","([('microwave-assisted', 0.002920679049566388), ('change', 2.89176132355351e-05), ('water', 2.89176132355351e-05), ('specie', 2.89176132355351e-05), ('climate', 2.89176132355351e-05), ('using', 2.89176132355351e-05), ('soil', 2.89176132355351e-05), ('rate', 2.89176132355351e-05), ('system', 2.89176132355351e-05), ('surface', 2.89176132355351e-05)],)","(2,)","([95],)","(30,)","(4,)"
122,"(122,)","([('resource', 0.016462741419672966), ('wind', 0.014114276506006718), ('solar', 0.014114276506006718), ('india', 0.007068880368024111), ('per', 0.004720414988696575), ('renewable', 0.004720414988696575), ('concentrated', 0.004720414988696575), ('geospatial', 0.004720414988696575), ('csp', 0.004720414988696575), ('pradesh', 0.004720414988696575)],)","(3,)","([274],)","(24,)","(4,)"
123,"(123,)","([('boat', 0.021722620353102684), ('shark', 0.021722620353102684), ('reef', 0.013042252510786057), ('msp', 0.010872160084545612), ('beyond', 0.008702068589627743), ('palmyra', 0.008702068589627743), ('ocean', 0.008702068589627743), ('redistribution', 0.008702068589627743), ('mobile', 0.006531976163387299), ('commercial', 0.006531976163387299)],)","(19,)","([205],)","(24,)","(4,)"
124,"(124,)","([('atributos', 0.002912257332354784), ('ofrecer', 0.002912257332354784), ('water', 2.8834230761276558e-05), ('specie', 2.8834230761276558e-05), ('climate', 2.8834230761276558e-05), ('using', 2.8834230761276558e-05), ('soil', 2.8834230761276558e-05), ('rate', 2.8834230761276558e-05), ('system', 2.8834230761276558e-05), ('surface', 2.8834230761276558e-05)],)","(4,)","([156],)","(31,)","(4,)"
125,"(125,)","([('une', 0.021098826080560684), ('glaciation', 0.017145266756415367), ('que', 0.014509561471641064), ('formation', 0.013191708363592625), ('diamictite', 0.009238149970769882), ('delatina', 0.007920296862721443), ('carbonate', 0.007920296862721443), ('qui', 0.007920296862721443), ('ice', 0.007920296862721443), ('glacial', 0.006602443754673004)],)","(9,)","([273, 936, 157],)","(27,)","(4,)"
126,"(126,)","([('13c', 0.018394887447357178), ('carbonate', 0.014311672188341618), ('anomaly', 0.014311672188341618), ('sheet', 0.01227006409317255), ('trezona', 0.01227006409317255), ('interstitial', 0.01227006409317255), ('shell', 0.01227006409317255), ('green', 0.010228455998003483), ('polymeric', 0.00818684883415699), ('composite', 0.00818684883415699)],)","(13,)","([1158, 158],)","(24,)","(4,)"
127,"(127,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([275],)","(30,)","(4,)"
128,"(128,)","([('specie', 0.04935424402356148), ('native', 0.025630805641412735), ('fire', 0.020886117592453957), ('grass', 0.01803930476307869), ('management', 0.017090367153286934), ('plant', 0.015192491002380848), ('invasion', 0.015192491002380848), ('invasive', 0.015192491002380848), ('invader', 0.013294615782797337), ('woodland', 0.012345678173005581)],)","(9,)","([],)","(60,)","(8,)"
129,"(129,)","([('beetle', 0.027939751744270325), ('outbreak', 0.026297202333807945), ('mortality', 0.019727008417248726), ('drought', 0.018084460869431496), ('bark', 0.018084460869431496), ('boom-bust', 0.014799362979829311), ('disturbance', 0.014799362979829311), ('invasion', 0.013156814500689507), ('spectroscopy', 0.013156814500689507), ('sai', 0.011514266021549702)],)","(9,)","([],)","(56,)","(8,)"
130,"(130,)","([('lidar', 0.023449469357728958), ('ground-based', 0.016239793971180916), ('airborne', 0.014437375590205193), ('gully', 0.014437375590205193), ('hyperspectral', 0.014437375590205193), ('sensor', 0.012634956277906895), ('arroyo', 0.010832537896931171), ('coalignment', 0.009030118584632874), ('remote-sensing', 0.009030118584632874), ('pozo', 0.009030118584632874)],)","(5,)","([],)","(61,)","(8,)"
131,"(131,)","([('biomass', 0.03665121644735336), ('forest', 0.022315669804811478), ('spill', 0.014351475983858109), ('horizon', 0.014351475983858109), ('fusion', 0.01275863777846098), ('table', 0.01275863777846098), ('aviris', 0.01275863777846098), ('google', 0.01275863777846098), ('lvis', 0.011165798641741276), ('oil', 0.009572960436344147)],)","(9,)","([],)","(56,)","(8,)"
132,"(132,)","([('removal', 0.02959880419075489), ('magnetic', 0.017520125955343246), ('capacity', 0.016312258318066597), ('metal', 0.015708323568105698), ('mag-pcmas', 0.014500455930829048), ('water', 0.013896521180868149), ('ion', 0.01148078590631485), ('adsorption', 0.01087685115635395), ('sorption', 0.01087685115635395), ('sorbent', 0.010272917337715626)],)","(26,)","([],)","(117,)","(8,)"
133,"(133,)","([('cnts', 0.029478058218955994), ('mussel', 0.01474639493972063), ('toxicity', 0.013273228891193867), ('carbon', 0.011800061911344528), ('nitride', 0.011800061911344528), ('nanotube', 0.010326895862817764), ('metal', 0.010326895862817764), ('boron', 0.008853729814291), ('morphology', 0.008853729814291), ('cnt', 0.008853729814291)],)","(5,)","([],)","(56,)","(8,)"
134,"(134,)","([('creates', 0.002920679049566388), ('change', 2.89176132355351e-05), ('water', 2.89176132355351e-05), ('specie', 2.89176132355351e-05), ('climate', 2.89176132355351e-05), ('using', 2.89176132355351e-05), ('soil', 2.89176132355351e-05), ('rate', 2.89176132355351e-05), ('system', 2.89176132355351e-05), ('surface', 2.89176132355351e-05)],)","(3,)","([],)","(471,)","(8,)"
135,"(135,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([],)","(394,)","(8,)"
136,"(136,)","([('disturbance', 0.02043391950428486), ('watersipora', 0.02043391950428486), ('establishment', 0.01486609410494566), ('invertebrate', 0.01486609410494566), ('offshore', 0.013010152615606785), ('nonnative', 0.013010152615606785), ('plot', 0.01115421112626791), ('platform', 0.01115421112626791), ('larval', 0.01115421112626791), ('oil', 0.00929826870560646)],)","(12,)","([192],)","(47,)","(6,)"
137,"(137,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([263],)","(785,)","(6,)"
138,"(138,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(2,)","([82],)","(409,)","(6,)"
139,"(139,)","([('qds', 0.01762147806584835), ('translational', 0.012593952938914299), ('aggregation', 0.007566426414996386), ('quantum', 0.007566426414996386), ('dot', 0.007566426414996386), ('navigating', 0.0050526633858680725), ('nanotechnology', 0.0050526633858680725), ('cdse', 0.0050526633858680725), ('kinetics', 0.0050526633858680725), ('incentive', 0.0050526633858680725)],)","(10,)","([162],)","(153,)","(6,)"
140,"(140,)","([('taxon', 0.014106831513345242), ('age', 0.012345679104328156), ('synapomorphies', 0.01058452669531107), ('leontiniids', 0.01058452669531107), ('interatheriids', 0.01058452669531107), ('salma', 0.008823374286293983), ('specie', 0.008823374286293983), ('facet', 0.008823374286293983), ('character', 0.008823374286293983), ('postcranial', 0.008823374286293983)],)","(4,)","([629],)","(46,)","(6,)"
141,"(141,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([300],)","(202,)","(6,)"
142,"(142,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([196],)","(273,)","(6,)"
143,"(143,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(4,)","([166],)","(156,)","(6,)"
144,"(144,)","([('native', 0.021083030849695206), ('fungi', 0.014885785058140755), ('mwcnts', 0.013646336272358894), ('eradication', 0.011167437769472599), ('tree', 0.011167437769472599), ('bacteria', 0.009927988052368164), ('invasive', 0.009927988052368164), ('food', 0.009927988052368164), ('recruitment', 0.009927988052368164), ('mwcnt', 0.008688539266586304)],)","(9,)","([],)","(59,)","(8,)"
145,"(145,)","([('evi', 0.032568324357271194), ('leaf', 0.025169797241687775), ('lai', 0.016291562467813492), ('modis', 0.016291562467813492), ('forest', 0.014811855740845203), ('season', 0.011852444149553776), ('dry', 0.011852444149553776), ('productivity', 0.011852444149553776), ('index', 0.010372738353908062), ('gpp', 0.008893032558262348)],)","(7,)","([],)","(56,)","(8,)"
146,"(146,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([],)","(263,)","(8,)"
147,"(147,)","([('proton', 0.030040612444281578), ('membrane', 0.026880105957388878), ('transport', 0.015818335115909576), ('energy', 0.014238080941140652), ('growth', 0.011077575385570526), ('electrochemical', 0.011077575385570526), ('hollow', 0.007917068898677826), ('sample', 0.007917068898677826), ('cell', 0.007917068898677826), ('surface', 0.007917068898677826)],)","(9,)","([],)","(162,)","(8,)"
148,"(148,)","([('seismic', 0.025778569281101227), ('volcano', 0.022264907136559486), ('wave', 0.019922465085983276), ('seismicity', 0.016408802941441536), ('volcanic', 0.0140663618221879), ('gca', 0.0140663618221879), ('azimuth', 0.01055269967764616), ('earthquake', 0.01055269967764616), ('back', 0.01055269967764616), ('network', 0.009381478652358055)],)","(6,)","([],)","(57,)","(8,)"
149,"(149,)","([('ch4', 0.025917470455169678), ('esas', 0.014147501438856125), ('release', 0.009439514949917793), ('permafrost', 0.009439514949917793), ('siberian', 0.007085520774126053), ('seabed', 0.007085520774126053), ('expedition', 0.0047315270639956), ('shelf', 0.0047315270639956), ('elevated', 0.0047315270639956), ('obtained', 0.0047315270639956)],)","(1,)","([],)","(237,)","(8,)"
150,"(150,)","([('microfossil', 0.018510812893509865), ('fossil', 0.01388696301728487), ('cryogenian', 0.012345679104328156), ('organism', 0.010804396122694016), ('carbonate', 0.010804396122694016), ('mineral', 0.009263113141059875), ('assemblage', 0.009263113141059875), ('mineralogy', 0.009263113141059875), ('formation', 0.007721829693764448), ('glaciation', 0.007721829693764448)],)","(6,)","([],)","(80,)","(8,)"
151,"(151,)","([('fluid', 0.028899507597088814), ('slab', 0.020473996177315712), ('earthquake', 0.01927035115659237), ('dehydration', 0.01927035115659237), ('seismicity', 0.014455772005021572), ('subduction', 0.012048482894897461), ('tremor', 0.010844838805496693), ('volume', 0.010844838805496693), ('depth', 0.010844838805496693), ('cascadia', 0.010844838805496693)],)","(5,)","([],)","(56,)","(8,)"
152,"(152,)","([('elasticity', 0.013847047463059425), ('km-scale', 0.005555402021855116), ('armed', 0.0027915204409509897), ('single-crystal', 0.0027915204409509897), ('electron-backscatter', 0.0027915204409509897), ('stiffness', 0.0027915204409509897), ('usarray', 0.0027915204409509897), ('earthscopes', 0.0027915204409509897), ('pipe', 0.0027915204409509897), ('plus', 0.0027915204409509897)],)","(3,)","([50],)","(39,)","(5,)"
153,"(153,)","([('hydrothermal', 0.0193222314119339), ('greigite', 0.010547376237809658), ('life', 0.010547376237809658), ('mackinawite', 0.010547376237809658), ('electrolyte', 0.010547376237809658), ('atp', 0.008792405016720295), ('temperature', 0.008792405016720295), ('chimney', 0.008792405016720295), ('vent', 0.008792405016720295), ('alkaline', 0.008792405016720295)],)","(18,)","([229, 139],)","(34,)","(5,)"
154,"(154,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(9,)","([55],)","(1120,)","(5,)"
155,"(155,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([482],)","(32,)","(5,)"
156,"(156,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(4,)","([143],)","(124,)","(5,)"
157,"(157,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(5,)","([176],)","(125,)","(5,)"
158,"(158,)","([('sheet', 0.02892332337796688), ('thrust', 0.020030681043863297), ('scandian', 0.01780751906335354), ('deformation', 0.015584358014166355), ('sgurr', 0.013361197896301746), ('beag', 0.013361197896301746), ('moine', 0.013361197896301746), ('quartzofeldspathic', 0.0044685532338917255), ('reworking', 0.0044685532338917255), ('edge', 0.0044685532338917255)],)","(9,)","([177],)","(126,)","(5,)"
159,"(159,)","([('mangrove', 0.01730731874704361), ('island', 0.015146604739129543), ('urban', 0.015146604739129543), ('reserve', 0.015146604739129543), ('caribbean', 0.012985890731215477), ('protected', 0.010825177654623985), ('fishing', 0.010825177654623985), ('urbanization', 0.008664463646709919), ('preemptive', 0.006503748707473278), ('tourism', 0.006503748707473278)],)","(37,)","([452, 455],)","(34,)","(5,)"
160,"(160,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(3,)","([351],)","(50,)","(7,)"
161,"(161,)","([('mpa', 0.016251590102910995), ('biogeographic', 0.013547497801482677), ('mpas', 0.010843406431376934), ('dwarf', 0.00273113208822906), ('resemble', 0.00273113208822906), ('placing', 0.00273113208822906), ('biogeographically', 0.00273113208822906), ('raising', 0.00273113208822906), ('restrict', 0.00273113208822906), ('acknowledges', 0.00273113208822906)],)","(15,)","([758, 79, 1099],)","(49,)","(7,)"
162,"(162,)","([('gradient', 0.02348499372601509), ('film', 0.017085812985897064), ('formation', 0.008553571999073029), ('applied', 0.008553571999073029), ('electric', 0.008553571999073029), ('paa', 0.008553571999073029), ('blend', 0.008553571999073029), ('lateral', 0.008553571999073029), ('observed', 0.00642051175236702), ('favorable', 0.00642051175236702)],)","(10,)","([798, 147],)","(139,)","(7,)"
163,"(163,)","([('early', 0.015222513116896152), ('developmental', 0.010156785137951374), ('stage', 0.010156785137951374), ('urchin', 0.00762392021715641), ('sea', 0.00762392021715641), ('franciscanus', 0.00762392021715641), ('mzt', 0.005091056693345308), ('blastula', 0.005091056693345308), ('hatched', 0.005091056693345308), ('transcriptome', 0.005091056693345308)],)","(5,)","([364],)","(695,)","(7,)"
164,"(164,)","([('nitrate', 0.02253570593893528), ('excess', 0.010029764845967293), ('orp', 0.007528576068580151), ('ferrite', 0.007528576068580151), ('iron', 0.005027388222515583), ('ion', 0.005027388222515583), ('removal', 0.005027388222515583), ('lead', 0.005027388222515583), ('groundwater', 0.005027388222515583), ('immobilized', 0.005027388222515583)],)","(4,)","([722, 797],)","(1179,)","(7,)"
165,"(165,)","([('deb', 0.018752843141555786), ('bioenergetic', 0.010727375745773315), ('interpretable', 0.00270190741866827), ('thunnus', 0.00270190741866827), ('orientalis', 0.00270190741866827), ('parameter-sparse', 0.00270190741866827), ('full-life-cycle', 0.00270190741866827), ('mansoni', 0.00270190741866827), ('bluefin', 0.00270190741866827), ('tuna', 0.00270190741866827)],)","(11,)","([1061],)","(181,)","(7,)"
166,"(166,)","([('terra', 0.013616674579679966), ('para', 0.01167421042919159), ('cobertura', 0.01167421042919159), ('por', 0.009731746278703213), ('foi', 0.009731746278703213), ('classifica', 0.009731746278703213), ('imagens', 0.007789282128214836), ('araguaia', 0.005846817512065172), ('class', 0.005846817512065172), ('rea', 0.005846817512065172)],)","(4,)","([74],)","(143,)","(7,)"
167,"(167,)","([('arauco', 0.011339716613292694), ('fore-arc', 0.009076300077140331), ('valdivia', 0.009076300077140331), ('earthquake', 0.009076300077140331), ('microplate', 0.009076300077140331), ('megathrust', 0.0068128835409879684), ('rupture', 0.0068128835409879684), ('preexisting', 0.004549467004835606), ('reactivation', 0.004549467004835606), ('strike-slip', 0.004549467004835606)],)","(5,)","([1012],)","(49,)","(7,)"
168,"(168,)","([('capacity', 0.017660239711403847), ('carbon', 0.014131720177829266), ('material', 0.012367460876703262), ('cathode', 0.008838941343128681), ('v2o5', 0.008838941343128681), ('cell', 0.008838941343128681), ('battery', 0.008838941343128681), ('mah', 0.008838941343128681), ('sulfur', 0.008838941343128681), ('exhibit', 0.007074681576341391)],)","(4,)","([],)","(341,)","(8,)"
169,"(169,)","([('social', 0.028172258287668228), ('macroecology', 0.015378317795693874), ('justice', 0.012819529511034489), ('mineralogy', 0.005143164191395044), ('white', 0.005143164191395044), ('macroecological', 0.005143164191395044), ('book', 0.005143164191395044), ('looked', 0.005143164191395044), ('decisionmaking', 0.0025843761395663023), ('clarity', 0.0025843761395663023)],)","(9,)","([],)","(468,)","(8,)"
170,"(170,)","([('co2', 0.013099105097353458), ('h2o', 0.010919553227722645), ('metadata', 0.010919553227722645), ('device', 0.008740002289414406), ('puppy', 0.006560449954122305), ('app', 0.006560449954122305), ('android', 0.006560449954122305), ('raw', 0.006560449954122305), ('sharing', 0.004380898550152779), ('photograph', 0.004380898550152779)],)","(4,)","([],)","(118,)","(8,)"
171,"(171,)","([('tio2', 0.040691062808036804), ('effect', 0.02035151608288288), ('nanoparticles', 0.016762183979153633), ('aggregation', 0.015565739013254642), ('natural', 0.015565739013254642), ('nom', 0.014369294978678226), ('water', 0.014369294978678226), ('aqueous', 0.01317285094410181), ('surface', 0.010779961943626404), ('charge', 0.009583517909049988)],)","(6,)","([],)","(59,)","(8,)"
172,"(172,)","([('dam', 0.026879435405135155), ('atat', 0.017927084118127823), ('period', 0.017927084118127823), ('anatolia', 0.011212820187211037), ('lake', 0.008974732831120491), ('southeastern', 0.008974732831120491), ('1984', 0.008974732831120491), ('irrigated', 0.008974732831120491), ('landsat', 0.0067366440780460835), ('1992', 0.0067366440780460835)],)","(4,)","([],)","(1128,)","(8,)"
173,"(173,)","([('carbonate', 0.028463587164878845), ('alkalinity', 0.012952095828950405), ('salinity', 0.012952095828950405), ('nearshore', 0.007781598251312971), ('acidification', 0.005196349695324898), ('autonomously', 0.005196349695324898), ('logistical', 0.005196349695324898), ('calcium', 0.005196349695324898), ('dic', 0.0026111011393368244), ('salinity-derived', 0.0026111011393368244)],)","(4,)","([],)","(855,)","(8,)"
174,"(174,)","([('diversity', 0.0398489274084568), ('trophic', 0.03247222676873207), ('richness', 0.030996887013316154), ('effect', 0.023620188236236572), ('level', 0.014768150635063648), ('crop', 0.014768150635063648), ('herbivory', 0.010342131368815899), ('rate', 0.010342131368815899), ('national', 0.010342131368815899), ('group', 0.010342131368815899)],)","(7,)","([],)","(57,)","(8,)"
175,"(175,)","([('erosion', 0.044347938150167465), ('rate', 0.038717348128557205), ('10be', 0.029567638412117958), ('meteoric', 0.021825578063726425), ('regolith', 0.012675867415964603), ('power', 0.011972043663263321), ('stream', 0.011268219910562038), ('himalayan', 0.011268219910562038), ('rainfall', 0.009860572405159473), ('inventory', 0.009860572405159473)],)","(9,)","([],)","(56,)","(8,)"
176,"(176,)","([('2008', 0.008604670874774456), ('young', 0.005745976231992245), ('water', 2.8586946427822113e-05), ('specie', 2.8586946427822113e-05), ('climate', 2.8586946427822113e-05), ('using', 2.8586946427822113e-05), ('soil', 2.8586946427822113e-05), ('rate', 2.8586946427822113e-05), ('system', 2.8586946427822113e-05), ('surface', 2.8586946427822113e-05)],)","(5,)","([234],)","(157,)","(6,)"
177,"(177,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(9,)","([833, 854],)","(158,)","(6,)"
178,"(178,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([469],)","(275,)","(6,)"
179,"(179,)","([('tumor', 0.01193397119641304), ('creka', 0.009551940485835075), ('tsw', 0.009551940485835075), ('sdw', 0.007169910240918398), ('conformation', 0.007169910240918398), ('generates', 0.004787880461663008), ('peptide', 0.004787880461663008), ('efficacy', 0.004787880461663008), ('converge', 0.004787880461663008), ('stabilization', 0.004787880461663008)],)","(16,)","([1115],)","(415,)","(6,)"
180,"(180,)","([('heterogeneity', 0.04209812730550766), ('demographic', 0.03742315620183945), ('biomove', 0.0070358337834477425), ('metapopulation', 0.0070358337834477425), ('pfts', 0.004698347300291061), ('edge', 0.004698347300291061), ('spatially', 0.004698347300291061), ('warming-induced', 0.004698347300291061), ('0-30', 0.002360861049965024), ('predator-prey', 0.002360861049965024)],)","(6,)","([848],)","(43,)","(6,)"
181,"(181,)","([('immune', 0.022257355973124504), ('wildlife', 0.014846472069621086), ('directional', 0.009905882179737091), ('rodent', 0.0074355872347950935), ('involving', 0.004965292289853096), ('removal', 0.004965292289853096), ('undirected', 0.004965292289853096), ('instability', 0.004965292289853096), ('east', 0.004965292289853096), ('defence', 0.004965292289853096)],)","(11,)","([165],)","(43,)","(6,)"
182,"(182,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([499],)","(938,)","(6,)"
183,"(183,)","([('stochastic', 0.015032140538096428), ('three-phase', 0.015032140538096428), ('flow', 0.01253095269203186), ('klme', 0.010029764845967293), ('napl', 0.010029764845967293), ('saturation', 0.005027388222515583), ('variance', 0.005027388222515583), ('permeability', 0.005027388222515583), ('transient', 0.005027388222515583), ('van', 0.005027388222515583)],)","(3,)","([116],)","(274,)","(6,)"
184,"(184,)","([('material', 0.013450908474624157), ('sic', 0.011212820187211037), ('conversion', 0.008974732831120491), ('nanorod', 0.008974732831120491), ('reduction', 0.008974732831120491), ('length', 0.0067366440780460835), ('500', 0.0067366440780460835), ('degree', 0.0067366440780460835), ('transformation', 0.0067366440780460835), ('macro-mesoporous', 0.0044985562562942505)],)","(4,)","([309],)","(417,)","(3,)"
185,"(185,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(3,)","([120],)","(20,)","(3,)"
186,"(186,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
187,"(187,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
188,"(188,)","([('yongshan', 0.0028708677273243666), ('leontinia', 0.0028708677273243666), ('protocones', 0.0028708677273243666), ('possessing', 0.0028708677273243666), ('name', 0.0028708677273243666), ('family', 0.0028708677273243666), ('district', 0.0028708677273243666), ('rate', 2.8424432457541116e-05), ('system', 2.8424432457541116e-05), ('surface', 2.8424432457541116e-05)],)","(4,)","([35],)","(19,)","(3,)"
189,"(189,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
