,Topic,Keywords,Docs,Children,Parent,Level
15,"(15,)","([('animal', 0.019257036969065666), ('treated', 0.015409477055072784), ('insulin', 0.013485697098076344), ('ampk', 0.011561917141079903), ('g6pc', 0.007714357692748308), ('p53', 0.007714357692748308), ('bax', 0.007714357692748308), ('blood', 0.007714357692748308), ('corona', 0.007714357692748308), ('thrombin', 0.00579057727009058)],)","(11,)","([75, 129],)","(0,)","(1,)"
16,"(16,)","([('model', 0.01048948336392641), ('environmental', 0.009926573373377323), ('system', 0.009253826923668385), ('impact', 0.008182925172150135), ('change', 0.008018171414732933), ('management', 0.008004441857337952), ('approach', 0.007853416725993156), ('ecosystem', 0.006535383872687817), ('resource', 0.006041121669113636), ('development', 0.005780261009931564)],)","(3529,)","([234, 105, 289, 430, 393, 398, 366, 493, 108, 489, 342, 140, 455, 451, 165, 360, 395, 192, 290, 343, 339, 81, 337, 236, 198, 336, 295, 294, 233, 288, 197, 195, 167, 164, 162, 142, 141, 109, 84, 83, 82, 52, 51, 31, 25, 24],)","(8,)","(2,)"
17,"(17,)","([('earthquake', 0.018787184730172157), ('sand', 0.01691034436225891), ('10be', 0.01691034436225891), ('cosmogenic', 0.015033502131700516), ('fault', 0.0112798186019063), ('26al', 0.0112798186019063), ('concentration', 0.0112798186019063), ('nuclide', 0.009402977302670479), ('ratio', 0.009402977302670479), ('numerical', 0.009402977302670479)],)","(11,)","([367, 26],)","(9,)","(2,)"
18,"(18,)","([('recharge', 0.019599614664912224), ('community', 0.018200641497969627), ('china', 0.01680166833102703), ('interval', 0.014003721997141838), ('tritium', 0.014003721997141838), ('groundwater', 0.012604748830199242), ('sequencing', 0.012604748830199242), ('depth', 0.011205775663256645), ('confidence', 0.009806802496314049), ('equivalent', 0.009806802496314049)],)","(41,)","([143, 107, 291, 29, 28, 27],)","(9,)","(2,)"
19,"(19,)","([('shell', 0.03270728141069412), ('fossil', 0.0266526211053133), ('mollusc', 0.019387027248740196), ('cambrian', 0.016965162009000778), ('microstructure', 0.01454329676926136), ('microstructures', 0.013332365080714226), ('early', 0.010910499840974808), ('archaeocyaths', 0.009699568152427673), ('middle', 0.008488635532557964), ('preserved', 0.008488635532557964)],)","(19,)","([166, 54, 30],)","(10,)","(2,)"
20,"(20,)","([('removal', 0.017849905416369438), ('magnetic', 0.016228660941123962), ('fbp', 0.016228660941123962), ('water', 0.016228660941123962), ('coli', 0.014607416465878487), ('disinfection', 0.012986171059310436), ('bacterial', 0.01136492658406496), ('phosphate', 0.00974368117749691), ('efficiency', 0.00974368117749691), ('fbpa1', 0.008122436702251434)],)","(5,)","([53],)","(11,)","(2,)"
21,"(21,)","([('para', 0.019627071917057037), ('que', 0.014023340307176113), ('min', 0.014023340307176113), ('occupancy', 0.012622406706213951), ('specie', 0.012622406706213951), ('count', 0.011221474036574364), ('≥', 0.011221474036574364), ('especies', 0.011221474036574364), ('ocupaci', 0.011221474036574364), ('probability', 0.011221474036574364)],)","(6,)","([85],)","(11,)","(2,)"
22,"(22,)","([('mgpv', 0.018899979069828987), ('magma', 0.01654043234884739), ('crystallization', 0.014180883765220642), ('ocean', 0.014180883765220642), ('bmo', 0.007102239411324263), ('liquid', 0.007102239411324263), ('parameterized', 0.004742691293358803), ('earliest', 0.004742691293358803), ('fractionation', 0.004742691293358803), ('geochemical', 0.004742691293358803)],)","(7,)","([50],)","(12,)","(2,)"
23,"(23,)","([('fault', 0.02969415672123432), ('deformation', 0.025455161929130554), ('naryn', 0.01485767588019371), ('nafz', 0.012738179415464401), ('faulting', 0.010618682019412518), ('anatolian', 0.010618682019412518), ('calcite', 0.008499184623360634), ('strike-slip', 0.006379686761647463), ('basin-bounding', 0.006379686761647463), ('reactivation', 0.006379686761647463)],)","(10,)","([139, 106],)","(8,)","(2,)"
24,"(24,)","([('model', 0.027784179896116257), ('snow', 0.01677544042468071), ('using', 0.01570514589548111), ('water', 0.012472421862185001), ('vegetation', 0.01205740962177515), ('cover', 0.010441047139465809), ('soil', 0.009938663803040981), ('surface', 0.009807607159018517), ('estimate', 0.00958918035030365), ('spatial', 0.00952365156263113)],)","(3040,)","([588, 334, 461, 595, 434, 559, 432, 548, 575, 499, 526, 263, 476, 477, 368, 562, 479, 573, 547, 384, 543, 414, 481, 443, 553, 480, 203, 537, 560, 458, 601, 600, 584, 594, 546, 271, 533, 473, 596, 549, 582, 524, 255, 579, 421, 555, 550, 577, 520, 578, 576, 570, 538, 151, 478, 91, 512, 446, 519, 442, 534, 171, 498, 329, 46, 352, 169, 371, 535, 554, 417, 418, 521, 402, 544, 530, 523, 510, 437, 514, 532, 531, 267, 188, 445, 505, 503, 438, 487, 120, 375, 121, 496, 435, 125, 304, 406, 482, 475, 314, 380, 413, 390, 173, 509, 118, 507, 68, 247, 502, 501, 127, 356, 459, 216, 253, 441, 439, 420, 463, 447, 60, 444, 310, 264, 317, 385, 355, 382, 416, 412, 411, 275, 408, 67, 391, 389, 386, 284, 205, 223, 354, 281, 103, 332, 257, 379, 376, 372, 358, 287, 353, 224, 308, 306, 218, 331, 258, 297, 285, 319, 315, 313, 240, 307, 303, 302, 246, 262, 186, 299, 298, 178, 248, 286, 283, 282, 279, 278, 277, 122, 276, 274, 273, 100, 270, 206, 269, 268, 261, 259, 256, 254, 252, 250, 249, 245, 112, 242, 241, 231, 228, 227, 222, 221, 220, 217, 204, 202, 201, 200, 191, 190, 189, 187, 185, 184, 183, 182, 181, 179, 177, 170, 145, 126, 115, 102, 101, 99, 97, 96, 88, 63, 59, 57, 47, 45, 41, 40, 33, 32],)","(16,)","(3,)"
25,"(25,)","([('event', 0.03609936311841011), ('extreme', 0.025995584204792976), ('eces', 0.014448406174778938), ('precipitation', 0.014448406174778938), ('climate', 0.014448406174778938), ('weather', 0.014448406174778938), ('forecast', 0.014448406174778938), ('pesticide', 0.013005008921027184), ('birth', 0.011561611667275429), ('probabilistic', 0.011561611667275429)],)","(41,)","([586, 508, 415, 483, 230, 92, 116, 34],)","(16,)","(3,)"
26,"(26,)","([('nanotechnology', 0.020185984671115875), ('application', 0.010105593129992485), ('benefit', 0.010105593129992485), ('health', 0.010105593129992485), ('task', 0.005065396428108215), ('kingdom', 0.005065396428108215), ('pin', 0.0025452987756580114), ('corporate', 0.0025452987756580114), ('deliberation', 0.0025452987756580114), ('commonality', 0.0025452987756580114)],)","(8,)","([280, 35],)","(17,)","(3,)"
27,"(27,)","([('vegetation', 0.018376367166638374), ('fire', 0.01715209148824215), ('spectral', 0.013479267247021198), ('severity', 0.012254992499947548), ('burn', 0.011030717752873898), ('oil', 0.011030717752873898), ('smoke', 0.009806442074477673), ('aviris', 0.009806442074477673), ('airborne', 0.009806442074477673), ('spill', 0.009806442074477673)],)","(15,)","([462, 311, 36],)","(18,)","(3,)"
28,"(28,)","([('snow', 0.08285272121429443), ('float', 0.018771197646856308), ('performance', 0.01251934189349413), ('deployment', 0.01251934189349413), ('develop', 0.01251934189349413), ('sensor', 0.01251934189349413), ('fractional', 0.01095637772232294), ('test', 0.009393414482474327), ('series', 0.007830450311303139), ('modscag', 0.007830450311303139)],)","(15,)","([567, 401, 37],)","(18,)","(3,)"
29,"(29,)","([('fault', 0.035281453281641006), ('basin', 0.01672203652560711), ('flow', 0.013010152615606785), ('fluid', 0.013010152615606785), ('reservoir', 0.01115421112626791), ('splay', 0.01115421112626791), ('subsurface', 0.00929826870560646), ('expression', 0.007442327216267586), ('deformation', 0.007442327216267586), ('nifz', 0.005586384795606136)],)","(3,)","([330],)","(18,)","(3,)"
30,"(30,)","([('sclerite', 0.03748717159032822), ('cambrian', 0.013049641624093056), ('cambrothyra', 0.013049641624093056), ('china', 0.013049641624093056), ('chancelloriids', 0.011420472525060177), ('chancelloriid', 0.009791304357349873), ('province', 0.009791304357349873), ('form', 0.009791304357349873), ('isolated', 0.008162135258316994), ('shaanxi', 0.008162135258316994)],)","(11,)","([42],)","(19,)","(3,)"
31,"(31,)","([('acid', 0.016785314306616783), ('silver', 0.013640033081173897), ('gene', 0.013640033081173897), ('nanoparticles', 0.012591606937348843), ('plant', 0.011543179862201214), ('complex', 0.010494752787053585), ('pathway', 0.010494752787053585), ('cationic', 0.009446325711905956), ('toxicity', 0.009446325711905956), ('ion', 0.009446325711905956)],)","(29,)","([529, 542, 114, 66, 43],)","(16,)","(3,)"
32,"(32,)","([('soil', 0.02344966121017933), ('ecosystem', 0.02014443837106228), ('carbon', 0.01755385845899582), ('specie', 0.01599057763814926), ('plant', 0.01563325524330139), ('biomass', 0.014114640653133392), ('community', 0.01326600182801485), ('microbial', 0.009424797259271145), ('co2', 0.008844150230288506), ('diversity', 0.008040176704525948)],)","(364,)","([],)","(24,)","(4,)"
33,"(33,)","([('change', 0.042188674211502075), ('climate', 0.0376313254237175), ('specie', 0.02975362539291382), ('ecosystem', 0.016276894137263298), ('forest', 0.01490968931466341), ('water', 0.012305490672588348), ('fire', 0.010742971673607826), ('land', 0.00996171124279499), ('impact', 0.009831502102315426), ('area', 0.009701292030513287)],)","(305,)","([],)","(24,)","(4,)"
34,"(34,)","([('ground', 0.028934335336089134), ('motion', 0.024113954976201057), ('variability', 0.020498668774962425), ('correlation', 0.01447319332510233), ('rupture', 0.01206300314515829), ('length', 0.01206300314515829), ('soil', 0.01206300314515829), ('fault', 0.01206300314515829), ('within-event', 0.01206300314515829), ('between-events', 0.01206300314515829)],)","(7,)","([],)","(25,)","(4,)"
35,"(35,)","([('public', 0.020394857972860336), ('risk', 0.014282513409852982), ('united', 0.012245064601302147), ('sector', 0.010207616724073887), ('reform', 0.010207616724073887), ('capacity', 0.008170167915523052), ('npm', 0.008170167915523052), ('southwest', 0.006132719572633505), ('case', 0.006132719572633505), ('governance', 0.006132719572633505)],)","(5,)","([],)","(26,)","(4,)"
36,"(36,)","([('impact', 0.019194168969988823), ('habitat', 0.019194168969988823), ('energy', 0.01624349132180214), ('type', 0.014768150635063648), ('land', 0.014768150635063648), ('fuel', 0.014768150635063648), ('lake', 0.013292810879647732), ('area', 0.010342131368815899), ('california', 0.010342131368815899), ('modeling', 0.010342131368815899)],)","(9,)","([],)","(27,)","(4,)"
37,"(37,)","([('wind', 0.03648773208260536), ('speed', 0.0156475231051445), ('hy-2a', 0.013910839334130287), ('sensitivity', 0.010437470860779285), ('scatterometer', 0.010437470860779285), ('weather', 0.010437470860779285), ('cloud', 0.010437470860779285), ('subgrid-scale', 0.010437470860779285), ('convection', 0.008700787089765072), ('quality', 0.008700787089765072)],)","(11,)","([],)","(28,)","(4,)"
38,"(38,)","([('puntuaciones', 0.012136334553360939), ('group', 0.009713912382721901), ('espec', 0.007291490212082863), ('investigaci', 0.004869068041443825), ('unidimensional', 0.004869068041443825), ('reas', 0.004869068041443825), ('ideology', 0.004869068041443825), ('lisis', 0.004869068041443825), ('domain-specific', 0.004869068041443825), ('ideolog', 0.004869068041443825)],)","(2,)","([],)","(363,)","(4,)"
39,"(39,)","([('border', 0.008388840593397617), ('-mexico', 0.005601850803941488), ('obrien', 0.0028148603159934282), ('leichenko', 0.0028148603159934282), ('anzaldua', 0.0028148603159934282), ('airsheds', 0.0028148603159934282), ('climate-related', 0.0028148603159934282), ('meaning', 0.0028148603159934282), ('1987', 0.0028148603159934282), ('foreign-owned', 0.0028148603159934282)],)","(1,)","([],)","(141,)","(4,)"
40,"(40,)","([('mesoporous', 0.024723801761865616), ('material', 0.01730913296341896), ('capacity', 0.01648528128862381), ('light', 0.013189872726798058), ('battery', 0.012366021052002907), ('performance', 0.012366021052002907), ('visible', 0.011542168445885181), ('carbon', 0.01071831677109003), ('storage', 0.01071831677109003), ('exhibit', 0.009070612490177155)],)","(14,)","([],)","(24,)","(4,)"
41,"(41,)","([('pamir', 0.019266795367002487), ('crustal', 0.016195721924304962), ('dome', 0.016195721924304962), ('monazite', 0.0139622138813138), ('exhumation', 0.012566271238029003), ('metamorphism', 0.012007894925773144), ('age', 0.01117032952606678), ('crust', 0.010053575970232487), ('collision', 0.009216010570526123), ('gneiss', 0.008936821483075619)],)","(34,)","([],)","(24,)","(4,)"
42,"(42,)","([('assemblage', 0.019081562757492065), ('microfossil', 0.016148194670677185), ('tonian', 0.01468150969594717), ('formation', 0.01321482565253973), ('predation', 0.01174814160913229), ('described', 0.010281456634402275), ('dacruchares', 0.008814772590994835), ('urucum', 0.008814772590994835), ('vsms', 0.007348088547587395), ('eukaryotic', 0.007348088547587395)],)","(11,)","([],)","(30,)","(4,)"
43,"(43,)","([('energy', 0.021111827343702316), ('cell', 0.01900169812142849), ('electrolyte', 0.013726379722356796), ('electrochemical', 0.011616252362728119), ('current', 0.011616252362728119), ('density', 0.01056118868291378), ('collector', 0.009506125003099442), ('stable', 0.008451061323285103), ('aqueous', 0.007395997177809477), ('lithium', 0.007395997177809477)],)","(12,)","([],)","(31,)","(4,)"
44,"(44,)","([('service', 0.03994739428162575), ('hiv', 0.01881120726466179), ('sdgs', 0.01176581159234047), ('testing', 0.01176581159234047), ('expansion', 0.007068880368024111), ('utilization', 0.007068880368024111), ('modelling', 0.004720414988696575), ('rural', 0.004720414988696575), ('contribution', 0.004720414988696575), ('sdg-relevant', 0.004720414988696575)],)","(4,)","([],)","(343,)","(4,)"
45,"(45,)","([('source', 0.03974178060889244), ('fecal', 0.029349371790885925), ('tracking', 0.025070147588849068), ('water', 0.023847511038184166), ('human', 0.023847511038184166), ('microbial', 0.016511697322130203), ('coastal', 0.014677743427455425), ('contamination', 0.014677743427455425), ('drain', 0.014677743427455425), ('storm', 0.014677743427455425)],)","(16,)","([],)","(24,)","(4,)"
46,"(46,)","([('water', 0.020667312666773796), ('ocean', 0.017405768856406212), ('3he', 0.013057044707238674), ('iron', 0.013057044707238674), ('circulation', 0.011969863437116146), ('dissolved', 0.011969863437116146), ('source', 0.010882682166993618), ('mangrove', 0.010882682166993618), ('po43', 0.009795501828193665), ('since', 0.008708320558071136)],)","(9,)","([],)","(24,)","(4,)"
47,"(47,)","([('fault', 0.0570840947329998), ('southern', 0.019034072756767273), ('slip', 0.017222166061401367), ('earthquake', 0.011786448769271374), ('strand', 0.011786448769271374), ('rate', 0.011786448769271374), ('zone', 0.010880495421588421), ('forearc', 0.009974542073905468), ('active', 0.008162636309862137), ('plate', 0.008162636309862137)],)","(9,)","([],)","(24,)","(4,)"
48,"(48,)","([('eon-rose', 0.011719740927219391), ('seau', 0.007819660939276218), ('array', 0.007819660939276218), ('proposal', 0.005869620479643345), ('collaboration', 0.005869620479643345), ('cordillera', 0.005869620479643345), ('joint', 0.005869620479643345), ('call', 0.005869620479643345), ('canadian', 0.005869620479643345), ('syst', 0.005869620479643345)],)","(5,)","([226],)","(135,)","(3,)"
49,"(49,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(0,)","([],)","(-1,)","(-1,)"
50,"(50,)","([('medal', 0.014846472069621086), ('robert', 0.009905882179737091), ('horton', 0.009905882179737091), ('2009', 0.0074355872347950935), ('2011', 0.0074355872347950935), ('awarded', 0.004965292289853096), ('ceremony', 0.004965292289853096), ('calif', 0.004965292289853096), ('sivapalan', 0.004965292289853096), ('agu', 0.004965292289853096)],)","(7,)","([56],)","(22,)","(3,)"
51,"(51,)","([('lava', 0.022910377010703087), ('mantle', 0.021479371935129166), ('ratio', 0.01575535535812378), ('187os', 0.014324352145195007), ('hotspot', 0.014324352145195007), ('rock', 0.01289334800094366), ('isotopic', 0.01289334800094366), ('188os', 0.011462343856692314), ('olivine', 0.010031339712440968), ('exhibit', 0.007169330958276987)],)","(12,)","([89],)","(16,)","(3,)"
52,"(52,)","([('population', 0.03573735058307648), ('selfing', 0.030241409316658974), ('inbreeding', 0.02474546991288662), ('genetic', 0.019249530509114265), ('depression', 0.019249530509114265), ('partial', 0.017875544726848602), ('outcrossing', 0.01650155894458294), ('evolution', 0.012379605323076248), ('diversity', 0.012379605323076248), ('pollinator', 0.011005619540810585)],)","(8,)","([90, 61],)","(16,)","(3,)"
53,"(53,)","([('para', 0.01459521520882845), ('imagens', 0.010950966738164425), ('classifica', 0.010950966738164425), ('todos', 0.007306718733161688), ('terra', 0.007306718733161688), ('todo', 0.007306718733161688), ('soja', 0.007306718733161688), ('com', 0.007306718733161688), ('foram', 0.007306718733161688), ('rea', 0.005484594032168388)],)","(5,)","([585],)","(20,)","(3,)"
54,"(54,)","([('cryogenian', 0.022386694326996803), ('glaciation', 0.014253471978008747), ('creek', 0.010186861269176006), ('mountain', 0.010186861269176006), ('correlation', 0.010186861269176006), ('onset', 0.008153555914759636), ('sturtian', 0.008153555914759636), ('rapitan', 0.006120249629020691), ('canada', 0.006120249629020691), ('stratum', 0.006120249629020691)],)","(4,)","([272],)","(19,)","(3,)"
55,"(55,)","([('zircon', 0.01863614283502102), ('ash', 0.01863614283502102), ('tbj', 0.016309533268213272), ('age', 0.013982923701405525), ('pottery', 0.011656314134597778), ('distal', 0.011656314134597778), ('deposit', 0.007003094535320997), ('archaeological', 0.007003094535320997), ('maya', 0.007003094535320997), ('eruption', 0.007003094535320997)],)","(4,)","([309],)","(350,)","(3,)"
56,"(56,)","([('compound', 0.017366666346788406), ('noble', 0.013511690311133862), ('oxide', 0.013511690311133862), ('complex', 0.009656715206801891), ('microwave', 0.009656715206801891), ('electron', 0.009656715206801891), ('preparation', 0.007729227188974619), ('gas', 0.007729227188974619), ('pressure', 0.007729227188974619), ('metal', 0.007729227188974619)],)","(7,)","([],)","(50,)","(4,)"
57,"(57,)","([('soil', 0.04291587322950363), ('plant', 0.03511440381407738), ('soybean', 0.01717103086411953), ('concentration', 0.014830590225756168), ('salt', 0.013270297087728977), ('zno', 0.013270297087728977), ('mnm', 0.012490150518715382), ('ceo', 0.011710003018379211), ('root', 0.011710003018379211), ('desert', 0.01014970988035202)],)","(13,)","([],)","(24,)","(4,)"
58,"(58,)","([('grazing', 0.02193228155374527), ('privado', 0.02193228155374527), ('sage', 0.0097612040117383), ('400', 0.007326988037675619), ('afectar', 0.007326988037675619), ('restringir', 0.007326988037675619), ('intervention', 0.0048927729949355125), ('fragmentation', 0.0048927729949355125), ('layered', 0.0048927729949355125), ('manages', 0.0048927729949355125)],)","(2,)","([],)","(363,)","(4,)"
59,"(59,)","([('catalyst', 0.020021237432956696), ('catalytic', 0.012326680123806), ('activity', 0.012326680123806), ('nanoparticle', 0.010787769220769405), ('seeding', 0.009248857386410236), ('nanoparticles', 0.009248857386410236), ('material', 0.007709946483373642), ('structure', 0.007709946483373642), ('sintering', 0.007709946483373642), ('synthesis', 0.007709946483373642)],)","(7,)","([],)","(24,)","(4,)"
60,"(60,)","([('ocean', 0.05803243815898895), ('cdom', 0.05575687810778618), ('absorption', 0.023899054154753685), ('dissolved', 0.01821015775203705), ('color', 0.01764126867055893), ('organic', 0.015934599563479424), ('matter', 0.015934599563479424), ('phytoplankton', 0.014227931387722492), ('global', 0.012521262280642986), ('water', 0.0113834822550416)],)","(23,)","([],)","(24,)","(4,)"
61,"(61,)","([('amphiphilic', 0.011606574058532715), ('janus', 0.011606574058532715), ('vesicle', 0.011606574058532715), ('different', 0.0077441539615392685), ('controlled', 0.0077441539615392685), ('magnetic', 0.0077441539615392685), ('assembly', 0.0077441539615392685), ('polymer', 0.0077441539615392685), ('two', 0.0077441539615392685), ('surface', 0.0077441539615392685)],)","(2,)","([],)","(52,)","(4,)"
62,"(62,)","([('estrutura', 0.002895559184253216), ('apresenta', 0.002895559184253216), ('amaz', 0.002895559184253216), ('nia', 0.002895559184253216), ('climate', 2.8668902814388275e-05), ('using', 2.8668902814388275e-05), ('soil', 2.8668902814388275e-05), ('rate', 2.8668902814388275e-05), ('system', 2.8668902814388275e-05), ('surface', 2.8668902814388275e-05)],)","(1,)","([],)","(85,)","(4,)"
63,"(63,)","([('dust', 0.05252237990498543), ('aot', 0.02306579053401947), ('reflectance', 0.02178506925702095), ('spectrum', 0.02178506925702095), ('aerosol', 0.01538146287202835), ('infrared', 0.01538146287202835), ('visible', 0.01538146287202835), ('atmospheric', 0.014100741595029831), ('solar', 0.011539299041032791), ('mixture', 0.010258577764034271)],)","(10,)","([],)","(24,)","(4,)"
64,"(64,)","([('flood', 0.04560060054063797), ('levee', 0.02281169593334198), ('break', 0.02053280547261238), ('unintentional', 0.009138352237641811), ('floodplain-river', 0.009138352237641811), ('overflow', 0.009138352237641811), ('weir', 0.009138352237641811), ('intentional', 0.006859460845589638), ('biogeomorphic', 0.006859460845589638), ('nonstationary', 0.004580570384860039)],)","(2,)","([],)","(336,)","(4,)"
65,"(65,)","([('gene', 0.022719314321875572), ('anaerobic', 0.01893433928489685), ('marine', 0.01893433928489685), ('genome', 0.013256876729428768), ('fungi', 0.01041814498603344), ('ammonia', 0.01041814498603344), ('archaea', 0.009471900761127472), ('expression', 0.008525657467544079), ('culture', 0.007579413242638111), ('methanogen', 0.007579413242638111)],)","(12,)","([],)","(82,)","(4,)"
66,"(66,)","([('pressure', 0.03461354598402977), ('liquid', 0.024231556802988052), ('property', 0.013157439418137074), ('viscosity', 0.012465306557714939), ('molecular', 0.012465306557714939), ('gpa', 0.011773173697292805), ('coordination', 0.011773173697292805), ('thermodynamic', 0.011081041768193245), ('dynamic', 0.011081041768193245), ('atom', 0.01038890890777111)],)","(12,)","([],)","(31,)","(4,)"
