Topic,Keywords,Num_Docs,Children,Parent,Level
222,"['rock', 0.019037295132875443), 'intrusion', 0.019037295132875443), 'bedrock', 0.019037295132875443), 'fracture', 0.017135467380285263), 'magma', 0.015233639627695084), 'strength', 0.0114299850538373), 'landscape', 0.0114299850538373), 'fracturing', 0.00952815730124712), 'fractal', 0.00952815730124712), 'granitic', 0.00952815730124712)]",3,[],16,3
223,"['soil', 0.043303482234478), 'moisture', 0.03512046858668327), 'vegetation', 0.026596495881676674), 'microwave', 0.024891702458262444), 'snow', 0.024891702458262444), 'surface', 0.024550743401050568), 'model', 0.015174374915659428), 'observation', 0.01449245773255825), 'retrieval', 0.01364006008952856), 'algorithm', 0.01364006008952856)]",84,[],16,3
224,"['soil', 0.025946933776140213), 'plant', 0.019181109964847565), 'cnms', 0.016925835981965065), 'effect', 0.016925835981965065), 'soybean', 0.01579819805920124), 'community', 0.01467056106775999), 'treatment', 0.012415286153554916), 'nanomaterials', 0.012415286153554916), 'carbonaceous', 0.011287649162113667), 'growth', 0.011287649162113667)]",6,[],16,3
225,"['emission', 0.04861011356115341), 'energy', 0.02555442415177822), 'carbon', 0.014961272478103638), 'co2', 0.014338145963847637), 'material', 0.013091892004013062), 'global', 0.01184563897550106), 'supply', 0.01122251246124506), 'pet', 0.010599385015666485), 'industry', 0.009353131987154484), 'chain', 0.009353131987154484)]",21,[],16,3
226,"['mantle', 0.0427544042468071), 'h2o', 0.018176766112446785), 'peridotite', 0.014970988035202026), 'melt', 0.013902395032346249), 'lithospheric', 0.013902395032346249), 'crust', 0.013902395032346249), 'source', 0.012833802029490471), 'subduction', 0.012833802029490471), 'slab', 0.012833802029490471), 'basalt', 0.011765209026634693)]",9,[],161,3
227,"['relation', 0.015589420683681965), 'biomass', 0.013643176294863224), 'biomasse', 0.011696930974721909), 'trie', 0.009750686585903168), 'area', 0.009750686585903168), 'dallom', 0.009750686585903168), 'tale', 0.00780444173142314), 'relationship', 0.00780444173142314), 'savannah', 0.00780444173142314), 'basal', 0.00780444173142314)]",1,[],21,3
228,"['shelf', 0.050711825489997864), 'sediment', 0.024677656590938568), 'continental', 0.021937217563390732), 'hyperpycnal', 0.019196778535842896), 'fan', 0.01645633764564991), 'current', 0.015086119063198566), 'hyperpycnites', 0.012345679104328156), 'sand', 0.012345679104328156), 'deposit', 0.010975459590554237), 'slope', 0.00960524007678032)]",6,[],16,3
229,"['disease', 0.06495320051908493), 'human', 0.028421588242053986), 'lyme', 0.018679827451705933), 'tick', 0.018679827451705933), 'infectious', 0.01786801405251026), 'risk', 0.01786801405251026), 'california', 0.014620760455727577), 'activity', 0.010561693459749222), 'year', 0.00974988006055355), 'vector', 0.00974988006055355)]",11,[],16,3
230,"['land', 0.0349503755569458), 'private', 0.020716605708003044), 'public', 0.0194226261228323), 'habitat', 0.0181286484003067), 'bitat', 0.014246710576117039), 'terreno', 0.012952730990946293), 'privado', 0.011658752337098122), 'grazing', 0.011658752337098122), 'urogallo', 0.009070794098079205), 'pastoreo', 0.007776814978569746)]",2,[],284,3
231,"['human', 0.02085977979004383), 'decision', 0.01707053743302822), 'disaster', 0.01707053743302822), 'bioenergy', 0.013281295076012611), 'deployment', 0.009492052718997002), 'evacuation', 0.007597431540489197), 'technological', 0.007597431540489197), 'epidemic', 0.005702809896320105), 'oil', 0.005702809896320105), 'behavior', 0.005702809896320105)]",4,[],16,3
232,"['kelp', 0.025386948138475418), 'biomass', 0.024051494896411896), 'production', 0.02138059027493), 'growth', 0.02138059027493), 'urban', 0.017374234274029732), 'maize', 0.01603878103196621), 'insurance', 0.01603878103196621), 'food', 0.013367877341806889), 'farm', 0.013367877341806889), 'livelihood', 0.009361520409584045)]",6,[],16,3
233,"['velocity', 0.02076946198940277), 'cratonic', 0.02076946198940277), 'diamond', 0.013853992335498333), 'eclogite', 0.013853992335498333), 'vol', 0.013853992335498333), 'shearwave', 0.011548835784196854), 'seismic', 0.0092436783015728), 'constraint', 0.0092436783015728), 'lithosphere', 0.006938521284610033), 'peridotite', 0.006938521284610033)]",1,[],16,3
234,"['oak', 0.02922377735376358), 'growth', 0.01987590827047825), 'population', 0.01870742440223694), 'savanna', 0.01753894053399563), 'acorn', 0.016370456665754318), 'rate', 0.015201972797513008), 'experiment', 0.012865005061030388), 'valley', 0.012865005061030388), 'tree', 0.012865005061030388), 'ungulate', 0.011696522124111652)]",7,[],16,3
235,"['sound', 0.028841454535722733), 'effect', 0.022574298083782196), 'method', 0.020067434757947922), 'source', 0.018814003095030785), 'assessment', 0.017560573294758797), 'mammal', 0.013800278306007385), 'expert', 0.012546847574412823), 'disturbance', 0.012546847574412823), 'whale', 0.012546847574412823), 'multiple', 0.012546847574412823)]",7,[],16,3
236,"['lst', 0.04469769448041916), 'temperature', 0.04131201282143593), 'surface', 0.030477851629257202), 'modis', 0.024383636191487312), 'land', 0.020320825278759003), 'product', 0.019643690437078476), 'algorithm', 0.01693515107035637), 'emissivity', 0.012872339226305485), 'lsts', 0.012195204384624958), 'grass', 0.012195204384624958)]",16,[],16,3
237,"['radar', 0.009574747644364834), '-band', 0.009574747644364834), 'remote', 0.00718702981248498), 'fmcw', 0.00718702981248498), 'sensing', 0.00718702981248498), 'cmos', 0.00718702981248498), 'chip', 0.004799312446266413), 'symposium', 0.004799312446266413), 'oscillator', 0.004799312446266413), 'ring', 0.004799312446266413)]",2,[],328,3
238,"['tree', 0.033932626247406006), 'specie', 0.033932626247406006), 'sample', 0.01645747944712639), 'amazonian', 0.011317729018628597), 'forest', 0.010289778932929039), 'chemical', 0.010289778932929039), 'wetland', 0.009261829778552055), 'diversity', 0.008233879692852497), 'xenotime', 0.008233879692852497), 'deposit', 0.008233879692852497)]",7,[],16,3
239,"['infrasound', 0.020640287548303604), 'canyon', 0.017949245870113373), 'landscape', 0.016155218705534935), 'volcanic', 0.012567163445055485), 'plateau', 0.012567163445055485), 'colorado', 0.012567163445055485), 'incision', 0.011670149862766266), 'ims', 0.011670149862766266), 'eruption', 0.011670149862766266), 'student', 0.011670149862766266)]",6,[],16,3
240,"['cambrian', 0.02103089727461338), 'appearance', 0.016085360199213028), 'animal', 0.014848976396024227), 'pulse', 0.013612591661512852), '13c', 0.013612591661512852), 'skeletal', 0.012376206927001476), 'diversification', 0.011139823123812675), 'carbon', 0.011139823123812675), 'nemakit-daldynian', 0.0099034383893013), 'work', 0.0086670545861125)]",5,[],16,3
241,"['genotype', 0.011991096660494804), 'selection', 0.011991096660494804), 'gene', 0.011991096660494804), 'recombination', 0.009597664698958397), 'foreign', 0.009597664698958397), 'load', 0.009597664698958397), 'modifier', 0.009597664698958397), 'number', 0.007204231806099415), 'migration', 0.007204231806099415), 'immigrant', 0.007204231806099415)]",1,[],16,3
242,"['island', 0.010420727543532848), 'melanistic', 0.00782204233109951), 'varanus', 0.00782204233109951), 'sanana', 0.00782204233109951), 'monitor', 0.005223357118666172), 'lizard', 0.005223357118666172), 'indicus', 0.005223357118666172), 'moluccas', 0.005223357118666172), 'sula', 0.002624671906232834), 'sulawesi', 0.002624671906232834)]",1,[],20,3
243,"['water', 0.12997369468212128), 'footprint', 0.02912217564880848), 'china', 0.017685405910015106), 'consumption', 0.016645699739456177), 'scarcity', 0.015605993568897247), 'impact', 0.014566286467015743), 'policy', 0.012486874125897884), 'drought', 0.01040746085345745), 'chain', 0.009367754682898521), 'district', 0.008328048512339592)]",12,[],16,3
244,"['ucsb', 0.015129565261304379), 'workshop', 0.015129565261304379), 'network', 0.015129565261304379), 'library', 0.010090576484799385), 'education', 0.008830828592181206), 'smartphones', 0.008830828592181206), 'digital', 0.008830828592181206), 'geospatial', 0.008830828592181206), 'student', 0.008830828592181206), 'access', 0.007571081630885601)]",10,[],16,3
245,"['trading', 0.029496807605028152), 'ohio', 0.0270394217222929), 'quality', 0.024582039564847946), 'water', 0.022943781688809395), 'credit', 0.022124653682112694), 'river', 0.021305525675415993), 'program', 0.014752499759197235), 'wqt', 0.014752499759197235), 'watershed', 0.013933371752500534), 'reduction', 0.010656858794391155)]",9,[],16,3
246,"['ch4', 0.03547795116901398), 'source', 0.02331755869090557), 'airborne', 0.017237361520528793), 'measurement', 0.01622399501502514), 'methane', 0.01622399501502514), 'emission', 0.01622399501502514), 'plume', 0.01419726200401783), 'arc', 0.01419726200401783), 'detection', 0.013183895498514175), 'real-time', 0.012170529924333096)]",9,[],16,3
247,"['abalone', 0.024417709559202194), 'black', 0.018787184730172157), 'temperature', 0.015033502131700516), 'facility', 0.013156660832464695), 'disease', 0.013156660832464695), '10be', 0.0112798186019063), 'hypothesis', 0.009402977302670479), 'mass', 0.009402977302670479), 'accelerator', 0.007526135537773371), 'pathogen', 0.007526135537773371)]",4,[],16,3
248,"['silicon', 0.03146557882428169), 'diatom', 0.023604096844792366), 'rex', 0.017707986757159233), 'marine', 0.011811875738203526), 'dsi', 0.007881134748458862), 'eps', 0.005915764253586531), 'cell', 0.005915764253586531), 'cycle', 0.005915764253586531), 'bloom', 0.005915764253586531), 'ldms', 0.005915764253586531)]",6,[283],0,1
249,"['archean', 0.034296609461307526), 'belt', 0.012874617241322994), 'thickening', 0.010732418857514858), 'lithosphere', 0.010732418857514858), 'continental', 0.008590219542384148), 'craton', 0.008590219542384148), 'mozambique', 0.008590219542384148), 'xenolith', 0.008590219542384148), 'lava', 0.00644801976159215), 'basalt', 0.00644801976159215)]",6,[335],0,1
250,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
251,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
252,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
253,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
254,"['pod', 0.012866871431469917), '2016', 0.011031368747353554), 'plant', 0.011031368747353554), 'ocean', 0.011031368747353554), 'science', 0.009195866994559765), 'root', 0.009195866994559765), 'creative', 0.007360364776104689), 'nzno', 0.007360364776104689), 'roam', 0.007360364776104689), 'artistic', 0.007360364776104689)]",8,[328],0,1
255,"['retreat', 0.029260041192173958), 'middepth', 0.018817486241459846), 'ice', 0.018817486241459846), 'gris', 0.014640463516116142), 'sisimiut', 0.010463440790772438), 'yr1', 0.010463440790772438), 'margin', 0.010463440790772438), 'greenland', 0.00837493035942316), 'nuuk', 0.00837493035942316), 'thinning', 0.00837493035942316)]",4,[355],0,1
256,"['vineyard', 0.029382772743701935), 'price', 0.02728550136089325), 'terroir', 0.012604601681232452), 'anchoring', 0.010507330298423767), 'appellation', 0.008410058915615082), 'market', 0.008410058915615082), 'edc', 0.008410058915615082), 'sale', 0.008410058915615082), 'quality', 0.006312787067145109), 'wine', 0.006312787067145109)]",5,[297],8,2
257,"['mussel', 0.02938583865761757), 'metal', 0.025188717991113663), 'zno', 0.0215911865234375), 'enps', 0.01859324425458908), 'nanoparticles', 0.01859324425458908), 'toxicity', 0.017993655055761337), 'marine', 0.017993655055761337), 'oxide', 0.016194889321923256), 'concentration', 0.014995712786912918), 'exposed', 0.014396123588085175)]",19,"[26, 400]",8,2
258,"['rainfall', 0.0381438247859478), 'product', 0.02361975982785225), 'total', 0.01998874358832836), 'station', 0.018173236399888992), 'enms', 0.01272671204060316), 'release', 0.010911203920841217), 'estimate', 0.007280187681317329), 'northern', 0.007280187681317329), '3b42v7', 0.007280187681317329), 'care', 0.007280187681317329)]",5,[540],89,2
259,"['monazite', 0.024264561012387276), 'metamorphic', 0.01971779763698578), 'himalayan', 0.01820220984518528), 'deformation', 0.01668662205338478), 'nepal', 0.015171034261584282), 'age', 0.015171034261584282), 'structural', 0.013655446469783783), 'metamorphism', 0.013655446469783783), 'structurally', 0.012139858677983284), 'discontinuity', 0.010624270886182785)]",7,[300],8,2
260,"['monazite', 0.032114263623952866), 'pre-mylonitic', 0.012499777600169182), 'deformation', 0.012499777600169182), 'laser-ablation', 0.008933506906032562), 'shear', 0.008933506906032562), 'split-stream', 0.008933506906032562), 'collisional', 0.00715037202462554), 'uht', 0.00715037202462554), 'domain', 0.00715037202462554), 'lass', 0.00715037202462554)]",6,[221],140,2
261,"['zircon', 0.03039630688726902), 'metamorphism', 0.016220813617110252), 'uht', 0.012170673348009586), 'rock', 0.010145602747797966), 'metamorphic', 0.010145602747797966), 'napier', 0.010145602747797966), 'wholerock', 0.006095462013036013), 'upb', 0.006095462013036013), 'ultrahightemperature', 0.006095462013036013), 'oxidized', 0.006095462013036013)]",2,"[553, 102]",8,2
262,"['microfiber', 0.013331559486687183), 'mass', 0.013331559486687183), 'polyester', 0.011113329790532589), 'garment', 0.011113329790532589), 'washing', 0.008895100094377995), 'machine', 0.008895100094377995), 'conventional', 0.0066768703982234), 'synthetic', 0.0066768703982234), 'wash', 0.0066768703982234), 'new', 0.0066768703982234)]",3,[208],8,2
263,"['p-âå∫â', 0.002912257332354784), 'overall', 0.002912257332354784), 'water', 2.8834230761276558e-05), 'specie', 2.8834230761276558e-05), 'climate', 2.8834230761276558e-05), 'using', 2.8834230761276558e-05), 'soil', 2.8834230761276558e-05), 'rate', 2.8834230761276558e-05), 'system', 2.8834230761276558e-05), 'surface', 2.8834230761276558e-05)]",1,[417],12,2
264,"['fault', 0.05289660766720772), 'slip', 0.02760373055934906), 'deformation', 0.019555995240807533), 'zone', 0.016106966882944107), 'eastern', 0.013807613402605057), 'western', 0.012657936662435532), 'strain', 0.010358584113419056), 'strike-slip', 0.009208908304572105), 'cpos', 0.009208908304572105), 'gneiss', 0.009208908304572105)]",8,[],16,3
265,"['subduction', 0.02591770887374878), 'continental', 0.022538606077432632), 'collision', 0.018033137544989586), 'process', 0.018033137544989586), 'oceanic', 0.018033137544989586), 'zone', 0.016906771808862686), 'lithosphere', 0.013527669943869114), 'rock', 0.01127493567764759), 'suturing', 0.01127493567764759), 'exhumed', 0.009022201411426067)]",4,[],16,3
266,"['sierra', 0.047770656645298004), 'nevada', 0.03981109336018562), 'volcanic', 0.015932397916913033), 'central', 0.013279208913445473), 'rock', 0.013279208913445473), 'range', 0.010626019909977913), 'k2o', 0.010626019909977913), 'volcanism', 0.009299426339566708), 'event', 0.009299426339566708), 'fault', 0.007972831837832928)]",4,[],16,3
