,Topic,Keywords,Docs,Children,Parent,Level
10,"(10,)","([('removal', 0.02787591703236103), ('magnetic', 0.022899851202964783), ('nanoparticles', 0.022899851202964783), ('ion', 0.019914213567972183), ('water', 0.019914213567972183), ('metal', 0.018919000402092934), ('coli', 0.016928574070334435), ('sorption', 0.012947721406817436), ('fbp', 0.011952508240938187), ('bacterial', 0.010957296006381512)],)","(23,)","([272, 274, 73, 20],)","(0,)","(1,)"
11,"(11,)","([('bosques', 0.00877700187265873), ('rainforest', 0.00877700187265873), ('hemisphere', 0.00877700187265873), ('snow', 0.007025104947388172), ('hemisferio', 0.007025104947388172), ('fire', 0.007025104947388172), ('two', 0.007025104947388172), ('temperate', 0.007025104947388172), ('southern', 0.007025104947388172), ('incendios', 0.007025104947388172)],)","(6,)","([22],)","(0,)","(1,)"
12,"(12,)","([('pcr', 0.020208880305290222), ('dna', 0.01837337762117386), ('reaction', 0.012866871431469917), ('yield', 0.012866871431469917), ('metal', 0.011031368747353554), ('polymerase', 0.011031368747353554), ('olefin', 0.011031368747353554), ('synthesis', 0.009195866994559765), ('methyl', 0.007360364776104689), ('iodine', 0.007360364776104689)],)","(19,)","([72, 23],)","(0,)","(1,)"
13,"(13,)","([('soja', 0.009857182390987873), ('todos', 0.009857182390987873), ('estimativas', 0.007399031426757574), ('que', 0.007399031426757574), ('estimar', 0.00494088139384985), ('modis', 0.00494088139384985), ('cultivada', 0.00494088139384985), ('colheita', 0.00494088139384985), ('ibge', 0.00494088139384985), ('lise', 0.00494088139384985)],)","(4,)","([74],)","(0,)","(1,)"
14,"(14,)","([('companion', 0.012048772536218166), ('star', 0.009643828496336937), ('dwarf', 0.009643828496336937), ('supernova', 0.009643828496336937), ('white', 0.009643828496336937), ('progenitor', 0.009643828496336937), ('2011fe', 0.007238883059471846), ('giant', 0.004833938553929329), ('binary', 0.004833938553929329), ('luminous', 0.004833938553929329)],)","(6,)","([76],)","(0,)","(1,)"
15,"(15,)","([('composite', 0.013287769630551338), ('capacity', 0.011628871783614159), ('performance', 0.011628871783614159), ('fes2', 0.011628871783614159), ('battery', 0.009969973936676979), ('sodium-ion', 0.009969973936676979), ('storage', 0.008311077021062374), ('electrochemical', 0.008311077021062374), ('v2o5', 0.008311077021062374), ('redox', 0.008311077021062374)],)","(10,)","([138],)","(0,)","(1,)"
16,"(16,)","([('climate', 0.020328454673290253), ('change', 0.02013423480093479), ('water', 0.020020941272377968), ('soil', 0.010520377196371555), ('temperature', 0.00838396418839693), ('precipitation', 0.008367779664695263), ('variability', 0.007979340851306915), ('year', 0.007946970872581005), ('forest', 0.007849860936403275), ('vegetation', 0.006943503860384226)],)","(3503,)","([366, 114, 361, 508, 364, 168, 507, 449, 510, 505, 309, 172, 363, 311, 310, 227, 306, 304, 175, 116, 69, 66, 24],)","(8,)","(2,)"
17,"(17,)","([('fire', 0.02813059277832508), ('water', 0.02438109740614891), ('moisture', 0.01875685341656208), ('california', 0.01594473235309124), ('site', 0.01406998373568058), ('atlantic', 0.012195236049592495), ('forest', 0.012195236049592495), ('variable', 0.011257861740887165), ('regime', 0.010320487432181835), ('sscf', 0.010320487432181835)],)","(54,)","([307, 452, 27, 25],)","(9,)","(2,)"
18,"(18,)","([('velocity', 0.033416274935007095), ('anisotropy', 0.026736360043287277), ('wave', 0.02005644515156746), ('drifter', 0.015046508982777596), ('cent', 0.011706551536917686), ('dispersion', 0.011706551536917686), ('per', 0.011706551536917686), ('rayleigh-wave', 0.008366594091057777), ('s-wave', 0.008366594091057777), ('lagrangian', 0.008366594091057777)],)","(25,)","([170, 504, 450, 119, 26],)","(8,)","(2,)"
19,"(19,)","([('tremor', 0.018075862899422646), ('eruption', 0.01291869767010212), ('infrasonic', 0.010340115986764431), ('volcano', 0.007761532906442881), ('sustained', 0.007761532906442881), ('volcanic', 0.005182950291782618), ('explosive', 0.005182950291782618), ('termed', 0.005182950291782618), ('helen', 0.002604368142783642), ('cross-correlation', 0.002604368142783642)],)","(4,)","([367],)","(8,)","(2,)"
20,"(20,)","([('dans', 0.024253327399492264), ('une', 0.020425869151949883), ('pour', 0.017874229699373245), ('sur', 0.017874229699373245), ('que', 0.015322591178119183), ('sont', 0.011495132930576801), ('biomass', 0.008943494409322739), ('est', 0.008943494409322739), ('qui', 0.008943494409322739), ('nous', 0.008943494409322739)],)","(10,)","([451, 29],)","(10,)","(2,)"
21,"(21,)","([('layered', 0.01760418899357319), ('cell', 0.015650339424610138), ('polyp', 0.013696489855647087), ('clotting', 0.013696489855647087), ('blood', 0.013696489855647087), ('mcf-26', 0.011742639355361462), ('detection', 0.011742639355361462), ('cytotoxicity', 0.009788788855075836), ('plasma', 0.009788788855075836), ('flowing', 0.007834939286112785)],)","(24,)","([506, 30],)","(8,)","(2,)"
22,"(22,)","([('los', 0.032168637961149216), ('del', 0.029950877651572227), ('para', 0.022188710048794746), ('private', 0.01775318570435047), ('habitat', 0.015535423532128334), ('con', 0.015535423532128334), ('que', 0.013317661359906197), ('bitat', 0.012208780273795128), ('terreno', 0.01109989918768406), ('grazing', 0.00999101810157299)],)","(6,)","([31],)","(11,)","(2,)"
23,"(23,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(4,)","([64],)","(12,)","(2,)"
24,"(24,)","([('specie', 0.020373471081256866), ('change', 0.014572535641491413), ('ecosystem', 0.01331146340817213), ('environmental', 0.009864531457424164), ('community', 0.009640340693295002), ('effect', 0.009640340693295002), ('management', 0.00943016167730093), ('impact', 0.009219982661306858), ('climate', 0.007692683953791857), ('resource', 0.0067538851872086525)],)","(3249,)","([697, 500, 349, 699, 575, 655, 485, 652, 383, 284, 380, 637, 503, 416, 484, 702, 649, 421, 501, 701, 482, 473, 654, 496, 379, 481, 423, 478, 638, 635, 634, 632, 480, 498, 436, 157, 571, 570, 350, 125, 417, 158, 499, 475, 188, 52, 433, 90, 325, 345, 472, 418, 378, 280, 187, 327, 326, 323, 322, 254, 249, 248, 190, 281, 250, 222, 218, 156, 127, 126, 120, 93, 91, 39, 38, 33, 32],)","(16,)","(3,)"
25,"(25,)","([('change', 0.04124319553375244), ('climate', 0.03315787762403488), ('specie', 0.021838437765836716), ('response', 0.02102990634739399), ('regional', 0.01375312265008688), ('rhessys', 0.012944591231644154), ('plant', 0.012944591231644154), ('dynamic', 0.011327527463436127), ('resource', 0.009710464626550674), ('ecosystem', 0.009710464626550674)],)","(42,)","([344, 34],)","(17,)","(3,)"
26,"(26,)","([('corn', 0.02693972922861576), ('price', 0.02469662018120289), ('land', 0.015724187716841698), ('ethanol', 0.0134810796007514), ('wfps', 0.00899486429989338), ('ugb', 0.00899486429989338), ('state', 0.00899486429989338), ('feedstock', 0.00899486429989338), ('cost', 0.006751755252480507), ('amenity', 0.006751755252480507)],)","(4,)","([35],)","(18,)","(3,)"
27,"(27,)","([('ice', 0.051154933869838715), ('algal', 0.022253841161727905), ('algae', 0.015584358014166355), ('sea', 0.015584358014166355), ('greenland', 0.015584358014166355), ('growth', 0.00891487579792738), ('projection', 0.006691714283078909), ('effect', 0.006691714283078909), ('improve', 0.006691714283078909), ('part', 0.0044685532338917255)],)","(5,)","([37, 253],)","(17,)","(3,)"
28,"(28,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([185],)","(136,)","(3,)"
29,"(29,)","([('glaciation', 0.018778597936034203), ('carbonate', 0.015891803428530693), ('formation', 0.014448406174778938), ('elatina', 0.011561611667275429), ('diamictite', 0.010118214413523674), ('ice', 0.00867481715977192), ('delatina', 0.00867481715977192), ('diments', 0.007231420371681452), ('glaciaires', 0.007231420371681452), ('glacial', 0.007231420371681452)],)","(8,)","([223, 191, 48],)","(20,)","(3,)"
30,"(30,)","([('lithium', 0.017598144710063934), ('mesoporous', 0.017598144710063934), ('deposition', 0.015840087085962296), ('electrode', 0.008807862177491188), ('current', 0.008807862177491188), ('collector', 0.008807862177491188), ('nanostructured', 0.008807862177491188), ('tio', 0.008807862177491188), ('situ', 0.007049805950373411), ('battery', 0.007049805950373411)],)","(23,)","([49],)","(21,)","(3,)"
31,"(31,)","([('problem', 0.024207912385463715), ('problema', 0.015413030050694942), ('region', 0.011015589348971844), ('variable', 0.006618148181587458), ('formulaci', 0.006618148181587458), ('assignment', 0.004419427830725908), ('extension', 0.004419427830725908), ('restricciones', 0.004419427830725908), ('modelos', 0.004419427830725908), ('tucker', 0.004419427830725908)],)","(6,)","([50],)","(22,)","(3,)"
32,"(32,)","([('rock', 0.017920909449458122), ('crust', 0.01554909348487854), ('sediment', 0.014916609972715378), ('age', 0.014758489094674587), ('record', 0.01154336053878069), ('continental', 0.009856736287474632), ('isotope', 0.00975132267922163), ('sample', 0.009540494531393051), ('crustal', 0.008275526575744152), ('composition', 0.007853870280086994)],)","(1641,)","([298, 490, 150, 45, 760, 110, 178, 806, 212, 618, 425, 597, 543, 557, 62, 197, 565, 373, 59, 746, 291, 267, 723, 743, 755, 600, 719, 527, 752, 725, 710, 459, 134, 672, 707, 128, 582, 722, 682, 668, 612, 443, 685, 680, 595, 604, 665, 663, 659, 492, 578, 518, 647, 471, 596, 628, 551, 319, 488, 352, 594, 630, 627, 385, 593, 607, 580, 547, 111, 208, 584, 441, 404, 563, 561, 560, 559, 388, 546, 398, 264, 458, 401, 257, 493, 512, 442, 315, 183, 390, 403, 214, 447, 409, 406, 356, 246, 196, 294, 289, 148, 265, 396, 426, 295, 341, 317, 400, 399, 395, 392, 386, 331, 371, 329, 258, 353, 340, 296, 210, 335, 330, 262, 313, 301, 300, 297, 292, 290, 202, 263, 241, 240, 238, 235, 215, 209, 207, 206, 204, 198, 180, 177, 109, 104, 96, 85, 60, 57, 40],)","(24,)","(4,)"
33,"(33,)","([('ocean', 0.04627278447151184), ('biomass', 0.025506319478154182), ('production', 0.021863078698515892), ('coastal', 0.019312812015414238), ('phytoplankton', 0.01858416385948658), ('carbon', 0.01821983978152275), ('export', 0.017855515703558922), ('estimate', 0.016398219391703606), ('nutrient', 0.015669571235775948), ('net', 0.014576599933207035)],)","(365,)","([357, 368, 431, 748, 745, 646, 619, 686, 80, 751, 664, 736, 756, 769, 515, 585, 205, 413, 193, 610, 549, 179, 427, 288, 405, 460, 445, 428, 302, 387, 372, 303, 151, 192, 256, 211, 132, 61, 41],)","(24,)","(4,)"
34,"(34,)","([('soil', 0.03453037142753601), ('ecosystem', 0.023334357887506485), ('rupture', 0.017736351117491722), ('coral', 0.01587034948170185), ('earthquake', 0.014937348663806915), ('marine', 0.014937348663806915), ('15n', 0.014004346914589405), ('fishery', 0.01307134609669447), ('rate', 0.01307134609669447), ('inversion', 0.010272342711687088)],)","(37,)","([391, 626, 42],)","(25,)","(4,)"
35,"(35,)","([('urban', 0.05226292088627815), ('population', 0.0329134501516819), ('settlement', 0.02130376733839512), ('africa', 0.019368819892406464), ('wasatch', 0.013563979417085648), ('growth', 0.013563979417085648), ('across', 0.011629032902419567), ('city', 0.009694085456430912), ('distribution', 0.007759138476103544), ('resident', 0.007759138476103544)],)","(4,)","([550],)","(26,)","(4,)"
36,"(36,)","([('inversion', 0.045727044343948364), ('gps', 0.019356200471520424), ('static', 0.017598144710063934), ('depth', 0.010565918870270252), ('grid', 0.010565918870270252), ('resolution', 0.010565918870270252), ('spacing', 0.008807862177491188), ('artifact', 0.008807862177491188), ('imaging', 0.008807862177491188), ('migration', 0.008807862177491188)],)","(6,)","([555, 738],)","(168,)","(4,)"
37,"(37,)","([('darkening', 0.03478066623210907), ('sheet', 0.027332985773682594), ('bare', 0.014920186251401901), ('impurity', 0.014920186251401901), ('area', 0.007472505792975426), ('greater', 0.00498994579538703), ('lightabsorbing', 0.00498994579538703), ('pigmented', 0.00498994579538703), ('nonalgal', 0.00498994579538703), ('southwestern', 0.00498994579538703)],)","(2,)","([316],)","(27,)","(4,)"
38,"(38,)","([('formation', 0.0261086393147707), ('age', 0.015960916876792908), ('assemblage', 0.010162219405174255), ('pleistocene', 0.008712544105947018), ('group', 0.008712544105947018), ('urucum', 0.008712544105947018), ('dacruchares', 0.008712544105947018), ('new', 0.008712544105947018), ('described', 0.008712544105947018), ('tonian', 0.008712544105947018)],)","(14,)","([661, 544, 101, 46],)","(24,)","(4,)"
39,"(39,)","([('group', 0.030126629397273064), ('chuar', 0.021762767806649208), ('chump', 0.015071678906679153), ('diversity', 0.015071678906679153), ('detrital', 0.015071678906679153), ('formation', 0.010053361766040325), ('microfossil', 0.010053361766040325), ('trend', 0.008380590006709099), ('nankoweap', 0.006707817316055298), ('uinta', 0.006707817316055298)],)","(20,)","([631, 440],)","(24,)","(4,)"
40,"(40,)","([('ocean', 0.03120388649404049), ('carbon', 0.021883416920900345), ('phytoplankton', 0.011115671135485172), ('co2', 0.010305195115506649), ('water', 0.010247304104268551), ('particle', 0.010015740059316158), ('organic', 0.009321046993136406), ('color', 0.009263155981898308), ('measurement', 0.009147373028099537), ('global', 0.008800026960670948)],)","(293,)","([],)","(32,)","(5,)"
41,"(41,)","([('specie', 0.019865425303578377), ('connectivity', 0.01777469553053379), ('larval', 0.01777469553053379), ('area', 0.01742623932659626), ('population', 0.015683963894844055), ('kelp', 0.015683963894844055), ('spatial', 0.015335509553551674), ('protected', 0.014638599008321762), ('marine', 0.011502502486109734), ('dispersal', 0.010457138530910015)],)","(48,)","([],)","(33,)","(5,)"
42,"(42,)","([('basin', 0.02412206493318081), ('river', 0.017370587214827538), ('fault', 0.01351260021328926), ('active', 0.012548103928565979), ('america', 0.012548103928565979), ('sallj', 0.011583606712520123), ('south', 0.011583606712520123), ('precipitation', 0.011583606712520123), ('flow', 0.01061911042779684), ('influence', 0.01061911042779684)],)","(26,)","([],)","(34,)","(5,)"
43,"(43,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([],)","(123,)","(5,)"
44,"(44,)","([('ica', 0.0029038842767477036), ('connects', 0.0029038842767477036), ('effective', 0.0029038842767477036), ('specie', 2.8751328500220552e-05), ('climate', 2.8751328500220552e-05), ('using', 2.8751328500220552e-05), ('soil', 2.8751328500220552e-05), ('rate', 2.8751328500220552e-05), ('system', 2.8751328500220552e-05), ('surface', 2.8751328500220552e-05)],)","(2,)","([],)","(346,)","(5,)"
45,"(45,)","([('abanico', 0.015378317795693874), ('cordillera', 0.012819529511034489), ('principal', 0.010260741226375103), ('transpressive', 0.00770195247605443), ('accumulation', 0.005143164191395044), ('volcanism', 0.005143164191395044), ('tectonomagmatic', 0.005143164191395044), ('volcanogenic', 0.0025843761395663023), ('dextral-reverse', 0.0025843761395663023), ('cretaceousmiocene', 0.0025843761395663023)],)","(1,)","([],)","(32,)","(5,)"
46,"(46,)","([('oxygenation', 0.017074797302484512), ('enrichment', 0.01242226455360651), ('238', 0.00932057574391365), ('ediacaran', 0.00932057574391365), ('formation', 0.00932057574391365), ('earliest', 0.007769730873405933), ('redox-sensitive', 0.007769730873405933), ('ocean', 0.007769730873405933), ('animal', 0.007769730873405933), ('stratum', 0.0062188864685595036)],)","(7,)","([],)","(38,)","(5,)"
47,"(47,)","([('crustal', 0.028193047270178795), ('crust', 0.026627635583281517), ('recycling', 0.021931404247879982), ('mantle', 0.021931404247879982), ('continental', 0.01566976122558117), ('archean', 0.012538939714431763), ('process', 0.01097352895885706), ('material', 0.01097352895885706), ('xenolith', 0.01097352895885706), ('composition', 0.009408118203282356)],)","(3,)","([],)","(254,)","(5,)"
48,"(48,)","([('loaded', 0.01340253185480833), ('denominated', 0.01340253185480833), ('fbpa1', 0.01340253185480833), ('fbpa', 0.008052218705415726), ('mgcl2', 0.00270190741866827), ('º90', 0.00270190741866827), ('º67', 0.00270190741866827), ('fbpa10', 0.00270190741866827), ('º41', 0.00270190741866827), ('co-existed', 0.00270190741866827)],)","(5,)","([56],)","(29,)","(4,)"
49,"(49,)","([('material', 0.030841078609228134), ('oxide', 0.020052095875144005), ('metal', 0.016969529911875725), ('assembly', 0.012345679104328156), ('rapid', 0.012345679104328156), ('microwave', 0.010804396122694016), ('preparation', 0.010804396122694016), ('microwave-assisted', 0.009263113141059875), ('phase', 0.007721829693764448), ('compound', 0.007721829693764448)],)","(23,)","([58],)","(30,)","(4,)"
50,"(50,)","([('especies', 0.017826557159423828), ('specie', 0.017826557159423828), ('para', 0.01645633764564991), ('que', 0.01645633764564991), ('min', 0.013715898618102074), ('occupancy', 0.012345679104328156), ('estimate', 0.010975459590554237), ('‚â•', 0.010975459590554237), ('una', 0.010975459590554237), ('probability', 0.010975459590554237)],)","(6,)","([358, 102, 131, 84],)","(31,)","(4,)"
51,"(51,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(4,)","([63],)","(64,)","(4,)"
52,"(52,)","([('lagoon', 0.022709928452968597), ('volume', 0.020647265017032623), ('collision', 0.014459272846579552), ('route', 0.012396609410643578), ('cable', 0.012396609410643578), ('crane', 0.012396609410643578), ('gps-guidance', 0.010333945974707603), ('transit', 0.010333945974707603), ('algorithm', 0.010333945974707603), ('function', 0.010333945974707603)],)","(17,)","([759, 689, 411],)","(24,)","(4,)"
53,"(53,)","([('uhp', 0.023084644228219986), ('zircon', 0.021930988878011703), ('gneiss', 0.01962367817759514), ('date', 0.01616271212697029), ('dike', 0.015009056776762009), ('region', 0.015009056776762009), ('exhumation', 0.013855401426553726), ('western', 0.012701746076345444), ('metamorphism', 0.012701746076345444), ('scandian', 0.012701746076345444)],)","(10,)","([617, 328],)","(66,)","(4,)"
54,"(54,)","([('specie', 0.02975722774863243), ('new', 0.014889233745634556), ('lophodermium', 0.01064123585820198), ('island', 0.008517236448824406), ('sanana', 0.006393237039446831), ('varanus', 0.006393237039446831), ('nitens', 0.006393237039446831), ('nuc', 0.006393237039446831), ('melanistic', 0.006393237039446831), ('pine', 0.006393237039446831)],)","(7,)","([82],)","(67,)","(4,)"
55,"(55,)","([('lprm', 0.0057956804521381855), ('change', 2.8834230761276558e-05), ('water', 2.8834230761276558e-05), ('specie', 2.8834230761276558e-05), ('climate', 2.8834230761276558e-05), ('using', 2.8834230761276558e-05), ('soil', 2.8834230761276558e-05), ('rate', 2.8834230761276558e-05), ('system', 2.8834230761276558e-05), ('surface', 2.8834230761276558e-05)],)","(2,)","([537, 525],)","(305,)","(4,)"
56,"(56,)","([('amidoximes', 0.013886000961065292), ('co2', 0.011575519107282162), ('175', 0.009265036322176456), ('capture', 0.009265036322176456), ('adsorption', 0.009265036322176456), ('highest', 0.006954552605748177), ('per', 0.006954552605748177), ('hydroxy', 0.006954552605748177), ('mmol', 0.004644070286303759), ('bar', 0.004644070286303759)],)","(5,)","([],)","(48,)","(5,)"
57,"(57,)","([('arc', 0.0242718867957592), ('gondwana', 0.018880130723118782), ('magmatism', 0.016184253618121147), ('garnet', 0.01258974988013506), ('permian', 0.01258974988013506), ('antarctica', 0.01258974988013506), ('ross', 0.011691124178469181), ('sector', 0.010792497545480728), ('south', 0.010792497545480728), ('margin', 0.010792497545480728)],)","(13,)","([],)","(32,)","(5,)"
58,"(58,)","([('carbon', 0.019028663635253906), ('hydrogen', 0.015225466340780258), ('catalytic', 0.0139577342197299), ('catalyst', 0.012690002098679543), ('nitride', 0.012690002098679543), ('acid', 0.01142226904630661), ('g-cn', 0.010154536925256252), ('active', 0.008886804804205894), ('reaction', 0.008886804804205894), ('activity', 0.008886804804205894)],)","(23,)","([],)","(49,)","(5,)"
59,"(59,)","([('glacial', 0.026808176189661026), ('area', 0.02085411176085472), ('lake', 0.01787707954645157), ('cap', 0.013411530293524265), ('quelccaya', 0.013411530293524265), ('glacier', 0.011923014186322689), ('rate', 0.011923014186322689), ('km2', 0.010434498079121113), ('region', 0.010434498079121113), ('ice', 0.010434498079121113)],)","(2,)","([],)","(32,)","(5,)"
60,"(60,)","([('shear', 0.02122037671506405), ('deformation', 0.02122037671506405), ('himalayan', 0.016976866871118546), ('rock', 0.0166939664632082), ('detachment', 0.01471366174519062), ('metamorphism', 0.014430760405957699), ('dome', 0.014147859998047352), ('himalaya', 0.013582059182226658), ('metamorphic', 0.01160175446420908), ('zone', 0.011035953648388386)],)","(41,)","([],)","(32,)","(5,)"
61,"(61,)","([('eruption', 0.02640128694474697), ('specimen', 0.021850910037755966), ('collection', 0.021850910037755966), ('image', 0.014570306986570358), ('monsoon', 0.010019930079579353), ('available', 0.010019930079579353), ('18o', 0.010019930079579353), ('entry', 0.009109854698181152), ('earth', 0.009109854698181152), ('volcanic', 0.009109854698181152)],)","(7,)","([],)","(33,)","(5,)"
62,"(62,)","([('glacial', 0.05772590637207031), ('glacier', 0.03368012607097626), ('relief', 0.02085570991039276), ('debris', 0.01604655385017395), ('andes', 0.01604655385017395), ('landscape', 0.009634343907237053), ('extent', 0.009634343907237053), ('velocity', 0.009634343907237053), ('dynamic', 0.009634343907237053), ('hillslope', 0.009634343907237053)],)","(6,)","([],)","(32,)","(5,)"
63,"(63,)","([('medal', 0.013886000961065292), ('robert', 0.009265036322176456), ('horton', 0.009265036322176456), ('award', 0.006954552605748177), ('receives', 0.006954552605748177), ('fall', 0.006954552605748177), ('ceremony', 0.006954552605748177), ('calif', 0.006954552605748177), ('san', 0.006954552605748177), ('meeting', 0.006954552605748177)],)","(4,)","([],)","(51,)","(5,)"
64,"(64,)","([('bargaining', 0.012376177124679089), ('delay', 0.009905882179737091), ('president', 0.009905882179737091), ('appropriation', 0.0074355872347950935), ('strategic', 0.004965292289853096), ('power', 0.004965292289853096), ('proposal', 0.004965292289853096), ('outcome', 0.004965292289853096), ('senate', 0.004965292289853096), ('presidential', 0.004965292289853096)],)","(4,)","([51],)","(23,)","(3,)"
65,"(65,)","([('colloid', 0.027684932574629784), ('transport', 0.018464304506778717), ('subsurface', 0.0092436783015728), ('intrinsic', 0.0092436783015728), ('aggregation', 0.006938521284610033), ('dispersion', 0.004633364733308554), ('dependence', 0.004633364733308554), ('electrolyte', 0.004633364733308554), ('groundwater', 0.004633364733308554), ('proposition', 0.004633364733308554)],)","(15,)","([732],)","(72,)","(3,)"
66,"(66,)","([('crystal', 0.03940574824810028), ('peritectic', 0.030964674428105354), ('magma', 0.019709909334778786), ('melt', 0.015489371493458748), ('olivine', 0.014082525856792927), ('mineral', 0.014082525856792927), ('melting', 0.012675680220127106), ('cluster', 0.012675680220127106), ('experiment', 0.012675680220127106), ('magmatic', 0.012675680220127106)],)","(12,)","([287, 123, 53],)","(16,)","(3,)"
