,0,1,2,3,4,5,6,7,8
0,0.04303369287563531,0.015201162142004338,0.0,0.0,0.009001915056681162,0.0,0.0,0.0,0.00638011758165059
1,0.0,0.03711909290421238,0.0,0.0,0.013348798829065393,0.0037557846549463214,0.028145777901388416,0.015695855922583487,0.0004916246200606354
2,0.00486530804329644,0.0,0.0,0.00561163493130749,0.0,0.09272601226706458,0.0009259243991954935,0.0,0.009809473705722433
3,0.0014896526419895914,0.0101069532425402,0.006211908787322173,0.007837245740919497,0.025800782048256893,0.04978357099649704,0.010447610911048046,0.00139040351102775,0.0038266987211485978
4,0.023330705656127392,0.06017557228907144,0.0,0.0,0.013378870644629552,0.0,0.0048956361478874715,0.004352770137987217,0.0
5,0.0,0.06837555698239044,0.0,0.0,0.0010460234119511664,0.001500257847365687,0.0,0.005017008039150704,0.0
6,0.0,0.009599278490292814,0.0,0.0,0.08022817348716903,0.0,0.0,0.02091269221007689,0.0
7,0.0038572924102831005,0.051706382339133224,0.0011933788787187245,0.0,0.0,0.0,0.008923361371670468,0.07429260875166677,0.0
8,0.00823448080999107,0.0013067374612446177,0.24685951279058166,0.0,0.0019020235096934956,0.0,0.0,0.0038394170444066853,0.0
9,0.007280544318186875,0.0,0.0023053523982677583,0.002255508304835213,0.017009388336828267,0.0017600104860583882,0.00772922670352837,0.006916679391647009,0.0
10,0.06478428074855441,0.0,0.0,0.0,0.0,0.023291353235614282,0.0,0.0,0.008246764301938846
11,0.010644487840597247,0.0,0.0,0.10131616950820903,0.022152876969717582,0.0016340557460390623,0.0,0.002532962536221457,0.0
12,0.0,0.0022643922666670865,0.004101182389244223,0.004641003562022231,0.033629894337750044,0.003611514598156341,0.0,0.004220890539736339,0.0
13,0.0,0.0,0.0,0.01895182846707093,0.0,0.09022618922451615,0.0,0.00042082329651042127,0.0010198140048564407
14,0.007744147597657213,0.011383861788493354,0.0,0.018109085112672476,0.055054150668410996,0.02477953711654527,0.0,0.0,0.0
15,0.0,0.004782597870030884,0.0,0.0,0.02576439868318808,0.0,0.0,0.14202164515884025,0.0
16,0.0,0.004782597870030884,0.0,0.0,0.02576439868318808,0.0,0.0,0.14202164515884025,0.0
17,0.0033866251660040476,0.02753800637516548,0.0005873416651771596,0.0,0.0,0.0,0.11989931255252265,0.03377559888086792,0.0034383424042271787
18,0.008988778496312362,0.020390658972739586,0.21089761415815633,0.0,0.0,0.0,0.0,2.946765428848621e-06,0.0
19,0.05770564504016767,0.0,0.0,0.0,0.0,0.028047723106390036,0.0008044800768396158,0.0,0.001460618051034294
20,0.0,0.0022249919313189676,0.0,0.010407155044652353,0.01688705101126409,0.03587784496522865,0.0,0.0054663912773313325,0.0
21,0.0,0.053835541615977124,0.0,0.0,0.0,0.00038672009219184873,0.21523522086672495,0.006921454465581158,0.004284752945763014
22,0.0,0.0075450244011324745,0.003604072107994453,0.004162676653313583,0.01524506716388275,0.0009280167635454461,0.04644948128559263,0.02080016459194253,0.0024705705742172415
