,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,0.0002261426103689311,0.0,0.0,0.0,0.0,0.0,0.0010459372686907145,0.0,0.0,0.0,0.0011030470840185879,0.0024812897532607656,0.0,0.0,0.0,0.0,0.0,0.0034509323626906838,0.0016470024371387957,0.0,0.0,0.0,0.01983014460633385,0.0,0.0,0.0011455896268015783,0.0,0.0,0.0,0.0015405802692103924,0.0001526628100142313,0.009977396321050488,0.00013786566735469964,0.0,0.0,0.0,0.0007208368704286372,0.0,0.03372665409176794,0.0,0.006283785414440143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026563754204488607,0.002836402789637451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178229662364567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007414143301789378,0.029967457070183647,0.0,0.0
1,0.0,0.011563490067780033,0.0,0.0024947193883680867,0.0,0.0,0.0065046047520941645,0.0,0.0,0.0,0.003911823979676974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011647740433222527,0.0,0.0,0.0,0.0,0.0,0.0,0.024771820898751407,0.0,0.0,0.0,0.000478779522837737,0.0,0.0,0.0,0.0,0.0,0.0,0.001921136716684832,1.2150635168556374e-05,0.0,0.0,0.0,0.0,0.015792225031552434,0.0,0.0,0.0,0.0,0.0,0.0,0.03524239676961262,0.0,0.003321687390174869,0.0,0.0,0.004512246280002206,0.0018906405781366927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008345486699364283,0.0
2,0.0,0.0,0.0,0.0,0.0,0.01664352165271653,0.0,0.0,0.0,0.0023665684899055782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021797298284446168,0.0,0.0,0.0,0.0,0.005577289232717796,0.0,0.0,0.0,0.0,0.0,0.0028086210781899925,0.0,0.0022510725626178965,0.0,0.020044138805178177,0.0004863888780723339,0.0,0.0,0.0,0.0031239924003301925,0.0,0.0,0.0,0.009116037193022394,0.0690632751026082,0.0017807907362544365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005704235398104483,0.0,0.0,0.0,0.0,0.0,0.0064532026610561,0.0,0.0,0.0020962266828565774,0.0,0.0,0.0,0.0,0.0013402942734685817,0.0
3,3.844632381077195e-05,0.0007454659172430913,0.0023236824759663628,0.0,0.0,0.0019563060921418286,0.0,0.0,0.001360407203094414,0.0,0.0005775453107327747,0.0018548405071351034,0.0,0.0020182585263474138,0.0,0.0,0.0,0.0016767040290612601,0.0,0.0,0.0006677458749000189,0.0,0.0004358346968146081,0.0051238509429708855,0.0,0.0,0.0,0.0,0.0,0.0,0.006772713073403026,0.0,0.0034364788769374374,0.0021765739360257884,0.0015855011399550198,0.0,0.0,0.0012943656611318628,0.0,0.0028170118177935272,0.0,0.0,0.0012459126231273258,0.003994782570248688,0.0008615092540625121,0.0,0.0,0.009441441923779286,0.0,0.0,0.0,0.0,0.002238114535195594,0.0,0.013802229036653716,0.0019623122824737934,0.08256867672896842,0.0,0.0005228738449983423,0.01086651464461724,0.04237672245432932,0.0,0.0,0.012907112737111962,0.0,0.016615922066041306,0.0,0.0,0.006117455429276953,0.0
4,5.737029948745957e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018503095384179016,0.006615559458273669,0.0,0.0,4.498760386244894e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009447002230908011,0.005040328662113178,0.0,0.010307234948311936,0.0,0.0,0.0009193073450705529,0.0,0.0,0.0,0.002943576027575017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012242935038655688,0.0,0.0005961832090606119,0.0,0.0,0.0,0.0,0.18818295651150316,0.0,0.002353573903649871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009399592860155312,0.0,0.0,0.0,0.0,0.0,0.0009026109314378833,0.0,0.0,0.007864407248962015,0.00010045607987967254,0.0,0.0,1.4758424176892478e-05,0.0017228231570072992,0.05970535792123383,0.0,0.0,0.0,0.0,0.0005079642080986414,0.005792686373923035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002028068989727214,0.002954148760015085,0.0,0.0,0.002811876582155156,0.0,0.0,0.0,0.00400307302130806,0.0,0.0,0.0,0.0001548865705641913,0.0,0.0,0.0,0.06493883836531472,0.0,0.018397625462029166,0.0,0.006056663405017643,0.0,0.0,0.0,0.0,0.0,0.0
6,5.680235724062269e-05,0.001384932702639094,0.0,0.0,0.014436737982819397,0.0003400069038191385,0.002904226589330074,0.00702376499203478,0.0,0.0,0.00010508810273843083,0.0,0.0,0.0,0.00972325106714007,0.004302054632146272,0.0005171643497331638,0.0,0.0,0.0,0.0004044155656773563,0.0,0.0,0.0,0.0,0.0009753798313984197,0.0,0.0037881698368034495,0.0,0.0,0.007773106532199989,0.0,0.0,0.0,0.0,0.0,0.0008047376651995602,0.0,0.0,0.0,0.003365394907592881,0.0026786129453716745,0.0029624399862945958,0.0,0.0,0.004111843380867548,0.0,0.0,0.0,0.001125652883937776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005094653593821534,0.06443050221393067,0.0,0.004575633693754914,0.000790793115442064,0.014875812921480016,0.000713588461960068,0.013872021285809878,0.0
7,0.0,0.0346790024476472,0.0,0.0,0.0,0.0,0.0,0.009067289724609073,0.0,0.005063066292195171,0.0013152312711136483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006926740897880943,0.00030011800428913804,0.0,0.0,0.0,0.0,0.0,0.015030134979657946,0.0,0.0005797891088463856,0.0,0.0,0.00047926588864080616,0.0,0.0,0.0,0.0,0.08230640023397401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002999397606978172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004793589046764834,0.0,0.008236720134140372,0.011125478612086214,0.0,0.0,0.0,0.0,0.0
8,0.00020831994646938265,0.0042134773905986,0.19289158606038706,0.0,0.003194945435930125,0.0,0.0,0.002186409505512305,0.0,0.003250125871068894,0.0,0.0,0.00019984618054302782,0.0,0.0010002946181741218,0.0018182453253137894,0.0,0.0003957962289486313,0.0,0.0,0.00434069667045682,0.0,0.0006879315552456585,0.0,0.002334674591850191,0.0,0.0004854724848495222,0.00043977173829661415,0.0,0.0,0.006881983754472018,0.0,0.0,0.0,0.0,0.0,0.0,0.0011080558300728767,0.0,0.0,0.0,0.005749424159894412,0.0,0.0,0.012129130257682473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8496191977601194e-05,0.0051640643908817925,0.0,0.0,0.0,0.0,0.005004912719656035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007392687067735894,0.0040349836760044016,0.0025359526626868955
9,0.0,0.0,0.00025178764950083024,0.0,0.00027006396408409854,0.0,0.0008620357996259758,0.0,0.0016022019457224723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004666250759224075,0.0006437474173170146,0.0,0.0007114607024939467,0.0,0.00013092944146269085,0.0,0.0026360027660325878,0.0,7.839974392306188e-05,0.0,0.0009645751559119463,0.0006661796655499209,0.0014158034458613513,0.0,0.0,0.0,0.0,0.00034654371986830683,0.0020003025594415563,0.0008021679956034699,0.005424215733487657,0.0,0.0020970399390024107,0.0011321250827673415,0.0014488425401509891,0.0,0.006064933636193352,0.0072989384124958505,0.005467308403918442,0.0003587009021716297,0.0015106745783024093,0.0,0.0015693833971526488,0.0,3.9250775193300805e-05,0.0,6.500935828517758e-06,0.0033355386965491594,0.0022034637989483373,0.0018511525226013513,0.0,0.0,0.004603769433984679,0.008479510261525627,0.0,0.013448557971272337,0.0,0.012004305617499177,0.0,0.0038662163317882974,0.0,0.001442825484282115
