,Document,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
940,940,0.08559390096501815,0.19872745216069598,0.04643325772269566,0.0740454737493285,0.04992951995086575,0.41204461925705366,0.04390517038738412,0.0893206058069582
941,941,0.06421622520932742,0.28320896526400857,0.11363286617689479,0.11474801341052251,0.0878629370224314,0.16749589226088687,0.07409509870023626,0.09474000195569217
942,942,0.06255888948499468,0.0659555194193973,0.42776346821872296,0.08274558247435274,0.08514723197815549,0.0981856310210034,0.08171864522959056,0.09592503217378288
943,943,0.11624716746297592,0.06547006197194301,0.36881667982343763,0.17740675794771635,0.05823373345879713,0.08301679149875951,0.06468227899661153,0.06612652883975895
944,944,0.11738906392398463,0.18206099614285906,0.060102587318323505,0.19884019929682092,0.2864670246112925,0.06740096181213351,0.05055632760653335,0.037182839288052646
945,945,0.11739251238921261,0.1820598611653367,0.060103516716683396,0.19883769951112976,0.28646746614513624,0.06739995886506973,0.05055631421103905,0.037182670996392504
946,946,0.1121765138713812,0.49155076077632937,0.062285571466049294,0.08899886844477159,0.06781282452207842,0.05917071679723345,0.046051720409032645,0.0719530237131241
947,947,0.08040036642307503,0.05673565111838054,0.037615457073973256,0.2932988554230205,0.3940370295621849,0.03765983458404871,0.05537420302362327,0.04487860279169381
948,948,0.5645507203088171,0.04938480911074683,0.038129056076919604,0.06049893418748709,0.08609024633541568,0.060081194535601325,0.05870518007909943,0.08255985936591298
949,949,0.14426471133418087,0.06503493639231332,0.07444120655439375,0.18037433947529424,0.10826296096468482,0.06074739517001572,0.049282180242197486,0.31759226986691985
950,950,0.130222432910241,0.06236580273283263,0.06810007372304806,0.4229017381437242,0.0840431811687518,0.07156967787449346,0.06934035629796723,0.09145673714894141
951,951,0.06190196828218901,0.3866534261600073,0.23287709365513398,0.05803914262414943,0.06737236714217672,0.07099273536272682,0.059527577854942365,0.0626356889186742
952,952,0.3740998622824575,0.09645885241078755,0.06453228800145595,0.07350715678776883,0.10159599281340422,0.12378114512168804,0.10866226340148964,0.05736243918094817
953,953,0.06397949201309339,0.04484229241869488,0.1669978279951025,0.16720812690321563,0.04574215710248427,0.08601994738902792,0.2945047962654906,0.130705359912891
954,954,0.07204770630207841,0.04313421161588896,0.06164190397572572,0.07560800057587264,0.06327832244277459,0.08369271156917783,0.5432130004058007,0.05738414311268122
955,955,0.04591133142200384,0.05204883870858939,0.0468744450210506,0.07030945005120355,0.0728234767863093,0.05929408227022741,0.5624904107513807,0.0902479649892352
956,956,0.04591213376437654,0.05204973037646887,0.0468736049654524,0.07030304151920742,0.07284040875754487,0.05929115221973752,0.56249155969835,0.09023836869886241
957,957,0.05424798038549552,0.043063425675429846,0.043963441737079896,0.07003518536248343,0.04421203065678954,0.07454134376347653,0.5824061253628718,0.08753046705637338
958,958,0.09458717200237637,0.05023490830810402,0.27971708271024265,0.07229352278449265,0.053677744655004425,0.06084634621408202,0.3225041421210779,0.06613908120462009
959,959,0.13942621317800552,0.4572725721821583,0.05161316354016986,0.05591007165095099,0.06130768920191929,0.08627459159360559,0.0687851435224687,0.0794105551307218
960,960,0.048349486698267094,0.06473350620150664,0.11544852693856333,0.05221465749337437,0.04854750204365233,0.04449809377101444,0.578043769418634,0.04816445743498789
961,961,0.04856039060374007,0.03700681269799616,0.12911024795976248,0.0770603295714768,0.049201257323661055,0.04495833338000243,0.5716096891237754,0.04249293933958553
962,962,0.04416606392969632,0.05227307298060297,0.4950646964596086,0.11594843306939571,0.07278183453996635,0.07286352582130658,0.07897927735498421,0.06792309584443917
963,963,0.07474911718070582,0.04069909361630623,0.1729631615633981,0.2285245290642124,0.09834807400361459,0.058287445351149866,0.25972944128453324,0.06669913793607979
964,964,0.0613215142669694,0.04972054509119594,0.41771552639021997,0.12788379648949103,0.11712934089811586,0.08704841844533633,0.06495199729523944,0.07422886112343215
965,965,0.09661684803301017,0.33330866225211114,0.19076090863371062,0.06649722816329864,0.09365386358155087,0.06634461065668053,0.0700131408029661,0.08280473787667209
966,966,0.08672115693376489,0.5251186248884009,0.07991297669132695,0.04933033121522039,0.06054021058489533,0.09452865174234437,0.04931623203845467,0.05453181590559241
967,967,0.1713693925616529,0.3871770551613888,0.07172693481132918,0.06503155725693788,0.062056668518470026,0.0703707028769362,0.10552105949924699,0.06674662931403794
968,968,0.1297672627729701,0.46909986118650826,0.04944668984263482,0.04851224376143907,0.07507480165414562,0.13860280852387577,0.03991156166007648,0.049584770598349835
969,969,0.10518054824860419,0.4905605912685091,0.03984725509178592,0.03735851369909046,0.08527081937962165,0.1550926317764591,0.05026194364135887,0.03642769689457083
970,970,0.042462503918681026,0.044886268510279846,0.09900189384445301,0.04896452026929953,0.04167860945994148,0.03916914235277503,0.6413555880357815,0.04248147360878845
971,971,0.11577772514150421,0.259295035523981,0.05306471539828385,0.07334406743590684,0.18110950413549157,0.1699322873837339,0.050466886317833796,0.0970097786632649
972,972,0.13003065932806743,0.23798836280680402,0.05235917005610868,0.07928007733487037,0.18031736418430944,0.16790142792172547,0.04925829110345262,0.10286464726466207
973,973,0.18272375029136834,0.13599326967470107,0.06679644080727343,0.07776222936998961,0.11085792935307483,0.25904618098549104,0.07278680417554048,0.09403339534256117
974,974,0.18272365273007057,0.13599294542425078,0.0667973719966879,0.07776140758565978,0.11085889612848103,0.2590462335698384,0.07278632658674379,0.094033165978268
975,975,0.06537949734301071,0.10584744385312997,0.06488715725700409,0.09685179249516519,0.17777233167691564,0.3521818025823124,0.08344187114217515,0.05363810365028689
976,976,0.04376463028418706,0.12664095182130822,0.04608511613890958,0.055117146287258924,0.08302471089676568,0.07084533287681864,0.04522083340336941,0.5293012782913825
977,977,0.15907950606307944,0.3476739277328456,0.0467423241142853,0.1136546042172773,0.0650829640027614,0.13116447513560217,0.05840843809424079,0.07819376063990813
978,978,0.6265507006714689,0.06432984598336175,0.04616164583432937,0.048340527632044376,0.06988292451317059,0.043843568183568195,0.04306136502161728,0.05782942216043964
979,979,0.047571300016673826,0.05068960236461578,0.054803781037053335,0.05395021591728378,0.1253989535955844,0.07725549410038506,0.09448547484260172,0.495845178125802
980,980,0.1107435090921249,0.3420479526183246,0.051665547108123246,0.2436788335950565,0.08549371543440007,0.06348094684582238,0.05988024279311007,0.04300925251303826
981,981,0.05032393476827525,0.04491867614075139,0.37518767281422555,0.22794918048605076,0.07369356637381982,0.056015691496293096,0.1240111048094511,0.04790017311113301
982,982,0.06004446771988396,0.04724973113248513,0.07086382290471746,0.08699360058768313,0.08258129260889586,0.06169581264859779,0.49388955144502983,0.09668172095270679
983,983,0.04817084545512599,0.030635075338103137,0.0805233456126861,0.05985926011765604,0.06579027048158803,0.03696158681983089,0.6283715837866058,0.049688032388403955
984,984,0.09861139423322507,0.0737415779704782,0.3325745021580858,0.23201430256002029,0.09423006811218677,0.09091698367584522,0.04064011960672166,0.037271051683437015
985,985,0.09714266051186413,0.08625616295008046,0.28162886128540576,0.26689197126266206,0.08339975908544152,0.09894199043654299,0.04450528575705795,0.04123330871094506
986,986,0.11282163766420811,0.07023872728198488,0.17718063100594703,0.3180240510649736,0.05852088220397446,0.06302681097791082,0.07460886482016557,0.1255783949808357
987,987,0.04442805250558435,0.04718620462525977,0.11044804636806368,0.5409548511929464,0.08296638594839918,0.046921977167886486,0.08264008979853901,0.04445439239332102
988,988,0.056963179986592824,0.05383394111478839,0.04760098921184301,0.053906238321552453,0.6136702565832055,0.07736866531615132,0.04709576100876226,0.049560968457104324
989,989,0.027408679039176046,0.04654837340441698,0.020013760220184473,0.04538906660757222,0.08576199539807282,0.6152491003687246,0.11131887422727439,0.048310150734578484
990,990,0.05936919440635004,0.06768515406717257,0.05989263037142342,0.08904253884470534,0.21306194453738236,0.391265394378484,0.06109911252848327,0.058584030865998976
991,991,0.06063215858802414,0.07994492381796825,0.04506670151378904,0.2479689659394522,0.3948264898603699,0.05848223302884103,0.04894641220641517,0.06413211504514013
992,992,0.11051263709589085,0.10027027780780068,0.10047928876558089,0.08657768843211633,0.07214918170597706,0.12959494517191866,0.3481833613917243,0.05223261962899125
993,993,0.061457740439614925,0.29244182320731726,0.07183283017678364,0.10927147557865555,0.27327570139741864,0.06329792372217924,0.06241064626154507,0.06601185921648584
994,994,0.14428923947866187,0.11294744651705492,0.0730631291150289,0.3769656250478819,0.08531441150987118,0.06808748031709548,0.06504477020308172,0.0742878978113241
995,995,0.04013461321166725,0.22365549337129192,0.041380386567433355,0.053276392964477455,0.34477976340609023,0.21678410533948894,0.03872738896392174,0.04126185617562902
996,996,0.051920211393235896,0.05705442766537936,0.515882922818185,0.12373895606867993,0.08029238646505048,0.07961427122472413,0.049280382498748845,0.04221644186599624
997,997,0.5380849286298542,0.07042151586059829,0.06475609901402056,0.097452167179494,0.05358965758112631,0.05746795683292037,0.05309328425931189,0.06513439064267441
998,998,0.08775571525067635,0.4695396322269825,0.04681076249126963,0.05513765130714003,0.16797110985909108,0.06309827035602461,0.04643751370470718,0.06324934480410863
999,999,0.05757243732996928,0.06094573178263888,0.0479649889841063,0.34124947892430657,0.34191304519295623,0.07178067872605885,0.03945440523938012,0.039119233820583854
1000,1000,0.11060956995925468,0.2719764428268534,0.06005270443025477,0.11829498737423057,0.23658701591098347,0.09606862273745966,0.052286496310345376,0.05412416045061804
1001,1001,0.05558607935145738,0.0798522254145079,0.0543123908095827,0.5600937978075244,0.06733545014425166,0.05007824626334239,0.06045089800061188,0.0722909122087216
1002,1002,0.4036355339002394,0.10354681383993977,0.05260705826911337,0.15785517363150517,0.06490421852357117,0.07947263353136243,0.05722605558967036,0.0807525127145984
1003,1003,0.09238771091847593,0.04560126526040008,0.04880118330312001,0.27902248851556544,0.3797881516270978,0.0506723658274313,0.051746538687192506,0.05198029586071696
1004,1004,0.08275430247505382,0.04927377922485509,0.09945816853339579,0.36401624787202713,0.08996329461155834,0.0796497793705573,0.12395307397139736,0.11093135394115505
1005,1005,0.057662148329428745,0.07208386906878075,0.06152449412674203,0.04536265423510838,0.05264079175876443,0.07015716931483969,0.5720241276211065,0.06854474554522949
1006,1006,0.045973229383526874,0.03889029826035511,0.04869157857559734,0.07195730847065003,0.047567168252798886,0.07913338886000368,0.6256255180248962,0.04216151017217182
1007,1007,0.11457817519992712,0.5044198248228431,0.08569049142047176,0.05667186284778395,0.07048553864132343,0.05153741932509534,0.04477247105835039,0.07184421668420485
1008,1008,0.08914481504501563,0.3759824262041734,0.07904760932821257,0.08727795880521556,0.09285830757577408,0.11245704445287866,0.0743330548289932,0.08889878375973677
1009,1009,0.11184354905694174,0.07105665456337301,0.18201989248588474,0.10368948881854463,0.10705172968694149,0.06215249058772344,0.30124981080107316,0.06093638399951778
1010,1010,0.11793482301492234,0.04029381908599648,0.256921828930871,0.10132163771776267,0.0816886295124283,0.11109087968295488,0.23595665825626275,0.054791723798801616
1011,1011,0.09480682568761975,0.04974293647125023,0.27964333861807117,0.058064485686830106,0.11667381149089587,0.06906354959029438,0.11984397150305491,0.21216108095198363
1012,1012,0.03889934545394078,0.05232662399490912,0.06518941814951988,0.07706327607829395,0.05823999561321249,0.04473750032716134,0.5823290902361652,0.08121475014679713
1013,1013,0.05245017078644609,0.054822735278310664,0.08889776723304402,0.08207939777387323,0.0673032718640603,0.05603337130922966,0.5562064470435565,0.04220683871147955
1014,1014,0.03869797391906871,0.038389302369562124,0.05363460750324048,0.053466771604464364,0.049217644671867455,0.03515467008916817,0.6918881607836072,0.039550869059021714
1015,1015,0.06157500783260194,0.052662013489186844,0.07072548972284506,0.06648860494037834,0.058211188846279904,0.05938488193149045,0.5697182112333541,0.06123460200386344
1016,1016,0.07428278015695111,0.06491805727295229,0.05474183960236081,0.054962227530770014,0.07935616909512497,0.047818768101897176,0.07439375888145126,0.5495263993584923
1017,1017,0.22692687364395286,0.07258853888838539,0.07699670172017768,0.10435700840371677,0.2809034474242768,0.06202304105875046,0.10979010890707627,0.06641427995366381
1018,1018,0.11993420035740679,0.0501621438920357,0.04913421511885831,0.1745092805574392,0.40379496013600175,0.08179948435233532,0.07393121899629607,0.046734496589626896
1019,1019,0.11750103865066128,0.076096812264906,0.054211637099858254,0.05954464345590521,0.38139865227165076,0.19358317211341314,0.06375385049933739,0.053910193644268106
1020,1020,0.18129757426969573,0.1689866390256218,0.03842925025807453,0.0985989773466955,0.33857502987985705,0.08272267163683078,0.04160428315772191,0.04978557442550264
1021,1021,0.07718322386418296,0.06013828466968754,0.25613266137844554,0.2613213232775396,0.08399949050549438,0.07236141887376694,0.12717777335621397,0.06168582407466909
1022,1022,0.23303083631529015,0.0761390532302089,0.1010449398208495,0.3535073804496052,0.05325032284402156,0.07910934582267012,0.04877671020139849,0.05514141131595615
1023,1023,0.06142627327370708,0.17443320339452184,0.06864039925122462,0.3552438814034532,0.04147894498763113,0.06769184015162495,0.13840963133350953,0.09267582620432756
1024,1024,0.05717518970650317,0.19635914570366184,0.08990838830943113,0.1991042628633722,0.1212373736413589,0.05930268720601361,0.18668061125110494,0.09023234131855426
1025,1025,0.0555275645885503,0.09789518833456465,0.07455129450481425,0.41340478793221064,0.044501108558316765,0.06347812851303962,0.12496629700626342,0.12567563056224026
1026,1026,0.08079008348472821,0.08995244646470298,0.12898616502690097,0.3016416917324337,0.08365298535740676,0.06948874765482309,0.15238484084773884,0.09310303943126545
1027,1027,0.053529572860573166,0.13423730150888158,0.10343622592185289,0.22434533186613995,0.08780467705556412,0.0986826215371109,0.1466102891246114,0.151353980125266
1028,1028,0.07007598861966387,0.2735957978902697,0.08320336946226557,0.06537615772576844,0.08602626421262032,0.1394790671075725,0.06507524563684262,0.2171681093449968
1029,1029,0.053375776787032855,0.4145127485190155,0.05337145783381919,0.05801889784816542,0.17654108826628276,0.09805138233572852,0.05885792873782074,0.08727071967213512
1030,1030,0.07401172084106013,0.33554860045777213,0.07413148782862113,0.12770421929483491,0.1977049409624754,0.07926041475317527,0.056177236808685506,0.05546137905337558
1031,1031,0.05859991677077486,0.48183465045418994,0.0514172642265939,0.05836614653893562,0.10608372620536947,0.0887799652104464,0.07372729948399281,0.08119103110969696
1032,1032,0.04978584478236831,0.054766139136476454,0.07794785009613793,0.21685204918944184,0.37872565631940236,0.08869098644024155,0.05215923941948544,0.08107223461644598
1033,1033,0.13915278724993324,0.3234974135954816,0.06709144799374264,0.05816074897909827,0.09919989025348457,0.19422822001606452,0.05306669012242518,0.06560280178977
1034,1034,0.2837574133183339,0.09292914422001074,0.2547211618366805,0.06013385667680951,0.10929007767364045,0.0777459473338944,0.0655475993042505,0.05587479963637999
1035,1035,0.06889957836152798,0.19866432029953002,0.06763796493930671,0.0756878794550048,0.34606923088856023,0.11818144825381557,0.06859994934391583,0.05625962845833877
1036,1036,0.07387526824306985,0.11208675788184756,0.0667616302378799,0.07353646952311356,0.16444387052517737,0.39683708488333175,0.0684830860864934,0.043975832619086726
1037,1037,0.09166768973671784,0.06710277857130613,0.05638377219579256,0.0635803020899901,0.0439404811632516,0.0510680699808592,0.10711340115107777,0.5191435051110047
1038,1038,0.040462579052081844,0.05941795464313207,0.46825388448012856,0.07901391019210109,0.14575333276592814,0.0683356354939689,0.07091204022506212,0.06785066314759731
1039,1039,0.047359466424495886,0.06177875450040833,0.039269201849899585,0.045881416244631906,0.47342982037060083,0.23611005317456824,0.04269289726989151,0.05347839016550381
1040,1040,0.12918037263743648,0.06246945323500248,0.07601664998413775,0.29520013725323346,0.23593442098398237,0.0631182124474697,0.0820989264673684,0.055981826991369305
1041,1041,0.1748106521073868,0.1383659461797321,0.1395916709009171,0.10957519739512657,0.0863172521946968,0.09476696525291357,0.14266699693953003,0.113905319029697
1042,1042,0.3699690757292021,0.25022023519164455,0.059971734940698636,0.0535740739049863,0.05296612042541241,0.09219233516455828,0.05150642124095248,0.06960000340254514
1043,1043,0.04838701676484043,0.06351801693780598,0.09599315349416288,0.06702960215231087,0.07662400137396787,0.0681108664102863,0.49539216674131253,0.08494517612531317
1044,1044,0.05119623090165112,0.040048972814172745,0.03653584370225907,0.04763532325352095,0.0465045842582965,0.04185458198975706,0.6610031108481458,0.07522135223219686
1045,1045,0.06007123792322298,0.06495227251774836,0.0453558571443059,0.05757391605509349,0.04977552313799904,0.05374625845641543,0.6177836059575118,0.050741328807703094
1046,1046,0.04251418198310432,0.043761469935582484,0.07908941407220053,0.07119292757346089,0.037786010613543725,0.06133165231859819,0.6179896754845049,0.0463346680190049
1047,1047,0.12232973298896557,0.06244836052366678,0.08759307468107158,0.2609141783198781,0.23877182676967737,0.09598242690029515,0.07743134338342102,0.05452905643302431
1048,1048,0.054340908086462275,0.08794217319366668,0.09503879080656137,0.12366129654673928,0.13599582946226718,0.31623491789503433,0.06314481388785699,0.12364127012141199
1049,1049,0.05140783711560559,0.11200724767719014,0.056839620088722766,0.057261969291115954,0.10878768487642936,0.4741385763592172,0.06065999485534845,0.07889706973637055
1050,1050,0.06130142641778544,0.06376562340757926,0.03592449052429645,0.030591052657358068,0.017953146015604358,0.2625325288599345,0.495724784759417,0.03220694735802505
1051,1051,0.37354741971347344,0.10085688358718992,0.07006552868173782,0.22208003779826493,0.06065556931767811,0.049191185571684705,0.06496814939935132,0.05863522593061984
1052,1052,0.05878635263275547,0.05759396796939136,0.07003025044464917,0.06642678680181688,0.05017305387215107,0.04970205135606731,0.546078027747759,0.10120950917540954
1053,1053,0.0704505695151911,0.04225304351377585,0.49633070222897296,0.09134220088890553,0.1228994657172043,0.06671308830050557,0.06446201710998857,0.04554891272545603
1054,1054,0.07847023016709591,0.12389519908987512,0.055571219323298525,0.08759884313352083,0.055692508804982985,0.11391402690254465,0.05166099901482991,0.43319697356385195
1055,1055,0.04446678459677903,0.058198719762355265,0.05128430187471966,0.09409865147584101,0.5770608709424124,0.06391110990494091,0.05523790458568704,0.055741656857264864
1056,1056,0.053159765637273135,0.10523409139868818,0.28566478179747523,0.0672023753725417,0.11927166082837151,0.11053851157010433,0.0878346782970465,0.17109413509849944
1057,1057,0.09811417015167932,0.1068565551393169,0.05062327145987874,0.05609379448027609,0.09588561689198552,0.228441023473729,0.047711106117684934,0.31627446228544936
1058,1058,0.08075984645507607,0.058308163693561954,0.12085951008369515,0.4620456099879828,0.07686640479835224,0.0719302372952144,0.06563011267495256,0.06360011501116496
1059,1059,0.0512450563128361,0.040121682245528464,0.09089985965825707,0.046556288966572976,0.03626440693121063,0.03631253661190584,0.6603359251935554,0.03826424408013359
1060,1060,0.05627545412464683,0.04345507932909194,0.4228951008423068,0.10837637405914491,0.07244852748185905,0.044127571246587234,0.1677587995323551,0.0846630933840083
1061,1061,0.060426642319303246,0.04692090344870236,0.04661129841242129,0.3969033057854962,0.17925785065929578,0.0749641233665043,0.06294711599763547,0.13196876001064134
1062,1062,0.07668942064650193,0.039603887474487086,0.04368016394266919,0.05661559416161944,0.05262680936304292,0.05280021193754944,0.55940121021604,0.11858270225809012
1063,1063,0.08059652858160012,0.06810173776913367,0.09663221367931558,0.10461634731578395,0.08790146754888876,0.0848484505637371,0.40317712789064897,0.07412612665089179
1064,1064,0.052066533249127384,0.055398582900416465,0.6001712898328669,0.047965996714878494,0.04196116353841361,0.048688137331498904,0.11926843865632386,0.03447985777647447
1065,1065,0.10457029893859841,0.059493852843830186,0.3571406915447782,0.09552798540209974,0.05824426457865588,0.08606313607069085,0.05790259619982062,0.18105717442152616
1066,1066,0.05747442778914093,0.045114567799442715,0.07173394438794478,0.04977740162859032,0.07766073051418378,0.0640408335037755,0.5377071507710035,0.09649094360591852
1067,1067,0.11927619292449525,0.08787409949584242,0.07175326107969487,0.06544845655189706,0.09344701069877051,0.412034572404248,0.06442408159099894,0.08574232525405281
1068,1068,0.06469642732887335,0.062207678292162,0.044285438583441375,0.24591811654044685,0.4291899864270712,0.054985892077507134,0.04440161617493609,0.054314844575562016
1069,1069,0.42684972348401834,0.15006307233767668,0.05896150001932548,0.09501727877002923,0.06317711500792832,0.07985533140051537,0.06216167043392511,0.0639143085465814
1070,1070,0.0449316508897568,0.04576261778771964,0.05937685280682709,0.06509799825771556,0.06232852926731769,0.04523607051021205,0.047501897090197025,0.6297643833902541
1071,1071,0.0794440272890533,0.0816938480612369,0.08110819073115336,0.07822713757629363,0.07428834183056525,0.0647505704189037,0.08739869810486484,0.453089185987929
1072,1072,0.08665901101729645,0.07274977511565027,0.06331719613167244,0.06977523917201373,0.07179205807249166,0.06166536926292897,0.06467362476594887,0.5093677264619977
1073,1073,0.10521998296054447,0.05581411669152738,0.05593367986198084,0.07000505767144298,0.05257432181969862,0.06435922957558543,0.06355165946308644,0.532541951956134
1074,1074,0.08084658337402506,0.35595756254103056,0.07912621946001694,0.08122279943333519,0.10797085563827476,0.12848578532350238,0.07836773431195952,0.08802245991785565
1075,1075,0.07789583373431593,0.051360067590117596,0.3793740850060263,0.09200304205961861,0.03706895848404937,0.09945461676404727,0.06901493713671565,0.19382845922510925
1076,1076,0.08879197708203193,0.14007204636978268,0.05685248022377309,0.0657632761677986,0.09475023664805146,0.43670359389685365,0.046593245607160924,0.07047314400454774
1077,1077,0.05109115170340475,0.04045408131016494,0.1296660195423831,0.07957577926493294,0.06262878096337497,0.05523198972610739,0.5334830563545583,0.04786914113507379
1078,1078,0.08587081493800036,0.051975455241792604,0.07504702654096734,0.09229808514114918,0.04518411567972317,0.08813069640039373,0.4888644112544317,0.07262939480354194
1079,1079,0.05443260084317377,0.18609894831675985,0.049563186650796634,0.04888206865779058,0.03532458730598548,0.06124111767498067,0.5342094222276386,0.03024806832287454
1080,1080,0.05443256007669722,0.186098895319401,0.049563894623568805,0.048882263567567134,0.035324429945217194,0.0612408853933104,0.5342090314556702,0.030248039618568066
1081,1081,0.18146103628840732,0.06132872181289725,0.15809650231880892,0.3135576012921995,0.06773694261872985,0.0515210176277092,0.06900022124257185,0.09729795679867623
1082,1082,0.09899255591357693,0.28425792834866964,0.09700531121341514,0.08709834949300203,0.10976707664027663,0.15830199781904647,0.07464760218542241,0.08992917838659079
1083,1083,0.08037970736837036,0.16681292720138707,0.03912893910987211,0.08925509522150926,0.3957068584886141,0.13762791344517727,0.043618955322608004,0.047469603842461815
1084,1084,0.28868442192207616,0.10145984564170633,0.09157444132802406,0.07211650006103047,0.06310746717201386,0.23116159994295807,0.051729390074010596,0.10016633385818036
1085,1085,0.0390812676226769,0.09606102124460864,0.060276273880701024,0.09472087175399253,0.08385039912826978,0.35060154976501867,0.04141306682718737,0.23399554977754508
1086,1086,0.09164953448120197,0.07119834286850309,0.07814149255747117,0.08281059379016016,0.08634390646424744,0.10386507888783597,0.05780601431564729,0.428185036634933
1087,1087,0.06271701704117677,0.10414300491265539,0.05495106567429972,0.10468003689213459,0.42538268180510025,0.09698379952600887,0.06933423030050861,0.08180816384811579
1088,1088,0.05897579817987629,0.2847551222464611,0.06379271654734912,0.0779212518499658,0.31501986472484544,0.07942481078335632,0.06403229469616807,0.05607814097197768
1089,1089,0.04838056256619202,0.06428749544059786,0.04311265058180599,0.05569026798314661,0.36961369949050543,0.28654122151035843,0.056679980739665604,0.0756941216877281
1090,1090,0.1248693993895708,0.13796939849769016,0.32377485702162295,0.11694998540684544,0.0740855619315617,0.09910436170558118,0.053335066890361126,0.06991136915676664
1091,1091,0.06615780658101453,0.05175476529989896,0.4260637974864105,0.17640181055521992,0.07786780982847409,0.06650231478858912,0.060475577954765554,0.07477611750562743
1092,1092,0.05926582448870451,0.05490683996311363,0.42663710810717176,0.19091400579405143,0.07846435138024142,0.05596399742422177,0.06459542209924514,0.06925245074325038
1093,1093,0.07867577248878468,0.15795097592810345,0.4525606655611687,0.0744177442229716,0.034805097609779775,0.05585639733695804,0.07754990289567626,0.06818344395655747
1094,1094,0.12231321554847412,0.05183829527695319,0.14857127137220075,0.39196096552525844,0.07924229628413719,0.05719892812719997,0.07322768206646225,0.07564734579931415
1095,1095,0.27225593492199945,0.10354262340559393,0.14255641380308606,0.23099801806469236,0.08353591732365426,0.06718523756772782,0.054940427709831714,0.04498542720341446
1096,1096,0.2821942557453755,0.10310286055132227,0.13684367632216693,0.21930211358024113,0.08213343467779462,0.05879466782397335,0.07171225033437484,0.04591674096475127
1097,1097,0.05708660079282837,0.3042415548675316,0.07513566964572707,0.2680212214165933,0.0605083276910776,0.09777301152639423,0.0780423278701884,0.05919128618965932
1098,1098,0.14169902754518826,0.046434752326869014,0.0907914055779427,0.28249672451317565,0.050074427434850306,0.07718570229906906,0.21387214101206362,0.09744581929084123
1099,1099,0.07081288333338583,0.09232316089514457,0.06713853668387669,0.06016965910797184,0.08717131520124495,0.37707046136838607,0.10311763263384316,0.14219635077614684
1100,1100,0.046792257475534685,0.05384726954452645,0.0817025427549368,0.04712406495625914,0.043481901367889576,0.07145356946941303,0.5462097487985522,0.10938864563288807
1101,1101,0.05380636148886707,0.07403017120237781,0.4740165962318595,0.06252052411859448,0.04180787251974617,0.04785704981001563,0.1530799999666607,0.09288142466187863
1102,1102,0.07091921191973809,0.0662999959222721,0.4342247671406647,0.08806126827485256,0.07898326262459124,0.07776762280438099,0.10385305844834454,0.07989081286515577
1103,1103,0.09661059877148447,0.05071506005741544,0.436406770135922,0.16309782430109238,0.07079054752610214,0.05636265627053946,0.049707208611629444,0.07630933432581494
1104,1104,0.528946157851961,0.056093788166545686,0.05252169560031776,0.056699486385684505,0.10736281605992475,0.08520213615583597,0.05427564124043438,0.05889827853929595
1105,1105,0.07718442151149665,0.09494523463407403,0.0970338566621048,0.08471916462231821,0.09597267470439595,0.08446444576120883,0.06635634913915386,0.3993238529652476
1106,1106,0.10202689248578632,0.3003366699153036,0.09466109669059006,0.07082882867420935,0.0668235677993771,0.22075840597538332,0.04578792861577085,0.09877660984357924
1107,1107,0.05328458880196664,0.08127967242236311,0.06988141018891007,0.4877963027509946,0.10312206944850492,0.038967493627690045,0.07264917360223605,0.09301928915733444
1108,1108,0.06279472845994909,0.1855833413250987,0.06323217776499991,0.1636400423732227,0.06328853502052473,0.06791006049229137,0.06742161247043765,0.32612950209347596
1109,1109,0.28096643088536094,0.09787965248924245,0.06354415837121027,0.04289201368310422,0.2869748476229145,0.10126103502893961,0.06198052566889202,0.06450133625033594
1110,1110,0.0663463875256097,0.11002227365577538,0.06121029234765549,0.062472147555232005,0.13449955393905216,0.09243122017143464,0.05532814784243885,0.4176899769628018
1111,1111,0.06890476917749916,0.057139789149651045,0.0840333477852678,0.11786074786890265,0.10561677265961404,0.45310218294069204,0.049225424518157423,0.06411696590021586
1112,1112,0.02927803518484648,0.05076364001621023,0.05593626981089669,0.05716916973920812,0.3176439765943601,0.39272396485163474,0.044833215903847264,0.0516517278989964
1113,1113,0.11505280507789506,0.3469814808220244,0.04488291704070863,0.08427081775036759,0.10300938383230693,0.1733686141808099,0.04218074685218061,0.0902532344437068
1114,1114,0.3873199398472454,0.07811146888327868,0.07755792640610393,0.08414743392681338,0.11355841424689885,0.09249301413039757,0.09277646736049158,0.07403533519877051
1115,1115,0.5296208703007373,0.03873072683580451,0.06611744872334115,0.05889463001474941,0.08984821372886391,0.0544740242832163,0.05867595667482515,0.10363812943846232
1116,1116,0.45391909195322866,0.07819156552196796,0.047173166840126,0.054437102841144974,0.16171757726767239,0.11168994343272189,0.03729274916040993,0.05557880298272827
1117,1117,0.0766168869695525,0.1993342378464114,0.08440554116877055,0.09090228350421237,0.1999367798725721,0.18769629868367357,0.08043944628220405,0.08066852567260349
1118,1118,0.08573291024797898,0.09789187781353445,0.09036224497399573,0.36097486286389646,0.0906221606564553,0.09447055455536334,0.04863997714329716,0.1313054117454785
1119,1119,0.05176793868512267,0.0478444191855652,0.04201237125303864,0.6578565010249361,0.063428632554601,0.03902148680218474,0.051439644328015274,0.046629006166536445
