,Document,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
98,98,0.08643727696573694,0.4428986868059774,0.05112326854926062,0.06420414926905252,0.1503092047634832,0.0805254093380705,0.06380211169890629,0.06069989260951236
99,99,0.11957024749741821,0.0560700325820698,0.07400633882840807,0.10650357167160443,0.05453876630086585,0.09059613642996375,0.13114809390287138,0.3675668127867984
100,100,0.13045602295680828,0.08946405654880056,0.07889583970327022,0.08834984860369595,0.09358336657933772,0.11428269396357567,0.08036239997942406,0.32460577166508753
101,101,0.08720840009783677,0.04806520458617611,0.09728500396983802,0.5543651592445765,0.05055502606378556,0.05111656869186875,0.06147500310607595,0.04992963423984243
102,102,0.16708149705775896,0.09103277837830116,0.06584006029406846,0.10715066407027057,0.0540148631904597,0.3251789097855121,0.13307269013680925,0.05662853708681961
103,103,0.054646522702465325,0.06618535090698467,0.3333081099767519,0.11270988978219576,0.06912746332537507,0.06679938242669235,0.23637087386239278,0.060852407017142215
104,104,0.08482591308727552,0.18101491255373028,0.04613148951594835,0.08258414761705937,0.055273987272088494,0.36906262656773253,0.05213194229452119,0.1289749810916443
105,105,0.043508424687987594,0.06309218306966827,0.04340369016405951,0.042611424667269665,0.15563077402599984,0.04965192759878344,0.038491333111497994,0.5636102426747336
106,106,0.04973713187391587,0.039633186300176274,0.046008748370808435,0.09801494719946914,0.5724541040952613,0.06949560100152728,0.045612721233353457,0.07904355992548816
107,107,0.40465887717381666,0.06224871822691568,0.10813527051425359,0.1695557626394316,0.053353541207303096,0.07298145300600999,0.07684056816483724,0.0522258090674322
108,108,0.1460759533994744,0.12555577324795805,0.05518425775857185,0.3572303674497463,0.1319499664999928,0.08068154077038375,0.049223255221825184,0.05409888565204779
109,109,0.1460763161387439,0.1255553948051412,0.05518426879444312,0.35723204912457385,0.1319480182900572,0.08068173517655834,0.04922322979203707,0.05409898787844535
110,110,0.38509808086443,0.0623253710825436,0.06042200976314035,0.16785042733377645,0.0691977237446901,0.06768734464703575,0.041327616692505835,0.14609142587187804
111,111,0.10177702551077708,0.14937024042345817,0.10332958688907261,0.06815229416572063,0.08749619330715229,0.09470932332876243,0.06990275203251231,0.32526258434254457
112,112,0.059647408695309455,0.05529778599990717,0.05961313746878865,0.06377350019061724,0.057135498346251076,0.14456092644711635,0.4819431270489005,0.07802861580310937
113,113,0.15115147730334455,0.20358113540959408,0.07239609265510674,0.2038003610033443,0.06993537779439098,0.08720727870145684,0.05414853594242039,0.1577797411903421
114,114,0.04128063838798318,0.07400144644110718,0.05423970751605751,0.07935712247506468,0.43824528405421365,0.15686101619668202,0.05563973563314497,0.10037504929574681
115,115,0.1231534024822639,0.07259738905519414,0.06861445868018926,0.05910699286361131,0.0806801261160045,0.09829043301392126,0.43871291024613973,0.05884428754267584
116,116,0.5925565414897025,0.06159018938347484,0.050658350111948545,0.08637027847301265,0.06412093944340075,0.04521576706854634,0.061376069539187755,0.03811186449072668
117,117,0.05792788065530791,0.49804193995738394,0.05781962499893382,0.08210268385260563,0.11518977335573767,0.05956129698322683,0.036756341781994,0.09260045841481025
118,118,0.1178168862926776,0.1807907787877577,0.13851368126154476,0.17380260299953287,0.09607774036690594,0.1135749160125382,0.09438650418722525,0.08503689009181756
119,119,0.14156771858440254,0.05281321939479333,0.077965316670983,0.06196314609453875,0.06133890046472275,0.08688755595364127,0.4428556162846947,0.07460852655222355
120,120,0.1330878188534423,0.17376254228669138,0.05245962562386463,0.1587235368624361,0.2272560556699926,0.12204120299555546,0.07089648618442133,0.06177273152359608
121,121,0.12868277554453558,0.07021321500034944,0.08127780982275166,0.1657894786251927,0.38444720248824754,0.07561259403739853,0.0424177353248408,0.05155918915668376
122,122,0.46485939107926344,0.07670707765041695,0.04449023139463764,0.1597974509265569,0.059658360424177846,0.05206929697503938,0.0826204941343101,0.059797697415597574
123,123,0.10041324315924335,0.0715376103673181,0.08525442304402975,0.30934625828696,0.09516848878035848,0.0869016677911349,0.046557947180834204,0.20482036139012103
124,124,0.46343040792362955,0.07940941759655176,0.04377955115065356,0.0885280342966576,0.1286368163857961,0.1038727398151242,0.05000908264142147,0.042333950190165726
125,125,0.3628506334765148,0.20695199983937748,0.07945554186910946,0.06571535958332553,0.05271252126072907,0.09455760884288097,0.06990741838353427,0.06784891674452839
126,126,0.40857254604630494,0.16372719794951948,0.06780873287783122,0.07724390311734658,0.061650567162471866,0.106709537988128,0.061955427265470174,0.05233208759292767
127,127,0.40857232948400507,0.163727305249221,0.06780963287555915,0.07724274078909223,0.06165086283336803,0.10670999268060125,0.06195504120480898,0.05233209488334416
128,128,0.4085728991072301,0.16372513752556087,0.06780994659309886,0.07724108289387906,0.06165109844135219,0.10671271387596727,0.0619550070019178,0.05233211456099368
129,129,0.47063237959011694,0.07004727364754083,0.06875464147886357,0.10786777656198214,0.07436494695858896,0.06662131315218664,0.06461039936916514,0.07710126924155564
130,130,0.38078558264004403,0.08428533840586448,0.056669617740348135,0.20357481978715322,0.07553344371137764,0.0764649040429001,0.058650700513247965,0.0640355931590644
131,131,0.0476937901486202,0.5405192263881791,0.053204865741878216,0.07208242104684134,0.05948278319716793,0.11395033183127964,0.04511163394816158,0.06795494769787212
132,132,0.3723011190983272,0.04676684488732078,0.32826172635472106,0.044773365370266605,0.038237641258258834,0.04296124092081212,0.04807300885755705,0.07862505325273624
133,133,0.09359183608568983,0.057657507587002076,0.4084343764037617,0.08324755105887856,0.0598780691346959,0.07046704830072782,0.17035538887220816,0.05636822255703592
134,134,0.0476958517924472,0.061209145652061064,0.060072491763547925,0.1006018280344544,0.5097044557245289,0.1074589768286015,0.04350747090755858,0.06974977929680015
135,135,0.04758371218687043,0.06078187201425724,0.05963212714824235,0.09677460918022664,0.5159374805653036,0.10654253361460661,0.04327725601552984,0.06947040927496313
136,136,0.5870990383387084,0.053816851760400165,0.08441036331051441,0.07108809021355464,0.04633405570586009,0.051154990971230115,0.04114264898058158,0.06495396071915054
137,137,0.17915765248218507,0.20884580829196134,0.06267884470558363,0.06827935776359269,0.0773033618779022,0.2533255232117889,0.061644317992169836,0.08876513367481642
138,138,0.07142172551963313,0.38120516546307076,0.07397370349748322,0.09517019386699788,0.13175510622096023,0.09227213677889072,0.07338248148583325,0.08081948716713072
139,139,0.06216921858933014,0.570151967907491,0.056126454853905064,0.05755766557995821,0.05460891085711471,0.07977675467736785,0.05645600234246186,0.06315302519237125
140,140,0.0907719999142487,0.36338806461405665,0.07371395323164118,0.07835200907340176,0.10886265118279796,0.14391568085720574,0.08691568504251831,0.054079956084129625
141,141,0.07492613475944049,0.5077509180447719,0.05581096521144722,0.10619652577137761,0.09202582628684856,0.055864841870601686,0.04746089813911662,0.05996388991639603
142,142,0.09495627671280811,0.09491820467014647,0.06459234481423407,0.06367044935563254,0.0800886592897022,0.08991245031552045,0.0747744525798106,0.4370871622621455
143,143,0.06011764019693953,0.23081172356578586,0.05686078280897612,0.055627119941415656,0.04391163477250382,0.08025686812899338,0.07273720206608228,0.39967702851930337
144,144,0.07256370699238393,0.22143522252677184,0.06934779314720582,0.06137324042744953,0.059304603765809996,0.10829549510595507,0.09267092586455765,0.3150090121698662
145,145,0.2526005279865368,0.10259926222415809,0.28224321465444446,0.06232682729072804,0.06401964635233857,0.07679791892552448,0.07497550031229712,0.08443710225397236
146,146,0.14574474390098324,0.1406078316724047,0.058428658143079876,0.05966720652993803,0.049917190198943036,0.07858978155565377,0.05849789617216213,0.40854669182683523
147,147,0.14343214060108722,0.27553844873740463,0.05507004065059142,0.0888438494138098,0.05867203671541333,0.2610017920422248,0.04345329127498783,0.07398840056448111
148,148,0.05007946182063652,0.05822024259644563,0.2127309164581202,0.3404141527982781,0.10930776523480007,0.09462092092287346,0.0914691614908341,0.04315737867801211
149,149,0.05419388235288257,0.10127557301771259,0.07792430457812882,0.08707593426821762,0.2772667307405223,0.2691040640813103,0.055470266103906464,0.07768924485731933
150,150,0.13475794077393827,0.237434294584831,0.09924525667022203,0.07689077635731015,0.0976073351653432,0.22631378489377046,0.06675697361463931,0.06099363793994544
151,151,0.09538572885270047,0.40593112433780776,0.07941772146023732,0.059636812994894185,0.08080497458546929,0.1543393813764802,0.06008723516344578,0.06439702122896487
152,152,0.07888565957863093,0.3146630429048633,0.06199908831651229,0.05109140581468418,0.23146459591419602,0.13384856291078792,0.05427723255275212,0.07377041200757317
153,153,0.04237918573708153,0.09744793540242185,0.08738146397212276,0.12661267770462192,0.4908053186949748,0.05050972121337722,0.04772021162369289,0.05714348565170703
154,154,0.05544779113963719,0.07827935263789651,0.08793345707539005,0.09335720393728802,0.42904880534867484,0.10530320285712871,0.07217083646824433,0.07845935053574042
155,155,0.13813272242273925,0.20314043067715198,0.06210662912504897,0.22230496576963465,0.14312427934542474,0.06588850208091723,0.038177225561286,0.12712524501779726
156,156,0.04557657733322651,0.3508129388622029,0.05032488121246339,0.03959838570550191,0.30539077053687125,0.09970146886620543,0.048413457360284864,0.06018152012324386
157,157,0.2932900756697145,0.23295869460342353,0.08936955309686341,0.12141175923042966,0.07112735583215778,0.05660250336213308,0.049930010032643454,0.08531004817263457
158,158,0.08396854151518326,0.3837625134322977,0.03541503514174293,0.08835614410484376,0.13058785926941216,0.08870771168562877,0.061120392807376425,0.12808180204351513
159,159,0.07616329039926537,0.30040082831560533,0.07679106435448384,0.0861999210890523,0.13493867779936375,0.1843424772412046,0.07137271570096125,0.06979102510006366
160,160,0.11226848168949387,0.09202218482728731,0.09237919642656235,0.15801177070911007,0.3688470390547941,0.052133387510120935,0.05504787049946361,0.06929006928316782
161,161,0.07983360621904194,0.04159597174764581,0.10024477122599415,0.1590298878477845,0.3947338296721442,0.14459652813761467,0.03886434257702892,0.04110106257274569
162,162,0.06613367989094546,0.06835864083764696,0.17760242873157567,0.04262941960881565,0.041780071785898654,0.42638101703997056,0.1275780366520144,0.04953670545313267
163,163,0.11027056675510913,0.2215585037850672,0.04046346834005418,0.05275101420678487,0.08399111009149304,0.3865984518409719,0.036813401224601756,0.06755348375591773
164,164,0.09045000207955575,0.08120953376828668,0.08407673428572447,0.31091799025591815,0.12307354735230028,0.14046826203395327,0.07197503657416092,0.0978288936501004
165,165,0.13545708300014772,0.07972148717209598,0.41515516346295733,0.13173374263102253,0.05347410755478999,0.04872914651939621,0.0635834266437447,0.07214584301584553
166,166,0.24604394145036868,0.07822262584946224,0.061469148016702876,0.08178284209039878,0.34210114782313134,0.08954586808628817,0.049960383152571154,0.05087404353107683
167,167,0.29493197469644583,0.08037777985592566,0.07914924194100234,0.11087429978330414,0.06725396830805162,0.08071848589499292,0.06739467306612114,0.21929957645415638
168,168,0.27801464873866555,0.07305301193282897,0.15871596987149517,0.12477477248864678,0.1496052084754259,0.06437473371445744,0.0845597766314025,0.06690187814707767
169,169,0.14204637839945602,0.14845129781058802,0.5033102346298377,0.050988739441446156,0.03867839495458268,0.03534902204088828,0.04603787588014303,0.03513805684305819
170,170,0.09977170631189801,0.11459145393683443,0.11976377964472198,0.08735799461374413,0.09456858194912224,0.1366084316314447,0.1277774196122856,0.21956063229994888
171,171,0.04895612237734176,0.182917567140314,0.029142421809031566,0.03777521511828448,0.2517291313889247,0.1360537885979455,0.0314778000457352,0.2819479535224226
172,172,0.056824881064545536,0.07785572088144516,0.04783798021087416,0.05430826299324131,0.22427299940945056,0.05421509355137662,0.08889557275592733,0.39578948913313944
173,173,0.045445466041155645,0.21545987207739553,0.05645137842496576,0.0689407355722912,0.3915744233907241,0.10103501698403096,0.050483980426768854,0.07060912708266792
174,174,0.3156780726295386,0.08111064161164096,0.05646766318975233,0.04351071651017187,0.34323617942152934,0.059329597692424484,0.048792959697713474,0.05187416924722898
175,175,0.056056529779865374,0.05942365084152218,0.03958669856384145,0.04876202006869985,0.20543294036749848,0.4838459463980515,0.05151166324942199,0.05538055073109915
176,176,0.16217445605871045,0.47786025488429495,0.04956319193348863,0.05228141353630204,0.06136166350356064,0.09479750339977043,0.05223573714658195,0.04972577953729086
177,177,0.05524084808912924,0.0702097259493438,0.2636657483739536,0.3049895510770937,0.13707522895855467,0.06126116062712196,0.05543964834157435,0.05211808858322858
178,178,0.16175856449454992,0.03704810063271429,0.2901083281356712,0.27257843029618356,0.05657871286249721,0.04410101238721362,0.05144144390948686,0.08638540728168337
179,179,0.05964439520127903,0.05953726402792954,0.0937052582906285,0.4179795978949392,0.090322238245732,0.07341811048026654,0.12169718364400955,0.08369595221521581
180,180,0.1551323071976776,0.4725956116514108,0.05278826109234176,0.04407605470130408,0.04543690403348037,0.13715400353178261,0.04280983577768734,0.05000702201431521
181,181,0.06781209224768066,0.04826293502949045,0.05334941316076088,0.32180244271936664,0.3239357363558744,0.05776074900003422,0.08214745623842871,0.04492917524836412
