,Topic,Keyword,Weight
172,17,date,0.01694365626266721
173,17,rock,0.014673692744223754
174,17,zircon,0.012728009728415078
175,17,monazite,0.0124037292257803
176,17,arc,0.011349817592217268
177,17,formation,0.010782326712606405
178,17,mineral,0.010052695581678152
179,17,form,0.008350222942845561
180,18,flux,0.05931632161771786
181,18,estimate,0.05296100144439095
182,18,lake,0.04862782859894078
183,18,carbon,0.03601348098218585
184,18,measurement,0.02416947520462205
185,18,rate,0.02262879152623977
186,18,net,0.01714010592200289
187,18,variability,0.012614347616754935
188,18,production,0.01203659123736158
189,18,ecosystem,0.011940298507462687
190,19,work,0.020674300254452927
191,19,program,0.020197201017811705
192,19,ucsb,0.017970737913486006
193,19,provide,0.014233460559796438
194,19,collection,0.014153944020356234
195,19,goal,0.013676844783715014
196,19,field,0.012245547073791349
197,19,california,0.01184796437659033
198,19,year,0.010575699745547075
199,19,effort,0.009223918575063612
200,20,record,0.025674894741187154
201,20,age,0.024436555766531826
202,20,ice,0.0180797490299678
203,20,glacial,0.015437959217369767
204,20,deposit,0.011970610088334848
205,20,change,0.010897382976966895
206,20,sea_level,0.010154379592173697
207,20,glacier,0.0094113762073805
208,20,date,0.009246264344093123
209,20,retreat,0.008668372822587303
210,21,plant,0.017981072555205046
211,21,cell,0.014826498422712935
212,21,response,0.01409043112513144
213,21,leaf,0.013459516298633017
214,21,growth,0.012933753943217666
215,21,treatment,0.01167192429022082
216,21,show,0.01146161934805468
217,21,mechanism,0.011251314405888538
218,21,damage,0.010830704521556257
219,21,increase,0.009989484752891693
220,22,flow,0.029507284030806345
221,22,surface,0.028393801614549505
222,22,wave,0.027094738795583186
223,22,depth,0.02421824255358634
224,22,wind,0.018929201076366337
225,22,deep,0.01614549503572423
226,22,current,0.01605270483436949
227,22,ocean,0.015217593022176857
228,22,transport,0.015032012619467384
229,22,observation,0.013268998793727383
230,23,emission,0.046427740283919015
231,23,source,0.02943914358855015
232,23,methane,0.026413777053758435
233,23,gas,0.021526646497556434
234,23,surface,0.020013963230160577
235,23,oil,0.019199441470793575
236,23,concentration,0.01850127996276472
237,23,measurement,0.015941354433325575
238,23,bubble,0.01407959041191529
239,23,release,0.012566907144519432
240,24,material,0.01728945900725042
241,24,removal,0.01236289273099089
242,24,nanoparticle,0.009667224391150772
243,24,synthesis,0.00864472950362521
244,24,surface,0.00827291318088864
245,24,solution,0.007343372374047221
246,24,particle,0.006692693809258227
247,24,capacity,0.006599739728574084
248,24,reaction,0.006506785647889942
249,24,structure,0.006413831567205801
250,25,water,0.20601057415824134
251,25,watershed,0.03886466932566552
252,25,stream,0.024580280122437622
253,25,groundwater,0.022725164641498933
254,25,hydrologic,0.021519339578888786
255,25,streamflow,0.020870049160560244
256,25,river,0.01511919116965031
257,25,storage,0.01446990075132177
258,25,basin,0.014191633429180967
259,25,runoff,0.013264075688711623
260,26,mantle,0.03283625945787115
261,26,melt,0.017042532872989055
262,26,composition,0.016381400132226547
263,26,source,0.015573349004627928
264,26,lavas,0.012120766913979284
265,26,isotope,0.011753470946889003
266,26,isotopic,0.011533093366634835
267,26,geochemical,0.009476235950929258
268,26,earth,0.009402776757511203
269,26,ratio,0.00925585837067509
270,27,ocean,0.05189086513555517
271,27,global,0.020549127957174926
272,27,phytoplankton,0.020290105335865997
273,27,export,0.019944741840787428
274,27,observation,0.01700915213261958
275,27,satellite,0.016059402521153513
276,27,particle,0.012605767570367812
277,27,surface,0.0121740632015196
278,27,situ,0.011310654463823174
279,27,water,0.011051631842514247
280,28,specie,0.10250287432563898
281,28,population,0.04483947996816132
282,28,plant,0.024851861678606174
283,28,native,0.017688157778367384
284,28,individual,0.015654019633855133
285,28,distribution,0.014150526222693907
286,28,dispersal,0.013708322278234722
287,28,invasion,0.012647032811532679
288,28,speci,0.012381710444857167
289,28,grass,0.012116388078181658
290,29,snow,0.0798161695741887
291,29,elevation,0.027011817670230726
292,29,estimate,0.018758206715438003
293,29,mountain,0.017914087413243292
294,29,snowmelt,0.017257550178202963
295,29,measurement,0.016601012943162633
296,29,water,0.016601012943162633
297,29,snowpack,0.015569311573813544
298,29,sierra_nevada,0.013787281935846933
299,29,snow_cover,0.013412117801538174
300,30,sample,0.06820617753093637
301,30,method,0.029523531131248174
302,30,analysis,0.02776965799473838
303,30,source,0.025041410893500926
304,30,collect,0.015687420832115367
305,30,determine,0.0152976712462243
306,30,analyze,0.014225859885023872
307,30,laboratory,0.013641235506187274
308,30,specific,0.012959173730877911
309,30,measure,0.011595050180259183
310,31,approach,0.0581800502390406
311,31,method,0.029576209383356294
312,31,develop,0.026497042379061666
313,31,framework,0.024147151770521028
314,31,tool,0.022688598979013045
315,31,application,0.019852524106636415
316,31,problem,0.019204278421521757
317,31,require,0.017259541366177782
318,31,integrate,0.016773357102341787
319,31,apply,0.016611295681063124
320,32,process,0.08423934927921398
321,32,understand,0.04139486188290247
322,32,study,0.035515825078521385
323,32,role,0.031569622292019005
324,32,system,0.02923411452041556
325,32,important,0.02834823226222115
326,32,understanding,0.02424095997422888
327,32,question,0.01973101393251188
328,32,interaction,0.01812031891761295
329,32,provide,0.018039784166868005
330,33,land,0.07715821650679877
331,33,impact,0.05554969958891114
332,33,change,0.02529777590386845
333,33,area,0.024665331506271742
334,33,crop,0.02403288710867503
335,33,yield,0.023295035311478866
336,33,potential,0.019500368925898598
337,33,agricultural,0.017075998735111207
338,33,scenario,0.015178665542321071
339,33,conservation,0.014757035943923264
340,34,map,0.03112083637247751
341,34,resolution,0.0237458465029581
342,34,image,0.01912634735391847
343,34,mapping,0.017181295080638627
344,34,accuracy,0.01685711970175865
345,34,spectral,0.016695032012318665
346,34,information,0.012967015155198963
347,34,sensor,0.012156576707999028
348,34,analysis,0.010697787503039144
349,34,level,0.01061674365831915
350,35,scale,0.09468094680946809
351,35,spatial,0.0920709207092071
352,35,distribution,0.04347043470434704
353,35,pattern,0.043380433804338044
354,35,temporal,0.037800378003780034
355,35,variation,0.02943029430294303
356,35,dynamic,0.024210242102421023
357,35,time,0.020610206102061022
358,35,local,0.01944019440194402
359,35,variability,0.016020160201602015
360,36,management,0.0398214157125369
361,36,resource,0.022611075106214445
362,36,risk,0.018002448332973285
363,36,policy,0.0178584287463095
364,36,human,0.01764239936631382
365,36,conservation,0.016202203499675955
366,36,strategy,0.016130193706344064
367,36,natural,0.015698134946352704
368,36,adaptation,0.01353784114639591
369,36,economic,0.013393821559732124
370,37,change,0.10355005329179306
371,37,climate,0.0855128310240223
372,37,climate_change,0.06026071984914323
373,37,response,0.04943838648848077
374,37,fire,0.04607690415675986
375,37,future,0.029187505124210873
376,37,ecosystem,0.02303845207837993
377,37,impact,0.02213659096499139
378,37,warming,0.01606952529310486
379,37,warm,0.01598753791916045
380,38,surface,0.04414216761737604
381,38,soil_moisture,0.03168056164984642
382,38,observation,0.021763931548924968
383,38,algorithm,0.018955682316805618
384,38,result,0.016498464238701185
385,38,satellite,0.015533128565160158
386,38,product,0.014480035103115402
387,38,band,0.013251426064063185
388,38,retrieval,0.012637121544537078
389,38,land,0.012549363756033348
390,39,effect,0.039233038348082595
391,39,environmental,0.028711897738446412
392,39,exposure,0.02369714847590954
393,39,level,0.02192723697148476
394,39,environment,0.02064896755162242
395,39,organism,0.01376597836774828
396,39,chemical,0.013569321533923304
397,39,concentration,0.012979351032448377
398,39,impact,0.012782694198623401
399,39,nanomaterial,0.012586037364798427
400,40,precipitation,0.04050809387344125
401,40,rainfall,0.027186120362481605
402,40,variability,0.027031213693749515
403,40,trend,0.020912400278832004
404,40,climate,0.020757493610099913
405,40,event,0.01719464022926187
406,40,tropical,0.01301216017349547
407,40,change,0.011618000154906669
408,40,extreme,0.010533653473782047
409,40,forecast,0.009991480133219734
410,41,difference,0.03979125896934116
411,41,suggest,0.03708880812599012
412,41,range,0.03569098872425683
413,41,average,0.03308172584102134
414,41,high,0.03289534992079023
415,41,result,0.029540583356630325
416,41,relationship,0.02767682415431926
417,41,ratio,0.02609262883235486
418,41,compare,0.02609262883235486
419,41,find,0.02450843351039046
420,42,energy,0.03481827721072212
421,42,environmental,0.02833158447009444
422,42,impact,0.022226461890680147
423,42,technology,0.02098635886673662
424,42,cost,0.015644376609749117
425,42,reduce,0.013354955642468759
426,42,level,0.012877992940952017
427,42,system,0.012687207860345322
428,42,production,0.011924067537918534
429,42,demand,0.010970142134885051
