,Document,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42
24,24,0.019777467939036165,0.042722134474372384,0.015830867641989186,0.0,0.0,0.0,0.0,0.013199507206875865,0.10420461055832589,0.0,0.01019559972528695,0.014505931673204178,0.025584278141973452,0.010697413999932478,0.1758426910828731,0.014563014248713877,0.0,0.010537994476281514,0.017462861513228112,0.028126689327080387,0.0511591286443695,0.0,0.0,0.0,0.0,0.0,0.11284072131242046,0.0,0.0,0.0,0.01016758563658679,0.015520672027498555,0.027690448066289747,0.023327027042114878,0.011934117088398168,0.01955950425886393,0.020399319933596526,0.0,0.0,0.01808236527983696,0.025623288554342132,0.015455802962362071,0.011521501100906831
25,25,0.0,0.0,0.0,0.024454397178272972,0.04830228326579061,0.0,0.01346121149694299,0.0,0.0,0.0,0.014899991824708882,0.011948852963622547,0.13324536795556494,0.011117246969200925,0.08642278564586467,0.017939401184327915,0.01091777683565758,0.013701840691193198,0.029715099314215357,0.0,0.18194908858838205,0.0388541272011445,0.0,0.0,0.0,0.01636090890264015,0.01488469312574668,0.04730016727004316,0.018336305741530598,0.01073280833541588,0.011588559884705328,0.0,0.0,0.0,0.0,0.012423295503247746,0.0,0.0,0.0,0.01597995162291708,0.0,0.038603811099564775,0.02426766579410925
26,26,0.012645973097050525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604572871931695,0.01396736820259152,0.037884199033036026,0.0,0.015266758971937093,0.013978855534340785,0.0,0.0,0.0,0.0,0.08682027009994049,0.0,0.0,0.3834984775170188,0.0,0.0,0.0,0.0,0.02609161839602383,0.0,0.0,0.04916134192499958,0.0,0.0,0.0,0.011679373441597245,0.07368868583919196,0.0,0.0,0.051452008136479356,0.0,0.024405650014383988,0.02228542318636786,0.01257759753481499
27,27,0.0,0.010365430667055964,0.01427351451927733,0.0,0.0,0.0,0.014250345333483799,0.0,0.0,0.0,0.030038646783839138,0.05599981267961989,0.0,0.0,0.0,0.0,0.019417393204752307,0.0,0.02277810609563943,0.0,0.0,0.014665986850016811,0.0,0.054162640715218716,0.01513001472828649,0.01100102946340381,0.0,0.0,0.0,0.0,0.0,0.031430623253440045,0.0,0.01269151093995939,0.023839509324896733,0.013888541808118545,0.0,0.010285051694945474,0.0,0.26696744305227427,0.0,0.0726758640196491,0.11637107281663749
28,28,0.016955319686174797,0.011643204124848759,0.02530704372957324,0.019170060498745017,0.011919358777348775,0.01226964118255097,0.022227081594546613,0.011882786716360231,0.01469183006083334,0.011130607790601849,0.011977782225856822,0.031972370617191666,0.018234095663022174,0.02574830660266829,0.04910916189313711,0.013385195893113181,0.013325200577743038,0.03244517362208558,0.011922708126020126,0.03962112383943663,0.01140213179040472,0.019893528012824933,0.013827608113601182,0.012885821278142688,0.018958075888027948,0.020602629724207105,0.012877892320737213,0.05560899738643362,0.013938758668550676,0.02115117074722474,0.12149851418064593,0.01683682669451848,0.012884358493286232,0.01393210408713602,0.01297166750970869,0.020446196908469348,0.0133460973907448,0.016278676145180113,0.019076361218530544,0.016983052660670617,0.04433093236266704,0.042288186494942766,0.04304235870148617
29,29,0.0,0.0,0.011519993650237512,0.46031297722562003,0.0,0.0,0.0,0.0,0.04822458694790555,0.0,0.025799676212089395,0.014144286588985167,0.0,0.0,0.02058710655975737,0.0,0.0,0.10368435886083731,0.0,0.0,0.012298347459279222,0.0,0.014697111340459668,0.0,0.0,0.0,0.02059870213112169,0.0,0.0,0.012923077107364721,0.0,0.0,0.012635344111242536,0.0,0.0,0.012549918606612557,0.010839951364639411,0.0,0.0,0.017255595188504697,0.0,0.0,0.0
30,30,0.012854674765733123,0.02126056365225731,0.0,0.0,0.01882235207975579,0.027482428599842325,0.011272206697846544,0.012583074222131757,0.011857137562431735,0.011331803495514207,0.0,0.010599600857963512,0.029485021310783847,0.0,0.01114326714757475,0.012170415888073818,0.010026489050160308,0.0,0.01602234670464587,0.01328248600889169,0.02030767698184227,0.011040524823082959,0.03591220243096983,0.014010916526076306,0.3001807401925229,0.023379213656883457,0.016476562226022624,0.0,0.01584231736242057,0.02125801021184899,0.013269592478623665,0.04968939346813556,0.0,0.010530194717846605,0.03160958670479094,0.030270927374834812,0.0,0.012773732228055104,0.015820067934471993,0.03660227186762418,0.0,0.012449490478543405,0.01416847906428471
31,31,0.0,0.0,0.017714498211064186,0.013095666793556199,0.0,0.0,0.0,0.013809104462227016,0.01003803565140852,0.0,0.025376113715459236,0.0,0.020986483956788593,0.0,0.03226952898702789,0.012670164517820182,0.011664058601996808,0.027359698093047436,0.010552452834251347,0.0,0.3258022169477238,0.019024036361995726,0.0,0.041748710425131515,0.025037511405450793,0.018022644223388895,0.12288008581349508,0.0,0.0,0.010369754755559736,0.0,0.0,0.014632174809891542,0.0,0.0,0.012815502547799477,0.0,0.0,0.010518421775009064,0.019052572325770664,0.0,0.0348653452898433,0.011845431514789282
32,32,0.0,0.0,0.0,0.0,0.018568269012123082,0.012867036617242826,0.0,0.0,0.0,0.0411056061565006,0.0,0.0,0.013409715524572175,0.012081487757557335,0.0,0.026308391576744257,0.010732802073740218,0.014280297909507418,0.0,0.2639763013587544,0.0,0.013570004071934188,0.0,0.015304383601532712,0.0,0.0,0.010418265540456854,0.0,0.0,0.0,0.01230340658450648,0.04760513664188764,0.03034836009642473,0.02121161250586845,0.010516448599495562,0.0,0.1728592172554727,0.0,0.011985937775232505,0.010560235956928135,0.0,0.022097193269807053,0.015202968212937235
33,33,0.0,0.0,0.0,0.0,0.034444802077947624,0.0,0.0,0.011631634429465673,0.0,0.0,0.017887857850335014,0.0,0.013004830585246725,0.0,0.022962197965566613,0.035204484984133706,0.0,0.0,0.016194952160765677,0.0,0.0,0.011271317396137438,0.0,0.0,0.025155970489262304,0.0,0.0,0.0,0.0,0.0,0.024756471136896253,0.010875186400671635,0.03644278373792659,0.013599264469734789,0.0,0.0,0.011780974269028043,0.012165360680348186,0.0,0.43492645178903505,0.0,0.03175355844787289,0.0
34,34,0.018556541281727464,0.015234626682858115,0.012028501203778326,0.169873048554283,0.0,0.0381166369074208,0.012028805119155796,0.010388280887820053,0.041579967892859684,0.018921429894574533,0.021163982059286175,0.0,0.0,0.0,0.01720847878077432,0.0,0.022917283801883195,0.15071126138425012,0.01504753117810196,0.0,0.0,0.010433022616137653,0.01620594422262347,0.0,0.0,0.0,0.09028702207818066,0.0,0.012256195123419626,0.0,0.0,0.0,0.03948046819810128,0.0,0.014167960435203747,0.02127597867864518,0.0,0.011915095475824818,0.010804273318422486,0.013530785763846795,0.016004342974834506,0.031309236480907006,0.0
35,35,0.015503134890542798,0.0,0.0,0.0,0.0,0.08346707818304822,0.012236519440370203,0.04009647307986253,0.0,0.0,0.0,0.09467982350156975,0.0,0.0,0.0,0.014757600897407975,0.0,0.0,0.0,0.0184178409794374,0.0,0.0,0.02251311923001636,0.0,0.0,0.12273559953777317,0.010074854803091043,0.012640832272800677,0.0,0.020959994609783855,0.0,0.035878496209053944,0.08481588426565034,0.018525330468275446,0.0,0.0,0.017728442227347617,0.1756337828763665,0.010866820782721272,0.014516324193648351,0.0,0.010372313606966962,0.015816139839712105
36,36,0.014450826630519933,0.014731459105544525,0.010793362416918148,0.01737163212916134,0.0,0.013936497200999272,0.0,0.05722049185807503,0.0,0.0,0.040745702038168755,0.03891266332785457,0.0,0.0,0.015323620552888597,0.0,0.010418428235527258,0.012625593121299596,0.0,0.0,0.0,0.0,0.012384886516828354,0.0,0.0,0.15404445164891048,0.0,0.0,0.0,0.18812484716757769,0.0,0.010508090972814087,0.02588004183632547,0.015012338413101982,0.0,0.02250103800265475,0.012901306132756318,0.0876976399663068,0.0,0.0,0.03053543910814461,0.023061484745805345,0.023718249788526026
37,37,0.02476400111571872,0.0,0.0,0.0,0.13729875870950076,0.0,0.0,0.0,0.0,0.0,0.022161100366462783,0.01088498637377599,0.02005304581581339,0.02370630533382542,0.014982658197714865,0.019069013921061532,0.017999027061583094,0.012255281176233812,0.04400152471936474,0.0,0.0,0.01405089049420631,0.02688035993867332,0.01767094561464945,0.07780246681596223,0.010052103730204275,0.0,0.15377031689704343,0.0,0.020459117044419127,0.0,0.0,0.014838995761492708,0.0,0.0,0.026127895053725293,0.0,0.023182111299845487,0.0,0.016239003800591987,0.015107079179198454,0.0711251064799138,0.014360509122506556
38,38,0.0,0.0,0.0128296922763196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04430369666719741,0.016413342156543893,0.0,0.0,0.012059640072950167,0.0,0.0,0.0,0.012976439884979842,0.04174290106660088,0.0,0.0,0.010433022174108127,0.0,0.011607970779467302,0.0,0.0,0.01682869777383855,0.0,0.0,0.0,0.0,0.01564105824332631,0.014702348560996684,0.0,0.018647809036903225,0.3443052668226366,0.024098228720445352,0.0,0.0,0.0,0.028567760494072773,0.16110509923392222
39,39,0.0,0.0,0.0238094056063945,0.02313076209736431,0.0,0.0,0.011259893554409216,0.01014435667609952,0.0,0.0,0.01806531245528338,0.04331822423401508,0.0,0.0,0.0,0.0,0.03156445333745622,0.0,0.02353314649500995,0.0,0.0,0.04373323019874112,0.42358904236359046,0.013088196577863202,0.012713512026799245,0.02174499742428884,0.0,0.017244522322369088,0.0,0.0,0.0,0.010178752481909066,0.029260294327072108,0.0,0.011065170437913672,0.028752977896799398,0.0,0.0,0.0,0.0,0.0,0.014852085578439261,0.01127664268468905
40,40,0.033875523560712106,0.01003295624948841,0.010073910657387927,0.029788627255715572,0.0,0.010242190399185292,0.10389822738050582,0.0447333832879763,0.01718429821738517,0.04243485829769054,0.014085276611727742,0.010102392539047381,0.02893498189566537,0.014753009136084334,0.034791720203154394,0.047701316416984656,0.011218885648292045,0.011341110124208508,0.0,0.10822842739707804,0.012568141718846019,0.0102774415126358,0.014266767501713386,0.012285690734453784,0.01005349848146282,0.016702584903640606,0.010181818344155805,0.01345115974532668,0.04756477787355803,0.010602891966221953,0.010244087388349915,0.018793770917137152,0.010216100273857484,0.013435555992116687,0.01007099587393341,0.03902549588929739,0.012516785846927688,0.05212575707220323,0.011029124652645182,0.0,0.016219413394617115,0.026279730333756177,0.0
41,41,0.012359799728804787,0.0,0.0,0.015898011200352818,0.0,0.0,0.019377541433969914,0.0,0.0,0.0,0.011899231954198728,0.0,0.010065322900302744,0.0,0.015983572548038266,0.0,0.02060202339351029,0.3865708385190281,0.0,0.0,0.02141006618252854,0.0,0.0,0.01804141612586945,0.0,0.016189484568841745,0.04255014299299101,0.0,0.01575243732079825,0.012738219480005305,0.04595015152371505,0.027852844949756105,0.011075933578783241,0.014963695439792946,0.031675545920231925,0.02112781117907578,0.0,0.0,0.011668569979319624,0.0,0.017852754024653156,0.02509492976030057,0.0
42,42,0.0,0.0,0.011087547861833623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018668411874224987,0.0,0.0,0.017696312069009006,0.018568171095669387,0.0,0.03975272167809186,0.28057899930540536,0.01637093422975556,0.0,0.02458362201396427,0.01197504674675976,0.0,0.012750252738662739,0.0,0.0,0.13932196582658923,0.029517798331565925,0.0,0.0,0.021009023166622592,0.0,0.0,0.0,0.016559422395462948,0.0,0.0,0.0,0.01508771456697338,0.0,0.0,0.13494493312344574,0.0
43,43,0.0,0.0,0.01403448456496065,0.0,0.010167846921084384,0.0,0.01055828384618062,0.0,0.0,0.0,0.050382303197930585,0.0,0.02116537671460087,0.0,0.024125796712616398,0.3528508342567889,0.011182227686261398,0.011840167952788727,0.011993484550285042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1844746878379772,0.0,0.020706780255674736,0.012692745892473009,0.03675663331822247,0.0,0.0,0.0,0.0,0.0,0.0,0.014546933631284793,0.0,0.023548097582904846,0.0
44,44,0.014378519555186965,0.0,0.0,0.0,0.0,0.013213861903275547,0.012020367013432922,0.0,0.0,0.010453853428251888,0.010530159832843035,0.019446090242408256,0.039198299321423616,0.0,0.041549855360404696,0.3904863962596629,0.048556590625914775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011416911946074738,0.04148973189626638,0.0,0.014095094443015746,0.0,0.023546373567362285,0.03705296151669657,0.0,0.017596190239995514,0.02311375087887426,0.0,0.0,0.0,0.0,0.04725764380318551,0.0
