,Document,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42
20,20,0.0,0.0,0.0,0.0,0.015461107426429347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6335914784527406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01435103643455524,0.0,0.0,0.0,0.01172691717272378,0.010127009860978349,0.0,0.04006176320254362,0.0,0.015119820388514445,0.0
21,21,0.01684338185312376,0.026707096084588985,0.0,0.011670550415789403,0.0,0.0,0.0,0.0210681615299956,0.35008339915161274,0.03290093989248971,0.0,0.03196772049931281,0.0,0.0533243414025412,0.03664270537340323,0.0,0.0,0.0,0.0,0.020082542107896884,0.03956063190125349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04076546695788343,0.04447375217722948,0.0,0.02438594937026856,0.09295050537280375,0.0,0.0,0.0,0.0,0.0,0.022049181359608302,0.0
22,22,0.0,0.013498070318924752,0.011905396304345834,0.022266339404409682,0.011496335148233679,0.011301999378500835,0.0,0.04469063104479245,0.02247192029866086,0.014372160787204824,0.010915360245057515,0.0,0.0,0.2577065510115954,0.025973371980195555,0.0,0.03795843761364185,0.020080313977605787,0.0,0.0171339282554197,0.011568140079120997,0.010900269982053625,0.04055700564811054,0.014411099439504,0.010089430527056195,0.011006548590873674,0.010228964518321075,0.010158907852148076,0.011313111612137296,0.018789492255303835,0.0,0.016973747709488653,0.01875023813019547,0.020300803939009043,0.0,0.040316439256718385,0.010362079182563495,0.0,0.024740859436734805,0.0,0.06850294873621973,0.022580557192564115,0.01068189989894839
23,23,0.0,0.01371005842314227,0.0,0.08221363975820073,0.0,0.0,0.0,0.0,0.3119275223658459,0.0,0.0,0.013321799800512926,0.024164116153453857,0.010665939085671153,0.011218112558692813,0.0,0.010386548389348618,0.17825078015434165,0.0,0.0,0.019192194636814704,0.0,0.026364149419914912,0.0154674408142513,0.0,0.0,0.018023937900155083,0.0,0.0,0.0,0.0,0.0,0.020957193689208457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030831135193702258,0.019261932192319635,0.0
24,24,0.01976923276105478,0.042725225658734704,0.015831960150257517,0.0,0.0,0.0,0.0,0.013196829245248712,0.10421909652903616,0.0,0.010194187764957159,0.014507237500197454,0.025586896684003036,0.010699073467993394,0.17584204210390716,0.014562461814663094,0.0,0.010538155411369723,0.01746375492959711,0.02812832635637474,0.05116169404539513,0.0,0.0,0.0,0.0,0.0,0.11284990621372708,0.0,0.0,0.0,0.01016714901653383,0.015521369600728297,0.02769810817199471,0.02332948263834908,0.011932516692234052,0.019558995807890906,0.020404979305535864,0.0,0.0,0.018104170774545913,0.025565200078899033,0.015456610135017524,0.011517872489544076
25,25,0.0,0.0,0.0,0.024454196999300064,0.04830260107011657,0.0,0.013461213079354833,0.0,0.0,0.0,0.014894238204945714,0.011948876250073955,0.13324459591778798,0.011116659452027673,0.08642509984336266,0.017941244384480127,0.010917675750024823,0.013699828204826014,0.02971369109684256,0.0,0.18195005088084948,0.03885439594726486,0.0,0.0,0.0,0.016360843636399988,0.014885749328966937,0.04730043263605365,0.018337986462817115,0.010733583879371102,0.01158884596933973,0.0,0.0,0.0,0.0,0.012423307918550662,0.0,0.0,0.0,0.01597989539028763,0.0,0.03860299474006375,0.024268928232769906
26,26,0.012650810278752008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012603467814286453,0.013967363366876819,0.03788382950685507,0.0,0.015267268363653858,0.013980624274121781,0.0,0.0,0.0,0.0,0.08682005760357403,0.0,0.0,0.3834984998057585,0.0,0.0,0.0,0.0,0.026112041097612105,0.0,0.0,0.049159099648505816,0.0,0.0,0.0,0.011682156347646348,0.07368680245346851,0.0,0.0,0.05144014408082667,0.0,0.024404883974943337,0.0222853691721518,0.012577982818491856
27,27,0.0,0.010364746450063592,0.014273897656104107,0.0,0.0,0.0,0.01425538187938213,0.0,0.0,0.0,0.030023157221329935,0.05599899018789133,0.0,0.0,0.0,0.0,0.0194344120135429,0.0,0.02277941604272932,0.0,0.0,0.014665948535763475,0.0,0.05416753610602846,0.01513008855417619,0.011000302959525378,0.0,0.0,0.0,0.0,0.0,0.03143014032472217,0.0,0.012698977481490273,0.023839981508797042,0.013888527777069158,0.0,0.01028540272803458,0.0,0.2669732640475335,0.0,0.07266400007586483,0.1163556921960577
28,28,0.016955364076394863,0.0116431634021774,0.025324849831559682,0.01917374177203253,0.011919303558390286,0.012269607582363793,0.022227020466879646,0.011882786989094384,0.014692011552875327,0.01113061202008619,0.011977777520599076,0.03197507842640941,0.018235482190901223,0.025742415541454632,0.049108731293784125,0.013384130265881068,0.013325270591376349,0.03244127692830127,0.011922825728906798,0.03961655536898362,0.011402132768945259,0.019902032533421706,0.013827523779649745,0.012885913066318207,0.018959819905079608,0.02060026157341913,0.012877587911005406,0.05560959994351151,0.013938780138453438,0.021144891349123875,0.1214992879923881,0.016835936540822126,0.012884470425160024,0.013932172089332702,0.012971345052720054,0.020446062499327133,0.013344324188747394,0.016272728708877176,0.01907216179591447,0.016982480236151978,0.04433076388340918,0.0422887685085407,0.0430429500012297
29,29,0.0,0.0,0.011517463659032433,0.46031202662155263,0.0,0.0,0.0,0.0,0.0482289218049518,0.0,0.025778522474981105,0.014143581349127778,0.0,0.0,0.02060372944265172,0.0,0.0,0.10369043309187037,0.0,0.0,0.012266270459806388,0.0,0.014691497339415886,0.0,0.0,0.0,0.020616247561465538,0.0,0.0,0.012922825772093097,0.0,0.0,0.012633585583885908,0.0,0.0,0.012549361247052571,0.010839956171188969,0.0,0.0,0.017262284507575273,0.0,0.0,0.0
30,30,0.01285479196742421,0.02127945272022598,0.0,0.0,0.018821879258948192,0.02748345281083127,0.011271648284798838,0.0125834230653603,0.011858672067808128,0.011331796156938823,0.0,0.01059942348546058,0.029479315520573358,0.0,0.011142888559168571,0.012170049724139428,0.010026418816384948,0.0,0.01602230530765306,0.01327616352692648,0.020299329305107933,0.01104051998252649,0.03593122552443687,0.014014877278420986,0.3001849672888254,0.023374596787241096,0.01647666805920167,0.0,0.015843105243289465,0.021258117801221117,0.013269514759430803,0.049699526718668945,0.0,0.010530108801574694,0.03161314806572689,0.030278510289933266,0.0,0.012773071782646203,0.015792292046707058,0.03659302942446242,0.0,0.012449369958214194,0.014162563203841893
31,31,0.0,0.0,0.01771415390569591,0.01309531346531207,0.0,0.0,0.0,0.013814133758499693,0.010035508109231966,0.0,0.02537876377759685,0.0,0.020986055239128294,0.0,0.032270730881193095,0.01267289425341739,0.01165977926660718,0.027366135076933876,0.01055497810026055,0.0,0.3257995828008791,0.019023718827904847,0.0,0.04174766984477407,0.02504554248255077,0.01802268900071066,0.12287787823687966,0.0,0.0,0.010369396676305825,0.0,0.0,0.014628943384231605,0.0,0.0,0.012814304366647758,0.0,0.0,0.01051725382701665,0.019048327985744087,0.0,0.03486646287909959,0.011844922687715202
32,32,0.0,0.0,0.0,0.0,0.01856903570556741,0.012867124983735597,0.0,0.0,0.0,0.0410818793051704,0.0,0.0,0.013413482221385558,0.012083111771857474,0.0,0.0262963652590944,0.010733740637188844,0.014279043143791798,0.0,0.26397537134626703,0.0,0.013574963702004823,0.0,0.015304158201153413,0.0,0.0,0.010418183524840675,0.0,0.0,0.0,0.012303870248161769,0.0475939215314402,0.03035052617442242,0.021268397674951322,0.010516315763911006,0.0,0.17284325812996032,0.0,0.011981848112075777,0.010560112633385042,0.0,0.022094763169859036,0.015204514453859569
33,33,0.0,0.0,0.0,0.0,0.03444193853611545,0.0,0.0,0.01163196581422531,0.0,0.0,0.01786082156012176,0.0,0.013010902381703231,0.0,0.022964579460284552,0.03520706691842599,0.0,0.0,0.016194562164021414,0.0,0.0,0.011273366128077193,0.0,0.0,0.025156202898814678,0.0,0.0,0.0,0.0,0.0,0.024755018471531304,0.010875004087484074,0.03646455506702399,0.013598405743002551,0.0,0.0,0.01178126403424466,0.012166338873012007,0.0,0.4349215454644269,0.0,0.03175274588786805,0.0
34,34,0.01855572878327616,0.015258317862650136,0.012029185864832792,0.1698779986197785,0.0,0.03811545492953863,0.012027395907611302,0.010387170335424962,0.04154256957092725,0.018921876155982262,0.021166888534415815,0.0,0.0,0.0,0.017207971434992628,0.0,0.02292356036632949,0.15070971865406374,0.015047284502791195,0.0,0.0,0.01043288691570951,0.01620167946239149,0.0,0.0,0.0,0.09028568569560938,0.0,0.012255321113157858,0.0,0.0,0.0,0.039477881869060545,0.0,0.014168108276595157,0.021284609995086926,0.0,0.01191487440080423,0.010810800872821515,0.013532259857404217,0.016001742328431195,0.031308845375496996,0.0
35,35,0.015502124429339336,0.0,0.0,0.0,0.0,0.08346518056689285,0.012236789601933154,0.04009669793077826,0.0,0.0,0.0,0.09467931695119637,0.0,0.0,0.0,0.014759454526804883,0.0,0.0,0.0,0.018421905316403447,0.0,0.0,0.022512179444901297,0.0,0.0,0.12273575313524632,0.010074920642082182,0.012640349249102106,0.0,0.020959710486504704,0.0,0.035880290267053784,0.08480898974208004,0.01853110718568175,0.0,0.0,0.017722715196014673,0.1756321207243367,0.01086639802211356,0.014517151993644893,0.0,0.010375371865135416,0.015816047216570674
36,36,0.01445002903488419,0.01470829804509671,0.01079386280632838,0.01732940432860302,0.0,0.013947637846741577,0.0,0.05722636414803492,0.0,0.0,0.04074970006187092,0.038915226806413517,0.0,0.0,0.015325123659023821,0.0,0.010421673358468712,0.012664251664227176,0.0,0.0,0.0,0.0,0.01239586561502939,0.0,0.0,0.15404825701018798,0.0,0.0,0.0,0.18813175854320904,0.0,0.010509265092807687,0.025874246106597484,0.015013261288753977,0.0,0.022493536228728506,0.012900448198090749,0.08770300428234566,0.0,0.0,0.030523773153489895,0.02305267903874294,0.023722920547482818
37,37,0.02476107908136516,0.0,0.0,0.0,0.1372894210901443,0.0,0.0,0.0,0.0,0.0,0.02217421091299549,0.01088672820058443,0.020053392770902123,0.02371477217758286,0.014977838516314878,0.019080476755999908,0.01800039332713714,0.012257943035649907,0.04400204096855422,0.0,0.0,0.014057708093702666,0.026861001465150473,0.01767104969238671,0.07780253324606969,0.010052339847983734,0.0,0.1537685365831295,0.0,0.020459236620855453,0.0,0.0,0.014840598594915655,0.0,0.0,0.026128739400129216,0.0,0.0231728534076038,0.0,0.01623849925198559,0.015104543888550983,0.07112517197295701,0.014359626003513001
38,38,0.0,0.0,0.012825542324030811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044323712541032345,0.01641393801895425,0.0,0.0,0.012051098160588147,0.0,0.0,0.0,0.01297636599412744,0.04174306935920934,0.0,0.0,0.010433092869802763,0.0,0.011613541221608938,0.0,0.0,0.01682872116835811,0.0,0.0,0.0,0.0,0.01564374882505662,0.014690846618373263,0.0,0.018647977946021042,0.3443068658964688,0.024095055579127347,0.0,0.0,0.0,0.02857173890448872,0.16110347393430038
39,39,0.0,0.0,0.02381249303139514,0.023130049433913214,0.0,0.0,0.011259904153236041,0.010147414630071606,0.0,0.0,0.01806264384147757,0.04331776906398099,0.0,0.0,0.0,0.0,0.03156347097782806,0.0,0.023532682694843998,0.0,0.0,0.04374175920283958,0.4235910003620701,0.013088739523624986,0.012704369568347449,0.02174188915262041,0.0,0.01724405250041514,0.0,0.0,0.0,0.010179246610978814,0.029260293382167908,0.0,0.011065172261256945,0.02874940939036644,0.0,0.0,0.0,0.0,0.0,0.014852421880604282,0.011280414699694733
40,40,0.033878060043063325,0.010033008510339742,0.010073752116237853,0.029805397205683547,0.0,0.010242291513118671,0.10389714166352494,0.04472750225880305,0.017167047502790075,0.0424281058568574,0.014088598729109109,0.010102404671906916,0.028934687950729763,0.014747884221245193,0.03478659484177598,0.047705311321425255,0.011219368894686992,0.011340424592689077,0.0,0.10823145526478638,0.012569005160419113,0.01027736182654375,0.014268202367558266,0.012285833014851413,0.010053509272837829,0.0167039716104325,0.010181740051975207,0.013451039694546765,0.04756585022643856,0.010602941832166089,0.010243953317449433,0.018793795035645332,0.010216184249951337,0.013438829820401118,0.010071002614029654,0.03902473639525596,0.012516365292289127,0.05210948711206857,0.011028657572451944,0.0,0.01623872120682847,0.026282341017299083,0.0
41,41,0.012363670700638379,0.0,0.0,0.015897854976700477,0.0,0.0,0.01937900892551252,0.0,0.0,0.0,0.01190387743694878,0.0,0.010065541470115187,0.0,0.015984033579592223,0.0,0.020608895419302345,0.3865740253238434,0.0,0.0,0.02141122346978614,0.0,0.0,0.018042329606030666,0.0,0.016189773254522137,0.04255809086999051,0.0,0.015750988889119653,0.012738525102764709,0.04594435305894212,0.027850536598914913,0.011075807228952147,0.014950212506943991,0.03167414441584066,0.021126499165891988,0.0,0.0,0.011670553621991889,0.0,0.017852634546977206,0.02508413572126441,0.0
42,42,0.0,0.0,0.011088891757586697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018676852710472296,0.0,0.0,0.017695651359918272,0.018554988784279892,0.0,0.03975154863299261,0.28058966227818904,0.016379192220667912,0.0,0.024584114450271408,0.011975276560784906,0.0,0.012750069074237145,0.0,0.0,0.13931712033937127,0.029518163966290013,0.0,0.0,0.02099929990146027,0.0,0.0,0.0,0.016557774386972663,0.0,0.0,0.0,0.015087429567035817,0.0,0.0,0.1349477508844273,0.0
43,43,0.0,0.0,0.01403445652489,0.0,0.010171316813676726,0.0,0.01055623251676931,0.0,0.0,0.0,0.05038270068089927,0.0,0.02116389697187751,0.0,0.024127750047422365,0.3528442542846386,0.011181011582820607,0.01184021924845971,0.011985234534578715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1844737192912812,0.0,0.020689534758132164,0.012689485928954292,0.036759339699816866,0.0,0.0,0.0,0.0,0.0,0.0,0.014547508550618177,0.0,0.023569319906368864,0.0
44,44,0.014379523109606652,0.0,0.0,0.0,0.0,0.013212401846976998,0.012018202089271417,0.0,0.0,0.010453792667800813,0.010531239814655225,0.01944600662531326,0.03920086684921422,0.0,0.04155083354201711,0.39049756605667724,0.0485601341859594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011416950828346177,0.04148011895519511,0.0,0.014093329152624874,0.0,0.023542053614088256,0.03705937440960139,0.0,0.017588207803916008,0.02311541944418901,0.0,0.0,0.0,0.0,0.04725611318687077,0.0
