,Topic,Keywords,Docs,Children,Parent,Level
152,"(152,)","([('pattern', 0.019080061465501785), ('ojp', 0.01669803075492382), ('inclusion', 0.01193397119641304), ('element', 0.009551940485835075), ('trace', 0.009551940485835075), ('ree', 0.007169910240918398), ('flat', 0.007169910240918398), ('lava', 0.007169910240918398), ('ultra-depleted', 0.007169910240918398), ('udm', 0.007169910240918398)],)","(2,)","([183],)","(144,)","(3,)"
153,"(153,)","([('eon-rose', 0.012000559829175472), ('array', 0.012000559829175472), ('est', 0.010003793984651566), ('seau', 0.008007029071450233), ('station', 0.008007029071450233), ('canadian', 0.006010263226926327), ('syst', 0.006010263226926327), ('earth', 0.006010263226926327), ('network', 0.006010263226926327), ('cordillera', 0.006010263226926327)],)","(4,)","([125],)","(146,)","(3,)"
154,"(154,)","([('4he', 0.03378991782665253), ('mantle', 0.02112661302089691), ('hotspot', 0.016905510798096657), ('3he', 0.014794960618019104), ('high-3he', 0.014794960618019104), ('ratio', 0.012684409506618977), ('plume', 0.012684409506618977), ('material', 0.008463308215141296), ('anomaly', 0.006352757569402456), ('buoyant', 0.006352757569402456)],)","(3,)","([35],)","(148,)","(3,)"
155,"(155,)","([('pbic', 0.007509792689234018), ('portable', 0.007509792689234018), ('equipment', 0.007509792689234018), ('broadband', 0.007509792689234018), ('scec', 0.007509792689234018), ('instrument', 0.005014845170080662), ('motion', 0.005014845170080662), ('earthquake', 0.005014845170080662), ('6-channel', 0.005014845170080662), ('24-bit', 0.005014845170080662)],)","(3,)","([87],)","(16,)","(3,)"
156,"(156,)","([('mantle', 0.02507113292813301), ('value', 0.01791306585073471), ('lava', 0.01791306585073471), ('56fe', 0.01791306585073471), ('source', 0.01612354815006256), ('samoan', 0.014334031380712986), ('⊰', 0.012544514611363411), ('melting', 0.012544514611363411), ('basalt', 0.010754997842013836), ('component', 0.010754997842013836)],)","(4,)","([381],)","(16,)","(3,)"
157,"(157,)","([('devonian', 0.013616674579679966), ('sm-nd', 0.013616674579679966), ('lu-hf', 0.009731746278703213), ('overprint', 0.009731746278703213), ('omphacite', 0.009731746278703213), ('passive', 0.009731746278703213), ('eclogite', 0.009731746278703213), ('symplectite', 0.007789282128214836), ('amphibole', 0.005846817512065172), ('bohemian', 0.005846817512065172)],)","(2,)","([244],)","(23,)","(3,)"
158,"(158,)","([('rinorea', 0.017755376175045967), ('madagascar', 0.010156785137951374), ('specie', 0.010156785137951374), ('massif', 0.00762392021715641), ('violaceae', 0.00762392021715641), ('galoko', 0.00762392021715641), ('northern', 0.005091056693345308), ('callmanderi', 0.005091056693345308), ('verticillatae', 0.0025581924710422754), ('205210', 0.0025581924710422754)],)","(1,)","([176],)","(21,)","(3,)"
159,"(159,)","([('message', 0.011015589348971844), ('voter', 0.011015589348971844), ('information', 0.008816868998110294), ('voting', 0.008816868998110294), ('text', 0.008816868998110294), ('election', 0.008816868998110294), ('manager', 0.006618148181587458), ('official', 0.006618148181587458), ('budget', 0.006618148181587458), ('politician', 0.006618148181587458)],)","(6,)","([181],)","(16,)","(3,)"
160,"(160,)","([('pleistocene', 0.01582370139658451), ('tarija', 0.013190806843340397), ('tolomosa', 0.010557911358773708), ('fossiliferous', 0.007925014942884445), ('american', 0.005292119923979044), ('classic', 0.005292119923979044), ('bolivia', 0.005292119923979044), ('argentina', 0.005292119923979044), ('uth', 0.005292119923979044), ('latest', 0.005292119923979044)],)","(1,)","([213],)","(84,)","(5,)"
161,"(161,)","([('glaciation', 0.01600620150566101), ('une', 0.01600620150566101), ('formation', 0.012315301224589348), ('que', 0.01108500175178051), ('elatina', 0.009854702278971672), ('diamictite', 0.00862440187484026), ('dans', 0.00862440187484026), ('ice', 0.007394102402031422), ('delatina', 0.007394102402031422), ('carbonate', 0.007394102402031422)],)","(4,)","([666],)","(125,)","(5,)"
162,"(162,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([626],)","(181,)","(5,)"
163,"(163,)","([('cryogenian', 0.014671104028820992), ('mountain', 0.012578221969306469), ('canada', 0.012578221969306469), ('glaciation', 0.012578221969306469), ('stratum', 0.010485339909791946), ('creek', 0.010485339909791946), ('correlation', 0.010485339909791946), ('yukon', 0.008392457850277424), ('sturtian', 0.008392457850277424), ('rapitan', 0.006299575325101614)],)","(6,)","([696],)","(324,)","(5,)"
164,"(164,)","([('sulfur', 0.020436495542526245), ('34s', 0.01227006409317255), ('reduction', 0.01227006409317255), ('organic', 0.010228455998003483), ('formula', 0.00818684883415699), ('metal', 0.00818684883415699), ('metal-sulfide', 0.00818684883415699), ('attenuation', 0.00818684883415699), ('text', 0.00818684883415699), ('isotope', 0.00818684883415699)],)","(4,)","([413],)","(121,)","(5,)"
165,"(165,)","([('gabbro', 0.01339096762239933), ('upper-level', 0.011162853799760342), ('gabbroic', 0.011162853799760342), ('spreading', 0.008934739045798779), ('variability', 0.006706624291837215), ('fiji', 0.006706624291837215), ('oligocene', 0.006706624291837215), ('caledonia', 0.006706624291837215), ('intrasample', 0.006706624291837215), ('date', 0.00447851000353694)],)","(9,)","([172],)","(177,)","(5,)"
166,"(166,)","([('torreyana', 0.015537344850599766), ('parry', 0.012952095828950405), ('pinus', 0.010366847738623619), ('cone', 0.007781598251312971), ('history', 0.005196349695324898), ('specimen', 0.005196349695324898), ('typification', 0.005196349695324898), ('pinaceae', 0.0026111011393368244), ('huadong', 0.0026111011393368244), ('nomenclatural', 0.0026111011393368244)],)","(9,)","([674, 554],)","(178,)","(5,)"
167,"(167,)","([('pco2', 0.03376751020550728), ('progeny', 0.023028183728456497), ('early', 0.016891425475478172), ('condition', 0.015357236377894878), ('conditioning', 0.015357236377894878), ('raised', 0.013823047280311584), ('urchin', 0.012288857251405716), ('maternal', 0.012288857251405716), ('upwelling', 0.012288857251405716), ('adult', 0.012288857251405716)],)","(5,)","([189, 59, 637, 665],)","(32,)","(5,)"
168,"(168,)","([('lead', 0.02391223795711994), ('groundwater', 0.020327195525169373), ('time', 0.019132180139422417), ('travel', 0.01793716661632061), ('tracer', 0.015547137707471848), ('mar', 0.015547137707471848), ('topsoil', 0.014352123253047466), ('sf6', 0.014352123253047466), ('35s', 0.013157108798623085), ('county', 0.011962094344198704)],)","(8,)","([],)","(40,)","(6,)"
169,"(169,)","([('production', 0.017102940008044243), ('cost', 0.017102940008044243), ('biodiesel', 0.013306505978107452), ('oil', 0.011408288031816483), ('power', 0.011408288031816483), ('waste', 0.011408288031816483), ('constraint', 0.009510070085525513), ('cooking', 0.0076118530705571175), ('fuel', 0.005713635124266148), ('yen', 0.005713635124266148)],)","(3,)","([],)","(537,)","(6,)"
170,"(170,)","([('ice', 0.03470605984330177), ('retreat', 0.021696709096431732), ('thinning', 0.017360258847475052), ('gris', 0.017360258847475052), ('fault', 0.01591477543115616), ('sscf', 0.01591477543115616), ('rapid', 0.01446929108351469), ('sheet', 0.01446929108351469), ('san', 0.011578324250876904), ('yr1', 0.011578324250876904)],)","(8,)","([],)","(40,)","(6,)"
171,"(171,)","([('litter', 0.06119343265891075), ('decomposition', 0.038444940000772476), ('effect', 0.020403040573000908), ('radiation', 0.01961860992014408), ('photodegradation', 0.0172653179615736), ('specie', 0.016480887308716774), ('ecosystem', 0.01491202600300312), ('grass', 0.01491202600300312), ('grassland', 0.013343164697289467), ('exposure', 0.013343164697289467)],)","(13,)","([],)","(40,)","(6,)"
172,"(172,)","([('ophiolite', 0.03908973187208176), ('sole', 0.029711946845054626), ('metamorphic', 0.021897125989198685), ('formation', 0.014082306064665318), ('ban', 0.01251934189349413), ('hamid', 0.01251934189349413), ('semail', 0.01251934189349413), ('high-precision', 0.009393414482474327), ('thrust', 0.009393414482474327), ('formed', 0.009393414482474327)],)","(9,)","([],)","(165,)","(6,)"
173,"(173,)","([('turbulence', 0.028030652552843094), ('cooling', 0.02402913197875023), ('shear', 0.012024570256471634), ('nearsurface', 0.010023809969425201), ('buoyancy', 0.008023049682378769), ('meteorology', 0.008023049682378769), ('dissipation', 0.008023049682378769), ('pond', 0.008023049682378769), ('scaling', 0.008023049682378769), ('similarity', 0.008023049682378769)],)","(5,)","([],)","(597,)","(6,)"
174,"(174,)","([('10be', 0.04808336868882179), ('greenland', 0.028446447104215622), ('meteoric', 0.028446447104215622), ('ice', 0.02506077103316784), ('moraine', 0.019643690437078476), ('age', 0.019643690437078476), ('holocene', 0.014226609840989113), ('rate', 0.012872339226305485), ('saugus', 0.012195204384624958), ('deposition', 0.010163798928260803)],)","(16,)","([],)","(40,)","(6,)"
175,"(175,)","([('pressure', 0.031232925131917), ('liquid', 0.017852164804935455), ('thermodynamic', 0.01339191198348999), ('temperature', 0.01227684784680605), ('model', 0.01227684784680605), ('simulation', 0.01227684784680605), ('coordination', 0.01227684784680605), ('atom', 0.011161784641444683), ('state', 0.010046721436083317), ('eos', 0.010046721436083317)],)","(7,)","([],)","(40,)","(6,)"
176,"(176,)","([('new', 0.010366847738623619), ('kalabinono', 0.007781598251312971), ('aubl', 0.007781598251312971), ('english', 0.005196349695324898), ('novelty', 0.005196349695324898), ('mountain', 0.005196349695324898), ('wahlert', 0.005196349695324898), ('engl', 0.0026111011393368244), ('botanically', 0.0026111011393368244), ('tul', 0.0026111011393368244)],)","(1,)","([406],)","(158,)","(4,)"
177,"(177,)","([('formation', 0.020930273458361626), ('assemblage', 0.015702061355113983), ('described', 0.013959324918687344), ('tonian', 0.01047385111451149), ('dacruchares', 0.01047385111451149), ('urucum', 0.01047385111451149), ('knoll', 0.008731113746762276), ('kwagunt', 0.008731113746762276), ('porter', 0.008731113746762276), ('vase-shaped', 0.008731113746762276)],)","(9,)","([165],)","(95,)","(4,)"
178,"(178,)","([('indiaasia', 0.010895805433392525), ('aim', 0.010895805433392525), ('lab', 0.010895805433392525), ('workshop', 0.008720993995666504), ('marginal', 0.008720993995666504), ('predictable', 0.008720993995666504), ('rollback', 0.008720993995666504), ('paleogeography', 0.008720993995666504), ('andean-style', 0.008720993995666504), ('iacz', 0.008720993995666504)],)","(9,)","([166],)","(89,)","(4,)"
179,"(179,)","([('week', 0.002920679049566388), ('change', 2.89176132355351e-05), ('water', 2.89176132355351e-05), ('specie', 2.89176132355351e-05), ('climate', 2.89176132355351e-05), ('using', 2.89176132355351e-05), ('soil', 2.89176132355351e-05), ('rate', 2.89176132355351e-05), ('system', 2.89176132355351e-05), ('surface', 2.89176132355351e-05)],)","(1,)","([433],)","(93,)","(4,)"
180,"(180,)","([('disturbance', 0.02097902074456215), ('watersipora', 0.02097902074456215), ('offshore', 0.01335721556097269), ('specie', 0.01335721556097269), ('establishment', 0.01335721556097269), ('nonnative', 0.01335721556097269), ('plot', 0.011451764032244682), ('platform', 0.011451764032244682), ('invertebrate', 0.011451764032244682), ('maintenance', 0.009546312503516674)],)","(5,)","([111],)","(234,)","(4,)"
181,"(181,)","([('lse', 0.012957892380654812), ('meeting', 0.012957892380654812), ('attendance', 0.010801837779581547), ('phone', 0.010801837779581547), ('call', 0.010801837779581547), ('member', 0.010801837779581547), ('stakeholder', 0.008645782247185707), ('article', 0.008645782247185707), ('group', 0.008645782247185707), ('civic', 0.008645782247185707)],)","(6,)","([540, 162],)","(159,)","(4,)"
182,"(182,)","([('pulsar', 0.010557911358773708), ('psr', 0.007925014942884445), ('j1544+4937', 0.007925014942884445), ('companion', 0.007925014942884445), ('widow', 0.005292119923979044), ('identification', 0.005292119923979044), ('black', 0.005292119923979044), ('millisecond', 0.005292119923979044), ('fermi', 0.005292119923979044), ('constrain', 0.005292119923979044)],)","(6,)","([134],)","(24,)","(4,)"
183,"(183,)","([('island', 0.010613800957798958), ('melanistic', 0.007966967299580574), ('sanana', 0.007966967299580574), ('varanus', 0.007966967299580574), ('lizard', 0.005320134572684765), ('indicus', 0.005320134572684765), ('moluccas', 0.005320134572684765), ('sula', 0.0026733013801276684), ('salvator', 0.0026733013801276684), ('melinus', 0.0026733013801276684)],)","(2,)","([267],)","(152,)","(4,)"
184,"(184,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([],)","(330,)","(6,)"
185,"(185,)","([('10be', 0.017496341839432716), ('sample', 0.015312029980123043), ('9be', 0.015312029980123043), ('separate', 0.008759092539548874), ('native', 0.008759092539548874), ('optimizing', 0.006574779748916626), ('avg', 0.006574779748916626), ('isotopic', 0.006574779748916626), ('precision', 0.006574779748916626), ('extraction', 0.006574779748916626)],)","(2,)","([],)","(40,)","(6,)"
186,"(186,)","([('pamir', 0.02395552024245262), ('metamorphism', 0.019965151324868202), ('thickening', 0.01863502711057663), ('monazite', 0.017304904758930206), ('dome', 0.017304904758930206), ('garnet', 0.013314534910023212), ('karakoram', 0.010654288344085217), ('eurasian', 0.009324165061116219), ('terrane', 0.009324165061116219), ('lu-hf', 0.00799404177814722)],)","(10,)","([],)","(40,)","(6,)"
187,"(187,)","([('silicic', 0.024607349187135696), ('sierra', 0.021093687042593956), ('formation', 0.019922465085983276), ('guazapares', 0.018751244992017746), ('area', 0.015237582847476006), ('ignimbrite', 0.0140663618221879), ('madre', 0.012895140796899796), ('occidental', 0.012895140796899796), ('province', 0.01172391977161169), ('intrusion', 0.01172391977161169)],)","(3,)","([],)","(40,)","(6,)"
188,"(188,)","([('sample', 0.0252632275223732), ('laser', 0.01757775992155075), ('analysis', 0.01318606548011303), ('ablation', 0.01318606548011303), ('monazite', 0.012088141404092312), ('grain', 0.010990217328071594), ('zircon', 0.010990217328071594), ('chemical', 0.010990217328071594), ('deposit', 0.008794370107352734), ('mapping', 0.008794370107352734)],)","(7,)","([],)","(40,)","(6,)"
189,"(189,)","([('perch', 0.015032140538096428), ('nile', 0.015032140538096428), ('mortality', 0.01253095269203186), ('haplochromine', 0.01253095269203186), ('haplochromines', 0.010029764845967293), ('predation', 0.005027388222515583), ('victoria', 0.005027388222515583), ('co-existence', 0.005027388222515583), ('lates', 0.002526199910789728), ('niloticus', 0.002526199910789728)],)","(1,)","([],)","(167,)","(6,)"
190,"(190,)","([('fmri', 0.02168133854866028), ('eeg', 0.017742857336997986), ('source', 0.013804376125335693), ('activity', 0.013804376125335693), ('spontaneous', 0.009865894913673401), ('task', 0.009865894913673401), ('external', 0.009865894913673401), ('decoupling', 0.009865894913673401), ('information', 0.007896654307842255), ('brain', 0.007896654307842255)],)","(7,)","([],)","(335,)","(6,)"
191,"(191,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(2,)","([],)","(45,)","(6,)"
192,"(192,)","([('semiconducting', 0.014971503056585789), ('carbide', 0.013309849426150322), ('pyridine', 0.013309849426150322), ('boron', 0.013309849426150322), ('charge', 0.009986541233956814), ('film', 0.009986541233956814), ('orthocarborane', 0.009986541233956814), ('pecvd', 0.009986541233956814), ('cell', 0.008324886672198772), ('efficiency', 0.008324886672198772)],)","(8,)","([447],)","(33,)","(5,)"
193,"(193,)","([('front', 0.024012107402086258), ('continuous', 0.012938115745782852), ('landowner', 0.01109244953840971), ('provision', 0.01109244953840971), ('optimal', 0.01109244953840971), ('complexity', 0.01109244953840971), ('price', 0.009246784262359142), ('inventory', 0.009246784262359142), ('find', 0.007401118986308575), ('question', 0.007401118986308575)],)","(30,)","([483, 558, 557],)","(32,)","(5,)"
194,"(194,)","([('samoan', 0.03401871770620346), ('bse', 0.014334031380712986), ('neon', 0.012544514611363411), ('hot', 0.010754997842013836), ('phenocrysts', 0.010754997842013836), ('spot', 0.010754997842013836), ('seamount', 0.010754997842013836), ('samoa', 0.0071759638376533985), ('trail', 0.0071759638376533985), ('pacific', 0.0071759638376533985)],)","(20,)","([702, 662, 200],)","(32,)","(5,)"
195,"(195,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([136],)","(82,)","(5,)"
196,"(196,)","([('bay', 0.010530185885727406), ('migrant', 0.007904204539954662), ('state-space', 0.007904204539954662), ('moreton', 0.007904204539954662), ('flyway', 0.005278222728520632), ('least', 0.005278222728520632), ('shorebird', 0.005278222728520632), ('australia', 0.005278222728520632), ('migratory', 0.005278222728520632), ('variability', 0.005278222728520632)],)","(5,)","([481],)","(33,)","(5,)"
197,"(197,)","([('86sr', 0.029326103627681732), ('87sr', 0.02867455780506134), ('lava', 0.027371464297175407), ('melt', 0.026719918474555016), ('isotopic', 0.02476527914404869), ('inclusion', 0.023462185636162758), ('ratio', 0.021507546305656433), ('sediment', 0.015643630176782608), ('olivine', 0.014340536668896675), ('samoan', 0.011734351515769958)],)","(19,)","([314, 208],)","(32,)","(5,)"
198,"(198,)","([('detachment', 0.01911071129143238), ('sikkim', 0.008205883204936981), ('isothermal', 0.005479676183313131), ('semi-axes', 0.0027534691616892815), ('high-speed', 0.0027534691616892815), ('cassini', 0.0027534691616892815), ('saer-sikkim-yadong', 0.0027534691616892815), ('advected', 0.0027534691616892815), ('15-13', 0.0027534691616892815), ('operated', 0.0027534691616892815)],)","(7,)","([211],)","(38,)","(5,)"
199,"(199,)","([('microbial', 0.01592407375574112), ('tce', 0.012389318086206913), ('community', 0.010621940717101097), ('bacterial', 0.010621940717101097), ('taxon', 0.010621940717101097), ('bacteria', 0.010621940717101097), ('spp', 0.008854563347995281), ('permanganate', 0.008854563347995281), ('oxidation', 0.008854563347995281), ('composition', 0.007087185047566891)],)","(9,)","([103],)","(32,)","(5,)"
200,"(200,)","([('mantle', 0.04655160382390022), ('4he', 0.03230402246117592), ('3he', 0.030404342338442802), ('isotope', 0.022805633023381233), ('source', 0.020905954763293266), ('ratio', 0.01900627836585045), ('lava', 0.01900627836585045), ('high-3he', 0.016156760975718498), ('olivine', 0.015206921845674515), ('basalt', 0.014257082715630531)],)","(11,)","([],)","(194,)","(6,)"
201,"(201,)","([('monazite', 0.05425966531038284), ('deformation', 0.021182572469115257), ('titanite', 0.013244069181382656), ('isotopic', 0.011920985765755177), ('epma', 0.010597902350127697), ('quartzofeldspathic', 0.010597902350127697), ('vein', 0.009274818003177643), ('pre-mylonitic', 0.009274818003177643), ('scandian', 0.007951734587550163), ('lass', 0.007951734587550163)],)","(11,)","([],)","(40,)","(6,)"
202,"(202,)","([('cell', 0.017221100628376007), ('energy', 0.0162649042904377), ('electrolyte', 0.012440118007361889), ('mesoporous', 0.012440118007361889), ('current', 0.010527724400162697), ('electrode', 0.010527724400162697), ('storage', 0.009571528062224388), ('lithium', 0.009571528062224388), ('metal', 0.00861533172428608), ('deposition', 0.00861533172428608)],)","(11,)","([],)","(40,)","(6,)"
203,"(203,)","([('shell', 0.02654452994465828), ('mollusc', 0.02342347986996174), ('microstructures', 0.017181379720568657), ('microstructure', 0.015620855614542961), ('cambrian', 0.015620855614542961), ('fossil', 0.01406033057719469), ('archaeocyaths', 0.01249980553984642), ('preserved', 0.01093928050249815), ('early', 0.00937875546514988), ('many', 0.00937875546514988)],)","(4,)","([],)","(40,)","(6,)"
204,"(204,)","([('moraine', 0.023831143975257874), ('glacial', 0.023831143975257874), ('advance', 0.01787707954645157), ('dryas', 0.016388563439249992), ('creek', 0.013411530293524265), ('valley', 0.013411530293524265), ('bull', 0.013411530293524265), ('younger', 0.011923014186322689), ('drainage', 0.010434498079121113), ('glacier', 0.010434498079121113)],)","(7,)","([],)","(40,)","(6,)"
205,"(205,)","([('mapping', 0.028988178819417953), ('land-cover', 0.0184565968811512), ('journal', 0.007925014942884445), ('landsat-1', 0.0026592244394123554), ('land-observation', 0.0026592244394123554), ('meta-discoveries', 0.0026592244394123554), ('tried', 0.0026592244394123554), ('english', 0.0026592244394123554), ('badly', 0.0026592244394123554), ('area-based', 0.0026592244394123554)],)","(5,)","([],)","(365,)","(6,)"
206,"(206,)","([('reuse', 0.017903728410601616), ('smartphones', 0.01492225844413042), ('impact', 0.01492225844413042), ('technology', 0.01492225844413042), ('eol', 0.01343152392655611), ('power', 0.011940788477659225), ('battery', 0.011940788477659225), ('repurposing', 0.011940788477659225), ('device', 0.011940788477659225), ('smartphone', 0.01045005302876234)],)","(6,)","([],)","(40,)","(6,)"
207,"(207,)","([('arc', 0.04570995271205902), ('basin', 0.022860169410705566), ('extensional', 0.01974429003894329), ('mexico', 0.015589783899486065), ('field', 0.015589783899486065), ('continental', 0.01455115806311369), ('volcanic', 0.01351253129541874), ('california', 0.01247390452772379), ('jurassic', 0.011435278691351414), ('baja', 0.010396651923656464)],)","(9,)","([],)","(40,)","(6,)"
208,"(208,)","([('mantle', 0.05050445720553398), ('himu', 0.03788077086210251), ('hotspot', 0.03011234849691391), ('oceanic', 0.02040182054042816), ('composition', 0.02040182054042816), ('hot', 0.019430767744779587), ('plume', 0.018459714949131012), ('extreme', 0.018459714949131012), ('spot', 0.017488662153482437), ('llsvps', 0.016517609357833862)],)","(16,)","([],)","(197,)","(6,)"
209,"(209,)","([('hotspot', 0.042874421924352646), ('rurutu', 0.022870803251862526), ('motion', 0.019060591235756874), ('plume', 0.019060591235756874), ('plate', 0.015250378288328648), ('pacific', 0.015250378288328648), ('student', 0.013345271348953247), ('louisville', 0.012392718344926834), ('undergraduate', 0.011440165340900421), ('track', 0.010487611405551434)],)","(6,)","([],)","(41,)","(6,)"
210,"(210,)","([('impact', 0.023170657455921173), ('technology', 0.020274726673960686), ('energy', 0.01963118650019169), ('emission', 0.017700565978884697), ('corn', 0.0170570258051157), ('land', 0.016413485631346703), ('gas', 0.015769947320222855), ('production', 0.015126406215131283), ('lca', 0.014161096885800362), ('life', 0.012874016538262367)],)","(42,)","([],)","(40,)","(6,)"
211,"(211,)","([('viscosity', 0.02082311548292637), ('grain', 0.01785050705075264), ('mantle', 0.01785050705075264), ('potential', 0.01487790048122406), ('model', 0.01339159719645977), ('bubble', 0.01339159719645977), ('mgsio3', 0.01339159719645977), ('force', 0.011905292980372906), ('earth', 0.010418989695608616), ('size', 0.010418989695608616)],)","(7,)","([],)","(198,)","(6,)"
212,"(212,)","([('dispersal', 0.051827117800712585), ('reserve', 0.02160302922129631), ('spatial', 0.01872454397380352), ('pollen', 0.01440681703388691), ('sdms', 0.01440681703388691), ('distance', 0.01440681703388691), ('larval', 0.01152833178639412), ('tree', 0.010089089162647724), ('directional', 0.010089089162647724), ('marine', 0.010089089162647724)],)","(8,)","([],)","(40,)","(6,)"
213,"(213,)","([('model', 2.9001477741985582e-05), ('change', 2.9001477741985582e-05), ('water', 2.9001477741985582e-05), ('specie', 2.9001477741985582e-05), ('climate', 2.9001477741985582e-05), ('using', 2.9001477741985582e-05), ('soil', 2.9001477741985582e-05), ('rate', 2.9001477741985582e-05), ('system', 2.9001477741985582e-05), ('surface', 2.9001477741985582e-05)],)","(1,)","([],)","(160,)","(6,)"
214,"(214,)","([('nzvi', 0.028518691658973694), ('removal', 0.02551751397550106), ('iron', 0.023266632109880447), ('nitrate', 0.01726427488029003), ('organic', 0.009761330671608448), ('material', 0.009011036716401577), ('water', 0.009011036716401577), ('capacity', 0.009011036716401577), ('mag-pcmas', 0.009011036716401577), ('remediation', 0.008260741829872131)],)","(16,)","([],)","(40,)","(6,)"
215,"(215,)","([('rupture', 0.037113867700099945), ('earthquake', 0.027837509289383888), ('validation', 0.023620983585715294), ('platform', 0.02024776302278042), ('broadband', 0.02024776302278042), ('simulation', 0.01940445601940155), ('motion', 0.01856115087866783), ('slip', 0.015187930315732956), ('ground', 0.014344624243676662), ('model', 0.013501319102942944)],)","(11,)","([],)","(40,)","(6,)"
216,"(216,)","([('discontinuity', 0.019058754667639732), ('pttd', 0.01090236846357584), ('mid-crust', 0.0054647778160870075), ('staurolite-grade', 0.0027459829580038786), ('decompression-related', 0.0027459829580038786), ('extrusive', 0.0027459829580038786), ('15ma', 0.0027459829580038786), ('continuing', 0.0027459829580038786), ('shallower', 0.0027459829580038786), ('19ma', 0.0027459829580038786)],)","(9,)","([711, 493],)","(32,)","(5,)"
217,"(217,)","([('excitation', 0.023844121024012566), ('hurricane', 0.01669803075492382), ('ocean', 0.01431600097566843), ('microseism', 0.009551940485835075), ('earthscope', 0.007169910240918398), ('seismic-wave', 0.007169910240918398), ('formula', 0.007169910240918398), ('depth', 0.004787880461663008), ('dependency', 0.004787880461663008), ('land-based', 0.004787880461663008)],)","(7,)","([408],)","(32,)","(5,)"
218,"(218,)","([('uhp', 0.04399639368057251), ('rift', 0.013214309699833393), ('papua', 0.008816868998110294), ('rifting', 0.008816868998110294), ('guinea', 0.008816868998110294), ('numerical', 0.008816868998110294), ('terranes', 0.008816868998110294), ('geodynamic', 0.006618148181587458), ('mccs', 0.006618148181587458), ('woodlark', 0.006618148181587458)],)","(10,)","([227],)","(240,)","(5,)"
219,"(219,)","([('h2o', 0.02913469634950161), ('melt', 0.020398655906319618), ('mantle', 0.01894264854490757), ('glass', 0.016030635684728622), ('86sr', 0.013118620961904526), ('halogen', 0.013118620961904526), ('bond', 0.013118620961904526), ('87sr', 0.011662614531815052), ('em2', 0.011662614531815052), ('value', 0.011662614531815052)],)","(31,)","([635, 282, 443, 279],)","(32,)","(5,)"
220,"(220,)","([('eps', 0.022028371691703796), ('rex', 0.01802685111761093), ('stability', 0.014025330543518066), ('swcnt', 0.012024570256471634), ('day', 0.008023049682378769), ('leaching', 0.008023049682378769), ('nio', 0.008023049682378769), ('presence', 0.008023049682378769), ('dsi', 0.008023049682378769), ('extracellular', 0.006022288464009762)],)","(31,)","([547, 295, 77, 350],)","(32,)","(5,)"
221,"(221,)","([('breeding', 0.02543841488659382), ('argentina', 0.009265036322176456), ('population', 0.009265036322176456), ('america', 0.009265036322176456), ('south', 0.009265036322176456), ('hemisphere', 0.006954552605748177), ('austral', 0.006954552605748177), ('wintering', 0.006954552605748177), ('period', 0.006954552605748177), ('barn', 0.006954552605748177)],)","(6,)","([303],)","(32,)","(5,)"
222,"(222,)","([('basin', 0.03144149109721184), ('sierra', 0.01922103390097618), ('silicic', 0.013983694836497307), ('clastic', 0.010492135770618916), ('madre', 0.010492135770618916), ('fluvial', 0.008746355772018433), ('alluvial', 0.008746355772018433), ('sedimentation', 0.008746355772018433), ('flare-up', 0.007000576704740524), ('miocene', 0.007000576704740524)],)","(5,)","([410, 657],)","(243,)","(5,)"
223,"(223,)","([('water', 0.026263318955898285), ('removal', 0.01887906901538372), ('mag-pcmas', 0.018058598041534424), ('natural', 0.015597180463373661), ('organic', 0.014776707626879215), ('tio2', 0.013956235721707344), ('magnetic', 0.013956235721707344), ('sorption', 0.013135762885212898), ('metal', 0.012315290980041027), ('adsorption', 0.011494818143546581)],)","(41,)","([312, 671, 678, 610, 409, 256],)","(32,)","(5,)"
